NOM_REGION,CLAVE_REGION,NOM_MUN,CVEGEO,POBTOT,POB_HOM,POR_HOM,POB_MUJ,POR_MUJ,POB_EDAD_0_14,POR_EDAD_0_14,POB_EDAD_15_64,POR_EDAD_15_64,POB_EDAD_65+,POR_EDAD_65+,SUPERFICIE,DENSIDAD,POB_RURAL,POB_ETNIA,POB_MIGRANTE,POBREZA_ING,POBREZA_ING_EXTR,POBREZA_MULTI,MARGINACION_1,VULNERABILIDAD_SOCIAL,PRIORIDAD_SOCIAL,REZAGO_SOCIAL_1,IMN_num,REZAGO_SOCIAL_NUM,longitud,latitud,Hospitalizados,Muertes,Positivos,TASA_HospitalizadoS,TASA_Muertes,TASA_Positivos
BAJA CALIFRONIA,2,SAN QUINTIN,2006,117568,57790,49.15453185,59778,50.84546815,36132,30.73285248,76391,64.97601388,4961,4.219685629,35191.9,3.340768756,54.39830566,30.50404872,None,34.90374178,3.793049525,None,Medio,None,None,Medio,0.83615465,0.349481,-115.9390614,30.55648528,0,0,0,0,0,0
BAJA CALIFORNIA SUR,3,COMONDU,3001,73021,36217,49.59806083,36804,50.40193917,17812,24.39298284,48719,66.71916298,6449,8.831705948,1715026.08,0.042577195,19.63955574,2.188411553,None,34.949686,4.27665416,None,Muy bajo,None,None,Muy bajo,0.912330378,-0.811338,-111.6733394,25.03463556,0,0,0,0,0,0
BAJA CALIFORNIA SUR,3,MULEGE,3002,64022,30951,48.34431914,33071,51.65568086,16999,26.55181032,42453,66.31001843,4460,6.966355315,3067014.633,0.020874371,39.31773453,9.854425041,None,24.11032719,3.161426317,None,Muy bajo,None,None,Bajo,0.90025359,-0.568869,-112.2682747,27.33686833,0,0,0,0,0,0
BAJA CALIFORNIA SUR,3,LA PAZ,3003,292241,146438,50.10864321,145803,49.89135679,64197,21.96714356,203031,69.47382469,24109,8.249698023,1523950.86,0.19176537,9.818608614,2.206055961,None,20.60725351,1.886306801,None,Muy bajo,None,None,Muy bajo,0.937218644,-1.101218,-110.30659,24.148745,0,0,0,0,0,0
BAJA CALIFORNIA SUR,3,LOS CABOS,3008,351111,170167,48.46530015,180944,51.53469985,93513,26.6334578,242624,69.10179402,12209,3.477247936,370993.7553,0.946406766,3.455317549,4.151393719,None,31.69997751,4.774386992,None,Muy bajo,None,None,Muy bajo,0.919719741,-0.758723,-109.6947492,23.06159139,0,0,0,0,0,0
BAJA CALIFORNIA SUR,3,LORETO,3009,18052,8795,48.72036339,9257,51.27963661,4532,25.1052515,12212,67.64901396,1286,7.123864392,458071.5652,0.039408689,9.644360736,2.609129182,None,34.07996447,2.93913944,None,Muy bajo,None,None,Muy bajo,0.92102857,-0.890728,-111.3433333,26.01277778,0,0,0,0,0,0
CAMPECHE,4,CALKINI,4001,59232,30062,50.75297137,29170,49.24702863,15423,26.03829011,38406,64.83995138,5311,8.966437061,207355.0037,0.285655031,28.34447596,76.12776877,None,62.84214474,17.78239495,None,Bajo,None,None,Bajo,0.867193799,-0.427612,-90.05073944,20.37122611,0,0,0,0,0,0
CAMPECHE,4,CAMPECHE,4002,294077,152522,51.86464769,141555,48.13535231,67071,22.80729197,201182,68.41133445,25297,8.60216882,322214.1045,0.912675752,9.925291675,11.7894293,None,32.52943282,4.701023686,None,Muy bajo,None,None,Muy bajo,0.918231766,-1.14464,-90.53964917,19.84481417,0,0,0,0,0,0
CAMPECHE,4,CARMEN,4003,248845,125802,50.55436115,123043,49.44563885,60958,24.49637324,169105,67.95595652,15332,6.161265045,657055.7525,0.378727374,14.85945066,3.196367217,None,35.36471266,7.625059784,None,Muy bajo,None,None,Muy bajo,0.909688152,-0.922415,-91.83645,18.63778944,0,0,0,0,0,0
CAMPECHE,4,CHAMPOTON,4004,78170,39140,50.07035947,39030,49.92964053,22355,28.59792759,49988,63.94780606,5779,7.392861712,681914.5344,0.114633134,54.20365869,21.21018293,None,57.17333003,12.11261745,None,Bajo,None,None,Bajo,0.858602187,-0.446059,-90.72389111,19.35621861,0,0,0,0,0,0
CAMPECHE,4,HECELCHAKAN,4005,31917,16204,50.76918257,15713,49.23081743,8551,26.7913651,20759,65.04057399,2607,8.168060908,126545.959,0.252216667,34.12288122,64.63640066,None,66.68112693,16.59872843,None,Bajo,None,None,Bajo,0.871965333,-0.453318,-90.13451722,20.17696611,0,0,0,0,0,0
CAMPECHE,4,HOPELCHEN,4006,42140,20812,49.3877551,21328,50.6122449,13067,31.00854295,25858,61.36212625,3155,7.486948268,773400.5089,0.054486646,80.90175605,62.84527765,None,74.85239887,21.72097893,None,Medio,None,None,Bajo,0.839342921,0.036244,-89.84504361,19.74554806,0,0,0,0,0,0
CAMPECHE,4,PALIZADA,4007,8683,4260,49.06138431,4423,50.93861569,2442,28.1239203,5379,61.94863526,862,9.927444432,216468.4023,0.04011209,100,2.499136243,None,59.86468886,13.71755909,None,Medio,None,None,Bajo,0.826152902,-0.31218,-92.09090167,18.25359833,0,0,0,0,0,0
CAMPECHE,4,TENABO,4008,11452,5655,49.38002096,5797,50.61997904,3120,27.24414949,7406,64.66992665,926,8.085923856,105068.6995,0.108995353,23.61159623,41.53859588,None,53.86312068,10.60076543,None,Bajo,None,None,Bajo,0.864073445,-0.34409,-90.22576333,20.03967694,0,0,0,0,0,0
CAMPECHE,4,ESCARCEGA,4009,59923,30455,50.8235569,29468,49.1764431,18061,30.14034678,37749,62.99584467,4090,6.825425963,476683.1558,0.125708239,47.64113946,12.04545834,None,68.05553818,17.83370989,None,Bajo,None,None,Bajo,0.859505638,-0.379536,-90.73200083,18.60431472,0,0,0,0,0,0
CAMPECHE,4,CALAKMUL,4010,31714,15613,49.2306237,16101,50.7693763,11278,35.56158164,18621,58.71539383,1804,5.688339535,1394456.964,0.022742903,81.93542284,38.94179227,None,82.97042741,30.26283839,None,Alto,None,None,Medio,0.794038186,0.317074,-89.39727556,18.50537083,0,0,0,0,0,0
CAMPECHE,4,CANDELARIA,4011,46913,23239,49.53637584,23674,50.46362416,15039,32.05721229,28478,60.70385607,3314,7.064140004,565545.9165,0.082951708,76.29441733,12.06488607,None,80.44920189,30.9649245,None,Alto,None,None,Medio,0.790977942,0.414902,-91.04629361,18.18345056,0,0,0,0,0,0
CAMPECHE,4,SEYBAPLAYA,4012,15297,7660,50.07517814,7637,49.92482186,3753,24.5342224,10182,66.56207099,1361,8.89716938,289.9,52.7664712,37.7982611,8.21076028,None,None,None,None,Bajo,None,None,Bajo,0.874976911,-0.699509,-90.68830111,19.63919694,0,0,0,0,0,0
COAHUILA,5,ABASOLO,5001,1022,487,47.65166341,535,52.34833659,208,20.35225049,643,62.91585127,171,16.73189824,73795.65456,0.013849054,100,0.293542074,None,10.97482377,0.636455186,None,Muy bajo,None,None,Muy bajo,0.905383044,-1.282192,-101.4263889,27.18194444,0,0,0,0,0,0
COAHUILA,5,ACUÑA,5002,163058,81115,49.74610261,81943,50.25389739,45621,27.97838806,109827,67.35456095,7387,4.530289836,1145257.61,0.142376701,1.737418587,0.702204124,None,23.44589656,1.506953876,None,Muy bajo,None,None,Muy bajo,0.915742224,-1.186766,-100.9782583,29.33000556,0,0,0,0,0,0
COAHUILA,5,ALLENDE,5003,23056,11610,50.35565579,11446,49.64434421,6310,27.36814712,14933,64.76839001,1813,7.863462873,25062.53149,0.919938994,7.286606523,0.117106176,None,24.79554425,1.397582039,None,Muy bajo,None,None,Muy bajo,0.936288145,-1.221814,-100.8541667,28.34722222,0,0,0,0,0,0
COAHUILA,5,ARTEAGA,5004,29578,14623,49.43877206,14955,50.56122794,8074,27.29731557,19186,64.86577862,2308,7.803096896,161915.3127,0.182675743,47.48123605,0.459801204,None,29.01452898,3.187421063,None,Muy bajo,None,None,Muy bajo,0.908903713,-1.049694,-100.8496225,25.45062056,0,0,0,0,0,0
COAHUILA,5,CANDELA,5005,1643,800,48.69141814,843,51.30858186,457,27.81497261,975,59.34266586,211,12.84236153,210281.6512,0.00781333,100,0,None,33.39053628,4.611356467,None,Bajo,None,None,Bajo,0.875621416,-0.706085,-100.6638889,26.84027778,0,0,0,0,0,0
COAHUILA,5,CASTAÑOS,5006,29128,14532,49.89014007,14596,50.10985993,8028,27.56110959,18857,64.73839605,2243,7.70049437,331609.165,0.087838344,6.227684702,0.102993683,None,33.74885378,4.219433813,None,Muy bajo,None,None,Muy bajo,0.928721827,-1.165801,-101.4305556,26.78527778,0,0,0,0,0,0
COAHUILA,5,CUATRO CIENEGAS,5007,12715,6350,49.94101455,6365,50.05898545,3676,28.91073535,7819,61.49429807,1218,9.579237122,1058864.956,0.012008141,18.24616595,0.259535981,None,33.00322033,6.45591079,None,Muy bajo,None,None,Muy bajo,0.895993619,-0.773303,-102.0671011,26.98686361,0,0,0,0,0,0
COAHUILA,5,ESCOBEDO,5008,3047,1518,49.81949458,1529,50.18050542,860,28.2244831,1874,61.50311782,313,10.27239908,101816.3453,0.029926433,100,0.032819166,None,29.06682259,3.827597728,None,Bajo,None,None,Muy bajo,0.883826561,-0.964528,-101.4125,27.23472222,0,0,0,0,0,0
COAHUILA,5,FRANCISCO I. MADERO,5009,59035,29818,50.50902007,29217,49.49097993,16808,28.47124587,37902,64.20259168,4319,7.315998984,278611.3599,0.21189014,44.60235454,0.208350978,None,31.77256806,3.470609847,None,Muy bajo,None,None,Muy bajo,0.905453911,-1.02787,-103.2730556,25.775,0,0,0,0,0,0
COAHUILA,5,FRONTERA,5010,82409,41200,49.99453943,41209,50.00546057,22111,26.83080731,54231,65.80713272,6019,7.303813904,45409.12488,1.814811455,8.696865634,0.152895922,None,22.25022707,1.738830958,None,Muy bajo,None,None,Muy bajo,0.940836062,-1.300759,-101.4494444,26.92611111,0,0,0,0,0,0
COAHUILA,5,GENERAL CEPEDA,5011,11898,5807,48.8065221,6091,51.1934779,3341,28.08034964,7207,60.57320558,1323,11.11951589,261530.3415,0.045493765,53.4795764,0.025214322,None,37.06473409,3.096957665,None,Muy bajo,None,None,Muy bajo,0.894435388,-0.91883,-101.4792917,25.3799075,0,0,0,0,0,0
COAHUILA,5,GUERRERO,5012,1643,760,46.25684723,883,53.74315277,413,25.13694461,1038,63.17711503,192,11.68594035,291285.2506,0.005640519,100,1.034692635,None,23.83111111,3.067936508,None,Bajo,None,None,Muy bajo,0.871681977,-0.736287,-100.3787256,28.30841833,0,0,0,0,0,0
COAHUILA,5,HIDALGO,5013,1735,839,48.3573487,896,51.6426513,590,34.00576369,1016,58.55907781,126,7.262247839,112320.802,0.015446827,100,0,None,24.1453879,5.847281613,None,Bajo,None,None,Muy bajo,0.878003362,-0.89738,-99.876055,27.79168056,0,0,0,0,0,0
COAHUILA,5,JIMENEZ,5014,9502,4645,48.88444538,4857,51.11555462,2609,27.45737739,6093,64.12334245,800,8.419280152,219673.8016,0.043255044,100,0.063144601,None,24.07012094,3.756684789,None,Bajo,None,None,Muy bajo,0.8675372,-0.72267,-100.6742275,29.07030833,0,0,0,0,0,0
COAHUILA,5,JUAREZ,5015,1584,798,50.37878788,786,49.62121212,433,27.33585859,995,62.81565657,156,9.848484848,244403.7962,0.006481078,100,0,None,29.37865973,1.849707222,None,Muy bajo,None,None,Muy bajo,0.887482982,-1.009518,-100.7271197,27.60650639,0,0,0,0,0,0
COAHUILA,5,LAMADRID,5016,1764,836,47.39229025,928,52.60770975,412,23.35600907,1111,62.98185941,241,13.66213152,66870.09112,0.026379506,100,0.170068027,None,16.45734597,0.821090047,None,Muy bajo,None,None,Muy bajo,0.897648284,-1.095539,-101.7935992,27.04849361,0,0,0,0,0,0
COAHUILA,5,MATAMOROS,5017,118337,59645,50.40266358,58692,49.59733642,32049,27.08282279,77421,65.42416996,8774,7.414418145,79827.10135,1.482416347,41.71307368,0.138587255,None,27.90753861,2.369490638,None,Muy bajo,None,None,Muy bajo,0.911024099,-1.039603,-103.2303836,25.52813611,0,0,0,0,0,0
COAHUILA,5,MONCLOVA,5018,237951,119893,50.38558359,118058,49.61441641,60186,25.29344277,157411,66.1526953,20161,8.472752794,124217.0866,1.915606029,0.32863909,0.221894424,None,22.8084837,2.411734742,None,Muy bajo,None,None,Muy bajo,0.946982992,-1.355182,-101.4172244,26.90124222,0,0,0,0,0,0
COAHUILA,5,MORELOS,5019,7928,3993,50.36579213,3935,49.63420787,2147,27.08123108,5088,64.17759839,693,8.741170535,63666.04762,0.124524771,15.23713421,0.050454087,None,22.94335938,2.108203125,None,Muy bajo,None,None,Muy bajo,0.93117595,-1.278062,-100.8866314,28.41010444,0,0,0,0,0,0
COAHUILA,5,MUZQUIZ,5020,71627,35771,49.94066483,35856,50.05933517,19489,27.20901336,44899,62.68446256,6429,8.975665601,825830.0937,0.086733337,10.18470688,0.350426515,None,28.9692517,2.074417663,None,Muy bajo,None,None,Muy bajo,0.922369715,-1.098356,-101.5165178,27.87754972,0,0,0,0,0,0
COAHUILA,5,NADADORES,5021,6539,3296,50.40526074,3243,49.59473926,1593,24.36152317,4336,66.30983331,610,9.328643523,71173.75764,0.09187375,100,0.275271448,None,16.78891395,0.650016113,None,Muy bajo,None,None,Muy bajo,0.904328374,-1.16147,-101.5920233,27.02903056,0,0,0,0,0,0
COAHUILA,5,NAVA,5022,33129,16530,49.89586163,16599,50.10413837,9544,28.8085967,21594,65.18156298,1964,5.928340729,90485.43276,0.366125231,2.764949138,0.178091702,None,24.40787473,1.499862025,None,Muy bajo,None,None,Muy bajo,0.9231608,-1.227345,-100.7675536,28.42187472,0,0,0,0,0,0
COAHUILA,5,OCAMPO,5023,9642,4650,48.22650902,4992,51.77349098,2785,28.88404895,6008,62.31072392,849,8.805227131,2589698.466,0.003723213,100,0.082970338,None,34.15234885,4.518703784,None,Bajo,None,None,Bajo,0.863226128,-0.43041,-102.3974047,27.311215,0,0,0,0,0,0
COAHUILA,5,PARRAS,5024,44472,21938,49.32991545,22534,50.67008455,11762,26.44810218,28556,64.21118906,4103,9.226029861,1051778.11,0.042282683,21.75301313,0.220363375,None,30.00355334,3.205371506,None,Muy bajo,None,None,Muy bajo,0.907380801,-1.026923,-102.1841689,25.43738056,0,0,0,0,0,0
COAHUILA,5,PIEDRAS NEGRAS,5025,176327,87616,49.68949735,88711,50.31050265,47189,26.76220885,118048,66.9483403,10817,6.134624873,47308.40108,3.727181557,1.342959388,0.36806615,None,22.55408901,1.665804262,None,Muy bajo,None,None,Muy bajo,0.928128866,-1.295353,-100.5284414,28.70809306,0,0,0,0,0,0
COAHUILA,5,PROGRESO,5026,3239,1605,49.55233097,1634,50.44766903,837,25.84130905,2008,61.99444273,349,10.77493053,286830.4768,0.011292384,100,0,None,27.73269537,2.179904306,None,Bajo,None,None,Muy bajo,0.884144999,-0.842305,-100.9872333,27.42897778,0,0,0,0,0,0
COAHUILA,5,RAMOS ARIZPE,5027,122243,59521,48.69072258,62722,51.30927742,34157,27.94188624,83352,68.18549937,4644,3.798990535,669250.2752,0.18265663,6.734945968,0.730512177,None,16.80567768,1.429617803,None,Muy bajo,None,None,Muy bajo,0.942100305,-1.257305,-100.9507819,25.54323361,0,0,0,0,0,0
COAHUILA,5,SABINAS,5028,64811,32574,50.25998673,32237,49.74001327,16685,25.74408665,42616,65.75427011,5462,8.427581738,196632.9286,0.329604001,8.663652775,0.313218435,None,20.64001811,1.266071084,None,Muy bajo,None,None,Muy bajo,0.935619884,-1.270138,-101.1199892,27.84888833,0,0,0,0,0,0
COAHUILA,5,SACRAMENTO,5029,2471,1229,49.7369486,1242,50.2630514,653,26.42654796,1604,64.91299069,214,8.660461352,28722.83101,0.086029124,100,0,None,16.63130435,1.958695652,None,Muy bajo,None,None,Muy bajo,0.899482248,-1.164213,-101.7250358,27.00443861,0,0,0,0,0,0
COAHUILA,5,SALTILLO,5030,879958,442166,50.24853459,437792,49.75146541,229165,26.04272022,590090,67.05888236,57919,6.582018687,556230.5163,1.582002379,1.764516034,0.513319954,None,17.63466007,1.553056392,None,Muy bajo,None,None,Muy bajo,0.951064784,-1.383355,-100.9997211,25.42166472,0,0,0,0,0,0
COAHUILA,5,SAN BUENAVENTURA,5031,24759,12484,50.42206874,12275,49.57793126,6301,25.44933156,16154,65.24496143,2277,9.196655762,640945.7554,0.038628854,5.436406963,0.141362737,None,23.10848161,1.936826478,None,Muy bajo,None,None,Muy bajo,0.938911614,-1.294073,-101.5500286,27.06025722,0,0,0,0,0,0
COAHUILA,5,SAN JUAN DE SABINAS,5032,42260,21338,50.4921912,20922,49.5078088,10207,24.15286323,27223,64.41788926,4823,11.41268339,79866.96712,0.529129896,7.576904875,0.113582584,None,22.41357898,1.309788451,None,Muy bajo,None,None,Muy bajo,0.935726936,-1.250474,-101.3032933,27.92939028,0,0,0,0,0,0
COAHUILA,5,SAN PEDRO,5033,101041,51092,50.56561198,49949,49.43438802,28607,28.31226928,63648,62.99225067,8762,8.671727319,708024.8257,0.142708273,43.13001653,0.347383735,None,41.38239374,7.08900575,None,Muy bajo,None,None,Muy bajo,0.893470895,-0.947149,-102.9831569,25.75777778,0,0,0,0,0,0
COAHUILA,5,SIERRA MOJADA,5034,6744,3217,47.70166074,3527,52.29833926,2011,29.81909846,4333,64.24970344,400,5.931198102,787353.7949,0.0085654,100,0.415183867,None,25.50420301,1.866613799,None,Muy bajo,None,None,Muy bajo,0.906704469,-1.040244,-103.7014567,27.28687694,0,0,0,0,0,0
COAHUILA,5,TORREON,5035,720848,369095,51.20288882,351753,48.79711118,177805,24.66608772,483827,67.11914301,57889,8.030680532,126984.4253,5.676664664,4.252630236,0.272734335,None,25.99876746,2.705272956,None,Muy bajo,None,None,Muy bajo,0.944032764,-1.334731,-103.4530606,25.54175333,0,0,0,0,0,0
COAHUILA,5,VIESCA,5036,20305,10075,49.61832061,10230,50.38167939,5713,28.13592711,12708,62.58557006,1843,9.076582123,435768.4066,0.046595852,100,0.098497907,None,43.25314708,6.85849762,None,Bajo,None,None,Bajo,0.859012917,-0.594478,-102.8063503,25.34360528,0,0,0,0,0,0
COAHUILA,5,VILLA UNION,5037,6188,3058,49.41822883,3130,50.58177117,1759,28.42598578,3876,62.63736264,553,8.936651584,184608.0353,0.033519668,12.03943116,0.048480931,None,26.58951175,2.525069867,None,Muy bajo,None,None,Muy bajo,0.913487205,-1.09659,-100.725155,28.22049778,0,0,0,0,0,0
COAHUILA,5,ZARAGOZA,5038,13135,6578,50.07993909,6557,49.92006091,3685,28.05481538,8238,62.7179292,1212,9.227255424,791984.93,0.016584912,15.11229539,0.152264941,None,32.78480981,2.265661207,None,Muy bajo,None,None,Muy bajo,0.904570136,-0.907766,-100.9176217,28.48704306,0,0,0,0,0,0
COLIMA,6,ARMERIA,6001,27626,13686,49.54028813,13940,50.45971187,7151,25.88503584,17625,63.79859553,2829,10.24035329,40633.26076,0.679886366,44.37124448,0.738434808,None,38.42671262,4.137637385,None,Bajo,None,None,Bajo,0.883238264,-0.489055,-103.9649972,18.93707278,0,0,0,0,0,0
