,Alto Biobio,Antuco,Arauco,Cabrero,Canete,Chiguayante,Concepcion,Contulmo,Coronel,Curanilahue,Florida,Hualpen,Hualqui,Laja,Lebu,Los Alamos,Los Angeles,Lota,Mulchen,Nacimiento,Negrete,Penco,Quilaco,Quilleco,San Pedro de la Paz,San Rosendo,Santa Barbara,Santa Juana,Talcahuano,Tirua,Tome,Tucapel,Yumbel,Desconocido Biobio,Total
2021-04-26,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,-1.0,4.0,1.0,0.0,0.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,19.0
2021-04-30,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,32.0
2021-05-03,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,33.0
2021-05-07,1.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,34.0
2021-05-10,0.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,35.0
2021-05-14,0.0,0.0,0.0,1.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,35.0
2021-05-17,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,7.0,2.0,-5.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,34.0
2021-05-21,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,7.0,0.0,2.0,-1.0,0.0,0.0,33.0
2021-05-24,1.0,1.0,2.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,6.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0
2021-05-28,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,27.0
2021-05-31,0.0,0.0,1.0,0.0,1.0,2.0,7.0,2.0,3.0,2.0,1.0,5.0,0.0,0.0,2.0,3.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,54.0
2021-06-04,1.0,0.0,2.0,1.0,3.0,2.0,9.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,1.0,0.0,53.0
2021-06-07,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0
2021-06-11,0.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,5.0,0.0,2.0,1.0,1.0,0.0,38.0
2021-06-14,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,-1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,27.0
2021-06-18,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,30.0
2021-06-21,0.0,0.0,1.0,1.0,4.0,-1.0,2.0,0.0,3.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,34.0
2021-06-25,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,34.0
2021-06-28,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,2.0,2.0,1.0,-1.0,0.0,2.0,-1.0,2.0,5.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,3.0,0.0,1.0,0.0,40.0
2021-07-02,0.0,0.0,2.0,0.0,3.0,2.0,5.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,28.0
2021-07-05,0.0,0.0,1.0,0.0,1.0,2.0,9.0,1.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,43.0
2021-07-09,0.0,0.0,2.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,0.0,3.0,0.0,1.0,0.0,40.0
2021-07-12,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,22.0
2021-07-16,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,22.0
2021-07-19,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0
2021-07-23,0.0,0.0,1.0,0.0,1.0,6.0,5.0,1.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,42.0
2021-07-26,1.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,31.0
2021-07-30,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,1.0,4.0,1.0,-1.0,-1.0,0.0,0.0,27.0
2021-08-02,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,-1.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,24.0
2021-08-06,0.0,1.0,0.0,0.0,2.0,2.0,7.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,36.0
2021-08-09,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,27.0
2021-08-13,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,25.0
2021-08-16,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,0.0,16.0
2021-08-20,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0
2021-08-23,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,19.0
2021-08-27,0.0,0.0,1.0,0.0,1.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-3.0,22.0
2021-08-30,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,15.0
2021-09-03,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0
2021-09-06,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,25.0
2021-09-10,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0
2021-09-13,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0
2021-09-17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021-09-20,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0
2021-09-24,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0
2021-09-27,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,15.0
2021-10-01,0.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0
2021-10-04,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0
2021-10-08,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2021-10-11,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0
2021-10-15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0
2021-10-18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0
2021-10-22,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0
2021-10-25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,17.0
2021-10-29,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0
2021-11-01,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0
2021-11-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2021-11-08,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,16.0
2021-11-12,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,15.0
2021-11-15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0
2021-11-19,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,23.0
2021-11-22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0
2021-11-26,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,4.0,0.0,0.0,0.0,43.0
2021-11-29,0.0,0.0,0.0,-1.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,0.0
2021-12-03,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0
2021-12-06,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,30.0
2021-12-10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,28.0
2021-12-13,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0
2021-12-17,0.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,35.0
2021-12-20,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,18.0
2021-12-24,0.0,0.0,1.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0
2021-12-27,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0
2021-12-31,0.0,0.0,1.0,1.0,0.0,-1.0,7.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,30.0
2022-01-03,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0
2022-01-07,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,24.0
2022-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-14,0.0,0.0,0.0,1.0,1.0,5.0,6.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,46.0
2022-01-17,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,18.0
2022-01-21,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0
2022-01-24,0.0,0.0,0.0,0.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,-2.0,0.0,0.0,0.0,5.0
2022-01-28,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,22.0
2022-01-31,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0
2022-02-04,0.0,0.0,1.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,30.0
2022-02-07,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0
2022-02-11,0.0,0.0,2.0,0.0,2.0,9.0,6.0,0.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0
2022-02-14,0.0,0.0,2.0,0.0,0.0,4.0,8.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,34.0
2022-02-18,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,8.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,0.0,49.0
2022-02-21,0.0,0.0,1.0,0.0,5.0,1.0,6.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,43.0
2022-02-25,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,12.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,7.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,4.0,0.0,60.0
2022-02-28,0.0,1.0,2.0,1.0,3.0,0.0,17.0,1.0,6.0,4.0,1.0,4.0,0.0,1.0,0.0,2.0,8.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,66.0
2022-03-04,1.0,0.0,1.0,2.0,0.0,2.0,7.0,1.0,9.0,1.0,0.0,5.0,0.0,2.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,1.0,0.0,62.0
2022-03-07,0.0,0.0,1.0,1.0,3.0,2.0,13.0,0.0,9.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,61.0
2022-03-11,0.0,0.0,1.0,2.0,3.0,2.0,5.0,0.0,6.0,2.0,0.0,3.0,2.0,0.0,0.0,2.0,7.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,7.0,1.0,3.0,0.0,3.0,0.0,61.0
2022-03-14,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,6.0,3.0,0.0,2.0,0.0,1.0,3.0,1.0,7.0,2.0,2.0,2.0,0.0,-1.0,0.0,0.0,6.0,1.0,2.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,61.0
