,Ancud,Calbuco,Castro,Chaiten,Chonchi,Cochamo,Curaco de Velez,Dalcahue,Fresia,Frutillar,Futaleufu,Hualaihue,Llanquihue,Los Muermos,Maullin,Osorno,Palena,Puerto Montt,Puerto Octay,Puerto Varas,Puqueldon,Purranque,Puyehue,Queilen,Quellon,Quemchi,Quinchao,Rio Negro,San Juan de la Costa,San Pablo,Desconocido Los Lagos
2021-05-03,53.0,16.0,46.0,1.0,15.0,2.0,0.0,14.0,9.0,26.0,0.0,6.0,23.0,11.0,17.0,202.0,0.0,215.0,6.0,20.0,2.0,18.0,10.0,3.0,12.0,9.0,11.0,26.0,16.0,23.0,4.0
2021-05-07,87.0,17.0,81.0,0.0,21.0,5.0,4.0,23.0,18.0,43.0,0.0,3.0,47.0,7.0,5.0,164.0,0.0,252.0,8.0,50.0,1.0,28.0,10.0,6.0,20.0,14.0,3.0,19.0,7.0,11.0,-16.0
2021-05-10,59.0,17.0,70.0,0.0,27.0,0.0,4.0,38.0,6.0,33.0,0.0,1.0,33.0,7.0,13.0,136.0,0.0,203.0,2.0,31.0,0.0,14.0,4.0,4.0,21.0,5.0,23.0,22.0,6.0,4.0,-2.0
2021-05-14,91.0,19.0,82.0,0.0,26.0,3.0,8.0,34.0,34.0,46.0,0.0,5.0,45.0,15.0,8.0,171.0,0.0,308.0,9.0,76.0,3.0,22.0,19.0,4.0,24.0,11.0,27.0,21.0,0.0,14.0,5.0
2021-05-17,57.0,27.0,97.0,0.0,29.0,1.0,5.0,37.0,20.0,21.0,0.0,13.0,24.0,3.0,5.0,168.0,0.0,273.0,9.0,53.0,7.0,26.0,21.0,9.0,13.0,6.0,9.0,35.0,5.0,7.0,9.0
2021-05-21,129.0,39.0,116.0,0.0,37.0,0.0,6.0,60.0,27.0,44.0,0.0,13.0,34.0,13.0,3.0,270.0,1.0,404.0,19.0,80.0,17.0,24.0,31.0,12.0,24.0,30.0,28.0,30.0,11.0,15.0,5.0
2021-05-24,75.0,38.0,44.0,0.0,20.0,1.0,7.0,47.0,7.0,38.0,0.0,7.0,22.0,10.0,5.0,215.0,0.0,256.0,8.0,49.0,18.0,43.0,33.0,16.0,23.0,15.0,14.0,33.0,1.0,19.0,21.0
2021-05-28,115.0,66.0,122.0,1.0,35.0,3.0,8.0,64.0,27.0,40.0,1.0,12.0,57.0,6.0,10.0,305.0,2.0,380.0,15.0,92.0,23.0,57.0,37.0,11.0,29.0,46.0,22.0,28.0,17.0,16.0,2.0
2021-05-31,119.0,59.0,112.0,0.0,29.0,1.0,13.0,36.0,27.0,39.0,0.0,10.0,40.0,29.0,15.0,230.0,2.0,324.0,14.0,49.0,7.0,63.0,58.0,6.0,37.0,30.0,12.0,26.0,6.0,24.0,15.0
2021-06-04,112.0,61.0,113.0,1.0,28.0,1.0,6.0,45.0,30.0,46.0,0.0,7.0,43.0,18.0,13.0,287.0,2.0,370.0,11.0,97.0,18.0,35.0,32.0,8.0,33.0,20.0,7.0,31.0,19.0,14.0,-39.0
2021-06-07,73.0,87.0,68.0,1.0,25.0,4.0,7.0,43.0,13.0,34.0,0.0,7.0,42.0,7.0,12.0,184.0,3.0,321.0,13.0,30.0,21.0,29.0,23.0,10.0,12.0,11.0,5.0,33.0,14.0,28.0,7.0
2021-06-11,70.0,55.0,91.0,5.0,23.0,6.0,16.0,35.0,11.0,37.0,1.0,6.0,41.0,8.0,16.0,209.0,2.0,340.0,15.0,77.0,24.0,38.0,18.0,13.0,29.0,21.0,5.0,40.0,22.0,8.0,-12.0
2021-06-14,47.0,46.0,75.0,8.0,30.0,3.0,14.0,13.0,7.0,22.0,0.0,3.0,19.0,15.0,3.0,157.0,0.0,270.0,7.0,38.0,5.0,30.0,19.0,15.0,26.0,11.0,6.0,24.0,10.0,9.0,2.0
2021-06-18,52.0,77.0,60.0,15.0,18.0,1.0,9.0,24.0,8.0,22.0,0.0,3.0,19.0,7.0,12.0,225.0,0.0,309.0,6.0,76.0,8.0,20.0,11.0,12.0,26.0,14.0,5.0,36.0,9.0,11.0,0.0
2021-06-21,29.0,38.0,61.0,7.0,14.0,0.0,3.0,8.0,3.0,22.0,1.0,2.0,13.0,11.0,9.0,130.0,0.0,181.0,10.0,48.0,6.0,21.0,13.0,8.0,34.0,2.0,4.0,29.0,7.0,8.0,-3.0
2021-06-25,30.0,17.0,44.0,4.0,8.0,1.0,8.0,17.0,12.0,24.0,0.0,3.0,23.0,15.0,5.0,156.0,1.0,163.0,11.0,51.0,12.0,8.0,19.0,6.0,14.0,4.0,1.0,21.0,11.0,14.0,8.0
2021-06-28,27.0,12.0,61.0,3.0,4.0,1.0,1.0,23.0,12.0,16.0,1.0,0.0,19.0,11.0,8.0,192.0,1.0,218.0,5.0,53.0,17.0,14.0,18.0,11.0,11.0,4.0,4.0,51.0,8.0,13.0,-11.0
2021-07-02,20.0,4.0,52.0,6.0,19.0,0.0,1.0,13.0,8.0,16.0,0.0,1.0,7.0,13.0,9.0,160.0,0.0,172.0,5.0,35.0,25.0,15.0,11.0,5.0,20.0,3.0,5.0,27.0,15.0,13.0,5.0
2021-07-05,10.0,18.0,22.0,0.0,8.0,0.0,4.0,10.0,8.0,18.0,1.0,3.0,19.0,14.0,7.0,141.0,0.0,133.0,4.0,20.0,11.0,12.0,21.0,8.0,20.0,3.0,2.0,29.0,6.0,11.0,-3.0
2021-07-09,12.0,23.0,40.0,1.0,5.0,0.0,0.0,14.0,7.0,13.0,0.0,2.0,19.0,20.0,5.0,143.0,0.0,192.0,15.0,27.0,12.0,19.0,18.0,4.0,25.0,2.0,4.0,27.0,10.0,1.0,-2.0
2021-07-12,8.0,3.0,23.0,0.0,4.0,0.0,1.0,2.0,4.0,4.0,0.0,5.0,11.0,5.0,5.0,76.0,0.0,74.0,12.0,26.0,8.0,13.0,6.0,6.0,15.0,1.0,2.0,14.0,3.0,6.0,-3.0
2021-07-16,8.0,5.0,12.0,1.0,9.0,0.0,1.0,0.0,9.0,12.0,4.0,5.0,3.0,18.0,4.0,69.0,1.0,66.0,-4.0,10.0,-1.0,8.0,14.0,4.0,5.0,-4.0,-2.0,17.0,-3.0,15.0,10.0
2021-07-19,8.0,-1.0,11.0,-1.0,5.0,0.0,0.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,39.0,4.0,64.0,0.0,15.0,1.0,10.0,5.0,7.0,14.0,-1.0,0.0,16.0,7.0,1.0,-1.0
2021-07-23,9.0,5.0,16.0,0.0,9.0,-1.0,0.0,6.0,7.0,9.0,0.0,3.0,12.0,2.0,3.0,87.0,6.0,92.0,3.0,23.0,0.0,11.0,7.0,6.0,14.0,0.0,1.0,10.0,0.0,4.0,-1.0
2021-07-26,1.0,8.0,19.0,1.0,4.0,0.0,0.0,4.0,8.0,4.0,1.0,3.0,7.0,7.0,2.0,71.0,9.0,96.0,2.0,13.0,1.0,4.0,2.0,1.0,4.0,1.0,0.0,7.0,-1.0,2.0,-1.0
2021-07-30,3.0,12.0,39.0,0.0,5.0,-1.0,0.0,2.0,2.0,6.0,0.0,8.0,30.0,2.0,10.0,41.0,4.0,92.0,1.0,10.0,3.0,1.0,0.0,4.0,4.0,1.0,0.0,3.0,5.0,-1.0,10.0
2021-08-02,1.0,6.0,6.0,0.0,4.0,0.0,0.0,5.0,3.0,2.0,0.0,1.0,12.0,8.0,3.0,25.0,12.0,46.0,5.0,16.0,5.0,5.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,-3.0
2021-08-06,9.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,-1.0,4.0,9.0,1.0,-1.0,27.0,1.0,46.0,1.0,19.0,6.0,9.0,0.0,4.0,3.0,0.0,0.0,4.0,3.0,2.0,-1.0
2021-08-09,6.0,7.0,7.0,0.0,2.0,0.0,0.0,1.0,9.0,6.0,0.0,4.0,9.0,8.0,6.0,16.0,0.0,35.0,4.0,15.0,3.0,2.0,0.0,1.0,-1.0,1.0,0.0,7.0,0.0,3.0,0.0
2021-08-13,8.0,3.0,15.0,0.0,1.0,0.0,0.0,0.0,20.0,3.0,0.0,5.0,6.0,1.0,3.0,41.0,2.0,43.0,7.0,9.0,1.0,1.0,0.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,-3.0
2021-08-16,8.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,9.0,0.0,1.0,15.0,0.0,21.0,10.0,4.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0
2021-08-20,4.0,5.0,8.0,0.0,2.0,0.0,0.0,5.0,8.0,2.0,0.0,1.0,3.0,2.0,-1.0,9.0,0.0,33.0,9.0,3.0,6.0,-1.0,2.0,0.0,9.0,0.0,0.0,0.0,-1.0,-2.0,-6.0
2021-08-23,6.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,7.0,2.0,0.0,11.0,0.0,30.0,19.0,12.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,-2.0
2021-08-27,10.0,0.0,15.0,1.0,0.0,0.0,1.0,6.0,1.0,2.0,0.0,2.0,11.0,0.0,0.0,7.0,0.0,48.0,6.0,7.0,6.0,8.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0
2021-08-30,2.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,35.0,3.0,4.0,3.0,10.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-09-03,1.0,-1.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,37.0,1.0,6.0,5.0,2.0,-1.0,0.0,7.0,2.0,0.0,1.0,0.0,6.0,-7.0
2021-09-06,3.0,0.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,22.0,0.0,5.0,1.0,3.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0
2021-09-10,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,12.0,1.0,28.0,0.0,2.0,1.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,-1.0,-2.0
2021-09-13,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,1.0,0.0,1.0,15.0,0.0,18.0,0.0,2.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
2021-09-17,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,1.0,0.0,28.0,1.0,36.0,0.0,1.0,4.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0
2021-09-20,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,17.0,0.0,17.0,0.0,3.0,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0
2021-09-24,1.0,3.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,9.0,5.0,0.0,0.0,51.0,0.0,18.0,0.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.0
2021-09-27,3.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,-1.0,0.0,18.0,2.0,3.0,0.0,0.0,23.0,1.0,49.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0
2021-10-01,2.0,9.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,28.0,2.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,1.0,-1.0
2021-10-04,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,2.0,11.0,0.0,18.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0
2021-10-08,1.0,6.0,5.0,6.0,4.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,21.0,1.0,36.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0
2021-10-11,0.0,3.0,11.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,9.0,0.0,30.0,0.0,11.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,-2.0
2021-10-15,0.0,7.0,11.0,8.0,2.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,1.0,28.0,0.0,47.0,0.0,7.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0
2021-10-18,3.0,3.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,5.0,0.0,1.0,33.0,1.0,35.0,1.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0
2021-10-22,2.0,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,7.0,1.0,4.0,47.0,4.0,41.0,22.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,-2.0
2021-10-25,4.0,4.0,13.0,11.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,2.0,1.0,31.0,0.0,36.0,7.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,3.0,3.0
2021-10-29,4.0,4.0,22.0,13.0,3.0,0.0,0.0,5.0,0.0,3.0,25.0,1.0,1.0,4.0,1.0,62.0,3.0,48.0,15.0,18.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,7.0,0.0
2021-11-01,12.0,3.0,36.0,5.0,2.0,0.0,0.0,4.0,0.0,3.0,5.0,2.0,4.0,0.0,0.0,41.0,4.0,26.0,5.0,15.0,0.0,7.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,6.0,0.0
2021-11-05,14.0,10.0,24.0,7.0,0.0,0.0,2.0,1.0,0.0,8.0,13.0,4.0,5.0,3.0,2.0,59.0,2.0,75.0,3.0,23.0,0.0,6.0,0.0,1.0,8.0,0.0,4.0,5.0,1.0,14.0,4.0
2021-11-08,9.0,11.0,16.0,9.0,1.0,1.0,0.0,3.0,1.0,8.0,4.0,1.0,18.0,3.0,4.0,70.0,5.0,78.0,3.0,28.0,3.0,1.0,0.0,1.0,13.0,1.0,2.0,3.0,2.0,15.0,5.0
2021-11-12,11.0,16.0,36.0,8.0,7.0,3.0,1.0,7.0,3.0,5.0,25.0,2.0,25.0,3.0,5.0,162.0,1.0,148.0,5.0,29.0,3.0,5.0,14.0,1.0,9.0,-1.0,2.0,14.0,0.0,27.0,3.0
2021-11-15,12.0,17.0,14.0,3.0,3.0,2.0,0.0,0.0,5.0,1.0,8.0,0.0,3.0,2.0,7.0,196.0,0.0,165.0,8.0,34.0,0.0,7.0,11.0,4.0,6.0,1.0,3.0,5.0,7.0,17.0,20.0
2021-11-19,9.0,43.0,25.0,0.0,10.0,2.0,2.0,2.0,7.0,8.0,10.0,2.0,12.0,11.0,3.0,219.0,0.0,176.0,7.0,63.0,0.0,5.0,23.0,7.0,8.0,-1.0,6.0,13.0,5.0,20.0,3.0
2021-11-22,21.0,54.0,25.0,0.0,11.0,2.0,3.0,3.0,1.0,10.0,1.0,3.0,19.0,11.0,3.0,234.0,3.0,164.0,6.0,28.0,3.0,23.0,21.0,3.0,8.0,0.0,11.0,5.0,10.0,8.0,22.0
2021-11-26,21.0,69.0,37.0,3.0,3.0,2.0,3.0,4.0,5.0,17.0,4.0,3.0,13.0,8.0,11.0,334.0,1.0,305.0,26.0,43.0,2.0,23.0,50.0,2.0,12.0,5.0,15.0,14.0,16.0,27.0,-2.0
2021-11-29,18.0,51.0,19.0,0.0,7.0,1.0,0.0,10.0,2.0,5.0,0.0,2.0,12.0,5.0,5.0,283.0,0.0,190.0,18.0,34.0,4.0,11.0,20.0,2.0,13.0,11.0,3.0,12.0,14.0,28.0,10.0
2021-12-03,10.0,87.0,32.0,4.0,9.0,1.0,1.0,17.0,3.0,5.0,3.0,7.0,9.0,4.0,1.0,256.0,1.0,239.0,33.0,34.0,0.0,23.0,22.0,1.0,8.0,1.0,6.0,13.0,13.0,24.0,-35.0
2021-12-06,9.0,38.0,18.0,2.0,14.0,0.0,1.0,8.0,3.0,8.0,-1.0,2.0,11.0,9.0,4.0,227.0,1.0,231.0,19.0,30.0,0.0,21.0,11.0,1.0,13.0,1.0,4.0,5.0,22.0,22.0,29.0
2021-12-10,8.0,58.0,29.0,6.0,6.0,5.0,0.0,4.0,12.0,16.0,1.0,8.0,30.0,13.0,6.0,289.0,0.0,256.0,21.0,32.0,0.0,18.0,34.0,1.0,3.0,3.0,1.0,10.0,25.0,20.0,-25.0
2021-12-13,19.0,33.0,22.0,6.0,1.0,0.0,2.0,5.0,11.0,8.0,0.0,2.0,18.0,10.0,0.0,127.0,0.0,204.0,7.0,25.0,0.0,8.0,12.0,4.0,6.0,1.0,1.0,15.0,17.0,9.0,2.0
2021-12-17,14.0,28.0,19.0,3.0,4.0,3.0,0.0,2.0,11.0,9.0,0.0,2.0,25.0,6.0,3.0,103.0,0.0,212.0,3.0,32.0,0.0,15.0,10.0,0.0,7.0,0.0,1.0,6.0,19.0,11.0,-8.0
2021-12-20,19.0,33.0,19.0,3.0,10.0,4.0,0.0,5.0,8.0,9.0,0.0,3.0,17.0,9.0,0.0,89.0,1.0,139.0,6.0,23.0,0.0,10.0,8.0,0.0,13.0,3.0,2.0,9.0,6.0,13.0,-5.0
2021-12-24,7.0,31.0,20.0,3.0,6.0,1.0,0.0,4.0,11.0,11.0,1.0,4.0,11.0,2.0,3.0,82.0,0.0,144.0,2.0,32.0,1.0,8.0,6.0,0.0,12.0,0.0,2.0,11.0,7.0,9.0,18.0
2021-12-27,2.0,28.0,16.0,1.0,7.0,0.0,1.0,1.0,3.0,3.0,0.0,6.0,13.0,8.0,5.0,50.0,0.0,86.0,4.0,17.0,1.0,9.0,1.0,0.0,8.0,1.0,4.0,10.0,14.0,1.0,-8.0
2021-12-31,6.0,24.0,18.0,1.0,13.0,1.0,1.0,3.0,8.0,6.0,0.0,6.0,7.0,3.0,1.0,60.0,0.0,118.0,3.0,26.0,4.0,5.0,1.0,1.0,18.0,3.0,5.0,1.0,6.0,5.0,2.0
2022-01-03,10.0,10.0,7.0,0.0,10.0,1.0,0.0,10.0,11.0,3.0,0.0,4.0,7.0,0.0,2.0,37.0,0.0,83.0,2.0,15.0,1.0,6.0,0.0,0.0,10.0,1.0,4.0,3.0,6.0,4.0,0.0
2022-01-07,13.0,15.0,20.0,1.0,13.0,3.0,8.0,4.0,14.0,9.0,1.0,9.0,6.0,2.0,5.0,71.0,0.0,144.0,11.0,15.0,1.0,8.0,2.0,2.0,20.0,10.0,4.0,7.0,2.0,2.0,6.0
2022-01-10,9.0,24.0,14.0,0.0,14.0,3.0,1.0,8.0,17.0,15.0,1.0,7.0,16.0,2.0,12.0,76.0,1.0,80.0,3.0,24.0,1.0,1.0,2.0,2.0,13.0,7.0,6.0,11.0,6.0,4.0,0.0
2022-01-14,14.0,27.0,22.0,1.0,7.0,2.0,0.0,11.0,5.0,22.0,1.0,3.0,13.0,2.0,3.0,100.0,0.0,114.0,9.0,42.0,5.0,5.0,2.0,0.0,8.0,7.0,5.0,10.0,9.0,7.0,17.0
2022-01-17,38.0,22.0,39.0,0.0,8.0,2.0,1.0,4.0,21.0,21.0,1.0,7.0,18.0,2.0,1.0,135.0,0.0,99.0,10.0,29.0,7.0,5.0,11.0,0.0,14.0,6.0,5.0,4.0,8.0,1.0,38.0
2022-01-21,43.0,32.0,34.0,4.0,9.0,2.0,3.0,7.0,15.0,32.0,2.0,3.0,11.0,4.0,5.0,244.0,2.0,226.0,19.0,47.0,3.0,16.0,9.0,1.0,66.0,10.0,0.0,23.0,6.0,8.0,51.0
2022-01-24,46.0,29.0,100.0,14.0,22.0,1.0,3.0,14.0,11.0,48.0,7.0,5.0,8.0,22.0,19.0,324.0,2.0,294.0,14.0,66.0,2.0,10.0,28.0,1.0,101.0,11.0,10.0,15.0,14.0,21.0,129.0
2022-01-28,96.0,72.0,163.0,57.0,22.0,8.0,5.0,43.0,27.0,66.0,15.0,10.0,56.0,23.0,24.0,907.0,19.0,958.0,26.0,157.0,5.0,76.0,61.0,10.0,125.0,6.0,9.0,49.0,20.0,63.0,-252.0
2022-01-31,143.0,84.0,197.0,39.0,37.0,11.0,14.0,67.0,31.0,102.0,21.0,18.0,49.0,62.0,29.0,763.0,22.0,1232.0,33.0,177.0,12.0,36.0,62.0,9.0,234.0,16.0,12.0,42.0,30.0,51.0,0.0
2022-02-04,270.0,168.0,420.0,37.0,64.0,16.0,39.0,101.0,44.0,145.0,67.0,38.0,108.0,29.0,26.0,980.0,43.0,1903.0,38.0,368.0,18.0,64.0,66.0,12.0,215.0,34.0,43.0,74.0,23.0,86.0,-1.0
2022-02-07,272.0,198.0,313.0,26.0,93.0,14.0,19.0,101.0,73.0,162.0,40.0,61.0,147.0,68.0,61.0,970.0,23.0,2021.0,25.0,305.0,16.0,54.0,53.0,32.0,452.0,42.0,48.0,55.0,47.0,80.0,0.0
2022-02-11,321.0,248.0,618.0,38.0,79.0,23.0,54.0,202.0,57.0,200.0,58.0,65.0,183.0,125.0,94.0,1151.0,27.0,2356.0,24.0,404.0,38.0,91.0,105.0,50.0,221.0,52.0,68.0,63.0,67.0,98.0,1.0
2022-02-14,367.0,262.0,430.0,27.0,115.0,26.0,26.0,113.0,84.0,225.0,21.0,54.0,129.0,102.0,98.0,1566.0,21.0,2562.0,53.0,421.0,28.0,100.0,98.0,48.0,294.0,41.0,24.0,79.0,37.0,72.0,0.0
2022-02-18,359.0,302.0,630.0,28.0,130.0,45.0,34.0,172.0,84.0,322.0,45.0,50.0,174.0,109.0,70.0,1877.0,20.0,2810.0,84.0,389.0,60.0,178.0,90.0,52.0,409.0,72.0,64.0,177.0,63.0,134.0,1.0
2022-02-21,408.0,171.0,510.0,19.0,118.0,16.0,15.0,133.0,34.0,157.0,16.0,49.0,119.0,96.0,50.0,1032.0,12.0,2037.0,37.0,314.0,27.0,63.0,70.0,35.0,279.0,62.0,27.0,57.0,52.0,79.0,-12.0
2022-02-25,304.0,332.0,633.0,26.0,162.0,29.0,48.0,157.0,104.0,224.0,25.0,86.0,153.0,119.0,44.0,2191.0,7.0,2445.0,99.0,588.0,47.0,129.0,164.0,91.0,287.0,104.0,79.0,144.0,71.0,122.0,0.0
2022-02-28,280.0,194.0,392.0,10.0,145.0,22.0,23.0,86.0,84.0,178.0,13.0,19.0,95.0,95.0,55.0,1529.0,6.0,1548.0,86.0,239.0,14.0,232.0,149.0,41.0,169.0,56.0,40.0,139.0,30.0,99.0,0.0
2022-03-04,239.0,163.0,373.0,21.0,92.0,13.0,19.0,94.0,60.0,112.0,7.0,39.0,115.0,64.0,44.0,1873.0,12.0,1677.0,101.0,289.0,27.0,199.0,124.0,42.0,159.0,68.0,46.0,213.0,37.0,110.0,0.0
2022-03-07,161.0,94.0,197.0,15.0,56.0,6.0,10.0,34.0,24.0,99.0,11.0,20.0,61.0,37.0,55.0,768.0,3.0,892.0,45.0,132.0,14.0,109.0,52.0,28.0,75.0,32.0,31.0,100.0,9.0,56.0,0.0
2022-03-11,128.0,123.0,204.0,24.0,74.0,23.0,21.0,64.0,57.0,90.0,14.0,25.0,73.0,34.0,64.0,784.0,6.0,1036.0,51.0,228.0,33.0,80.0,100.0,18.0,99.0,42.0,37.0,102.0,11.0,69.0,-1.0
2022-03-14,72.0,113.0,156.0,16.0,38.0,5.0,9.0,32.0,34.0,86.0,0.0,25.0,68.0,31.0,38.0,487.0,11.0,732.0,25.0,155.0,12.0,63.0,51.0,14.0,30.0,20.0,24.0,97.0,18.0,58.0,1.0
2022-03-18,109.0,77.0,200.0,27.0,28.0,6.0,7.0,36.0,23.0,86.0,6.0,23.0,57.0,43.0,23.0,768.0,38.0,1037.0,38.0,178.0,20.0,71.0,40.0,22.0,46.0,28.0,40.0,65.0,17.0,63.0,-1.0
2022-03-21,42.0,52.0,119.0,5.0,26.0,1.0,4.0,14.0,27.0,64.0,5.0,4.0,24.0,26.0,24.0,452.0,10.0,603.0,35.0,86.0,6.0,55.0,17.0,22.0,47.0,10.0,13.0,24.0,11.0,46.0,0.0
2022-03-25,42.0,37.0,92.0,9.0,19.0,4.0,12.0,21.0,18.0,34.0,2.0,9.0,52.0,35.0,27.0,395.0,6.0,586.0,23.0,123.0,13.0,38.0,25.0,25.0,37.0,10.0,6.0,32.0,17.0,30.0,0.0
2022-03-28,18.0,17.0,56.0,6.0,8.0,6.0,3.0,7.0,11.0,29.0,5.0,1.0,17.0,20.0,9.0,188.0,3.0,286.0,7.0,39.0,5.0,33.0,1.0,7.0,15.0,8.0,3.0,8.0,7.0,22.0,1.0
2022-04-01,17.0,20.0,37.0,4.0,5.0,4.0,2.0,13.0,12.0,16.0,0.0,4.0,16.0,9.0,4.0,165.0,3.0,292.0,11.0,48.0,2.0,6.0,18.0,8.0,12.0,10.0,6.0,9.0,5.0,20.0,0.0
2022-04-04,12.0,19.0,23.0,5.0,3.0,3.0,1.0,2.0,4.0,14.0,0.0,4.0,6.0,5.0,7.0,76.0,1.0,175.0,6.0,35.0,1.0,10.0,15.0,4.0,6.0,4.0,1.0,4.0,0.0,21.0,1.0
2022-04-08,15.0,10.0,9.0,2.0,5.0,4.0,2.0,5.0,3.0,16.0,4.0,3.0,10.0,10.0,5.0,246.0,3.0,155.0,13.0,28.0,3.0,19.0,17.0,2.0,9.0,2.0,1.0,20.0,4.0,21.0,0.0
2022-04-11,1.0,11.0,6.0,10.0,3.0,0.0,2.0,4.0,1.0,1.0,3.0,1.0,5.0,6.0,5.0,321.0,3.0,112.0,25.0,10.0,2.0,28.0,25.0,1.0,4.0,1.0,5.0,21.0,6.0,17.0,1.0
2022-04-15,6.0,3.0,7.0,1.0,5.0,0.0,1.0,8.0,2.0,7.0,3.0,3.0,7.0,10.0,4.0,684.0,8.0,103.0,37.0,24.0,0.0,60.0,41.0,0.0,3.0,4.0,7.0,44.0,22.0,51.0,0.0
2022-04-18,1.0,5.0,10.0,1.0,2.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,78.0,0.0,32.0,3.0,19.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,0.0
2022-04-22,6.0,5.0,7.0,0.0,2.0,1.0,0.0,4.0,1.0,7.0,1.0,0.0,5.0,2.0,1.0,211.0,19.0,50.0,11.0,13.0,0.0,14.0,9.0,3.0,4.0,0.0,3.0,10.0,7.0,14.0,0.0
2022-04-25,1.0,2.0,8.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,48.0,0.0,39.0,2.0,7.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0
2022-04-29,1.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,-1.0,9.0,1.0,2.0,1.0,0.0,1.0,30.0,1.0,32.0,5.0,17.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0
