,Ancud,Calbuco,Castro,Chaiten,Chonchi,Cochamo,Curaco de Velez,Dalcahue,Fresia,Frutillar,Futaleufu,Hualaihue,Llanquihue,Los Muermos,Maullin,Osorno,Palena,Puerto Montt,Puerto Octay,Puerto Varas,Puqueldon,Purranque,Puyehue,Queilen,Quellon,Quemchi,Quinchao,Rio Negro,San Juan de la Costa,San Pablo,Desconocido Los Lagos
2022-05-02,2.0,3.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,9.0,2.0,0.0,1.0,0.0,0.0,18.0,-1.0,25.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0
2022-05-06,0.0,1.0,5.0,0.0,-1.0,1.0,0.0,2.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,111.0,0.0,44.0,0.0,12.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,6.0,0.0
2022-05-09,3.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,-1.0,1.0,10.0,2.0,44.0,1.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.0,0.0
2022-05-13,5.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,52.0,4.0,11.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0
2022-05-16,-1.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,8.0,2.0,43.0,6.0,19.0,2.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2022-05-20,3.0,6.0,8.0,0.0,1.0,1.0,0.0,-1.0,6.0,8.0,0.0,1.0,0.0,-1.0,0.0,33.0,2.0,70.0,5.0,18.0,1.0,1.0,2.0,0.0,4.0,2.0,2.0,3.0,1.0,-1.0,0.0
2022-05-23,5.0,5.0,4.0,1.0,0.0,-1.0,1.0,5.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,29.0,0.0,76.0,2.0,11.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
2022-05-27,6.0,10.0,4.0,3.0,2.0,1.0,-1.0,2.0,0.0,8.0,0.0,1.0,2.0,0.0,1.0,57.0,0.0,87.0,3.0,32.0,0.0,1.0,1.0,0.0,4.0,5.0,1.0,3.0,9.0,14.0,3.0
2022-05-30,4.0,0.0,15.0,2.0,0.0,1.0,1.0,5.0,1.0,3.0,0.0,2.0,3.0,8.0,1.0,79.0,2.0,86.0,3.0,19.0,0.0,0.0,5.0,0.0,4.0,1.0,2.0,4.0,5.0,1.0,1.0
2022-06-03,21.0,3.0,23.0,2.0,6.0,4.0,1.0,3.0,0.0,12.0,0.0,3.0,3.0,2.0,0.0,62.0,0.0,168.0,0.0,27.0,1.0,1.0,2.0,1.0,16.0,2.0,0.0,8.0,0.0,2.0,1.0
2022-06-06,5.0,5.0,12.0,2.0,8.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,4.0,50.0,0.0,146.0,7.0,31.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,3.0,1.0,3.0,-1.0
2022-06-10,7.0,8.0,36.0,0.0,4.0,5.0,1.0,2.0,3.0,7.0,1.0,10.0,3.0,9.0,3.0,83.0,0.0,274.0,4.0,63.0,10.0,3.0,3.0,3.0,18.0,0.0,0.0,15.0,4.0,0.0,1.0
2022-06-13,12.0,6.0,28.0,1.0,4.0,3.0,0.0,1.0,6.0,3.0,0.0,0.0,11.0,2.0,-1.0,42.0,0.0,226.0,2.0,48.0,0.0,1.0,1.0,0.0,8.0,0.0,2.0,2.0,1.0,3.0,1.0
2022-06-17,9.0,14.0,28.0,7.0,6.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,9.0,8.0,1.0,71.0,3.0,329.0,6.0,62.0,4.0,1.0,-2.0,2.0,4.0,3.0,1.0,5.0,2.0,8.0,2.0
2022-06-20,11.0,13.0,18.0,4.0,0.0,11.0,1.0,3.0,4.0,23.0,1.0,0.0,14.0,-1.0,2.0,78.0,6.0,261.0,4.0,56.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0
2022-06-24,8.0,9.0,33.0,3.0,2.0,6.0,1.0,3.0,2.0,24.0,0.0,1.0,6.0,2.0,-1.0,119.0,3.0,266.0,1.0,75.0,1.0,5.0,2.0,0.0,5.0,5.0,1.0,7.0,0.0,2.0,0.0
2022-06-27,16.0,16.0,51.0,9.0,3.0,2.0,1.0,1.0,3.0,30.0,0.0,2.0,11.0,3.0,4.0,116.0,2.0,313.0,3.0,83.0,1.0,4.0,3.0,6.0,4.0,5.0,4.0,8.0,3.0,1.0,0.0
2022-07-01,24.0,25.0,67.0,3.0,10.0,6.0,2.0,11.0,8.0,24.0,0.0,19.0,15.0,4.0,2.0,121.0,1.0,297.0,6.0,86.0,6.0,7.0,5.0,2.0,15.0,7.0,13.0,17.0,3.0,3.0,2.0
2022-07-04,40.0,16.0,60.0,3.0,7.0,2.0,4.0,3.0,15.0,24.0,0.0,6.0,15.0,0.0,1.0,142.0,2.0,274.0,9.0,58.0,1.0,17.0,5.0,1.0,14.0,2.0,8.0,13.0,2.0,-1.0,1.0
2022-07-08,51.0,13.0,76.0,12.0,1.0,5.0,7.0,15.0,8.0,31.0,3.0,11.0,12.0,13.0,6.0,210.0,2.0,376.0,10.0,93.0,6.0,21.0,5.0,24.0,19.0,7.0,18.0,23.0,4.0,3.0,1.0
2022-07-11,44.0,18.0,70.0,8.0,9.0,1.0,6.0,13.0,6.0,23.0,-1.0,2.0,5.0,8.0,5.0,172.0,1.0,329.0,1.0,49.0,3.0,11.0,7.0,5.0,15.0,2.0,11.0,19.0,5.0,6.0,2.0
2022-07-15,44.0,27.0,82.0,11.0,15.0,5.0,7.0,9.0,7.0,30.0,2.0,5.0,10.0,5.0,10.0,221.0,0.0,348.0,8.0,68.0,14.0,12.0,8.0,7.0,20.0,1.0,14.0,22.0,9.0,6.0,2.0
2022-07-18,26.0,12.0,41.0,8.0,5.0,6.0,3.0,4.0,2.0,22.0,0.0,0.0,14.0,9.0,2.0,167.0,1.0,186.0,11.0,43.0,1.0,12.0,4.0,9.0,12.0,2.0,5.0,14.0,9.0,3.0,0.0
2022-07-22,46.0,27.0,53.0,6.0,6.0,3.0,12.0,6.0,4.0,34.0,1.0,0.0,15.0,7.0,6.0,200.0,4.0,246.0,8.0,83.0,1.0,12.0,16.0,5.0,26.0,3.0,24.0,19.0,5.0,9.0,1.0
2022-07-25,30.0,15.0,34.0,1.0,4.0,0.0,5.0,10.0,6.0,11.0,1.0,1.0,20.0,5.0,7.0,156.0,2.0,234.0,9.0,49.0,2.0,30.0,11.0,2.0,24.0,5.0,2.0,11.0,5.0,3.0,0.0
2022-07-29,55.0,26.0,76.0,7.0,8.0,4.0,10.0,18.0,4.0,41.0,6.0,2.0,25.0,9.0,10.0,256.0,2.0,349.0,16.0,72.0,8.0,27.0,4.0,7.0,32.0,8.0,19.0,28.0,9.0,14.0,1.0
2022-08-01,29.0,15.0,76.0,0.0,5.0,4.0,4.0,18.0,6.0,11.0,2.0,0.0,15.0,4.0,9.0,168.0,0.0,281.0,13.0,64.0,3.0,17.0,14.0,7.0,17.0,5.0,7.0,18.0,18.0,9.0,2.0
2022-08-05,90.0,50.0,136.0,2.0,15.0,8.0,6.0,26.0,12.0,34.0,1.0,0.0,21.0,12.0,14.0,305.0,6.0,378.0,16.0,130.0,5.0,53.0,17.0,20.0,56.0,13.0,13.0,33.0,20.0,28.0,0.0
2022-08-08,61.0,39.0,87.0,5.0,13.0,1.0,4.0,12.0,11.0,29.0,7.0,1.0,12.0,12.0,5.0,358.0,1.0,339.0,19.0,67.0,0.0,45.0,13.0,13.0,52.0,7.0,6.0,39.0,8.0,18.0,0.0
2022-08-12,110.0,69.0,117.0,11.0,38.0,7.0,9.0,22.0,13.0,52.0,12.0,9.0,25.0,19.0,23.0,509.0,1.0,514.0,55.0,121.0,3.0,62.0,23.0,12.0,121.0,16.0,25.0,65.0,18.0,29.0,0.0
2022-08-15,76.0,49.0,97.0,6.0,14.0,3.0,7.0,14.0,11.0,44.0,7.0,1.0,21.0,25.0,16.0,370.0,6.0,348.0,34.0,65.0,1.0,71.0,31.0,11.0,76.0,6.0,13.0,56.0,24.0,37.0,1.0
2022-08-19,109.0,42.0,83.0,4.0,13.0,3.0,7.0,14.0,7.0,34.0,11.0,5.0,10.0,22.0,17.0,393.0,2.0,369.0,28.0,63.0,2.0,57.0,38.0,13.0,64.0,13.0,10.0,51.0,20.0,30.0,0.0
2022-08-22,76.0,39.0,86.0,2.0,15.0,2.0,8.0,8.0,12.0,42.0,12.0,3.0,16.0,22.0,16.0,392.0,1.0,338.0,27.0,67.0,3.0,42.0,40.0,9.0,47.0,8.0,5.0,43.0,9.0,27.0,0.0
2022-08-26,77.0,33.0,77.0,2.0,7.0,2.0,5.0,5.0,11.0,42.0,19.0,6.0,20.0,22.0,8.0,373.0,4.0,285.0,33.0,66.0,9.0,45.0,31.0,12.0,49.0,11.0,6.0,50.0,15.0,15.0,0.0
2022-08-29,56.0,27.0,57.0,2.0,8.0,-1.0,1.0,7.0,6.0,22.0,5.0,1.0,11.0,9.0,2.0,228.0,3.0,186.0,15.0,38.0,9.0,49.0,27.0,1.0,20.0,7.0,1.0,25.0,10.0,14.0,0.0
2022-09-02,44.0,20.0,43.0,2.0,10.0,7.0,2.0,1.0,11.0,36.0,27.0,3.0,15.0,12.0,8.0,259.0,2.0,202.0,12.0,34.0,1.0,27.0,13.0,9.0,27.0,5.0,2.0,28.0,9.0,15.0,0.0
2022-09-05,21.0,10.0,24.0,1.0,3.0,4.0,2.0,6.0,2.0,12.0,3.0,0.0,9.0,9.0,6.0,174.0,2.0,164.0,13.0,17.0,2.0,17.0,15.0,3.0,20.0,5.0,1.0,25.0,1.0,14.0,-1.0
2022-09-09,38.0,13.0,18.0,2.0,7.0,4.0,4.0,4.0,7.0,18.0,4.0,9.0,9.0,10.0,8.0,228.0,3.0,172.0,16.0,38.0,1.0,23.0,16.0,8.0,15.0,3.0,10.0,17.0,3.0,20.0,0.0
2022-09-12,14.0,7.0,10.0,1.0,2.0,7.0,0.0,1.0,5.0,8.0,4.0,0.0,9.0,2.0,1.0,147.0,3.0,98.0,24.0,14.0,1.0,6.0,15.0,0.0,9.0,0.0,3.0,9.0,9.0,17.0,0.0
2022-09-19,22.0,15.0,37.0,0.0,1.0,12.0,2.0,4.0,7.0,12.0,5.0,2.0,12.0,4.0,21.0,196.0,4.0,145.0,20.0,22.0,4.0,13.0,13.0,5.0,25.0,4.0,5.0,13.0,8.0,15.0,0.0
2022-09-23,8.0,4.0,4.0,4.0,1.0,1.0,0.0,2.0,0.0,4.0,10.0,3.0,6.0,2.0,5.0,93.0,5.0,67.0,1.0,17.0,1.0,2.0,1.0,2.0,8.0,0.0,2.0,4.0,3.0,4.0,0.0
2022-09-26,4.0,5.0,3.0,1.0,0.0,2.0,0.0,1.0,3.0,8.0,6.0,0.0,3.0,0.0,17.0,120.0,5.0,49.0,8.0,9.0,0.0,15.0,9.0,0.0,4.0,1.0,0.0,7.0,2.0,9.0,0.0
2022-10-03,9.0,12.0,28.0,5.0,3.0,1.0,0.0,3.0,3.0,12.0,30.0,6.0,12.0,11.0,11.0,181.0,42.0,106.0,4.0,36.0,3.0,7.0,25.0,7.0,3.0,1.0,2.0,23.0,3.0,11.0,0.0
2022-10-10,14.0,10.0,13.0,6.0,3.0,1.0,0.0,1.0,3.0,6.0,24.0,5.0,6.0,6.0,9.0,158.0,18.0,105.0,6.0,28.0,2.0,3.0,10.0,1.0,2.0,4.0,1.0,21.0,1.0,13.0,0.0
2022-10-14,9.0,7.0,10.0,3.0,1.0,0.0,0.0,1.0,2.0,3.0,26.0,3.0,2.0,0.0,1.0,110.0,11.0,77.0,1.0,13.0,0.0,2.0,3.0,0.0,2.0,5.0,0.0,11.0,2.0,6.0,0.0
2022-10-17,11.0,1.0,9.0,7.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,0.0,5.0,2.0,1.0,106.0,3.0,80.0,0.0,13.0,0.0,3.0,3.0,0.0,6.0,1.0,0.0,9.0,0.0,7.0,0.0
2022-10-21,34.0,7.0,14.0,2.0,0.0,2.0,3.0,2.0,1.0,6.0,4.0,2.0,7.0,6.0,5.0,120.0,0.0,185.0,4.0,48.0,0.0,9.0,7.0,1.0,3.0,10.0,4.0,13.0,7.0,10.0,0.0
2022-10-24,17.0,6.0,38.0,0.0,5.0,0.0,1.0,1.0,0.0,10.0,4.0,2.0,2.0,-2.0,3.0,114.0,1.0,117.0,2.0,19.0,0.0,5.0,4.0,0.0,7.0,0.0,0.0,14.0,5.0,6.0,0.0
2022-10-28,25.0,12.0,42.0,8.0,2.0,1.0,0.0,5.0,1.0,9.0,3.0,6.0,7.0,11.0,5.0,171.0,1.0,190.0,4.0,30.0,0.0,8.0,6.0,1.0,10.0,4.0,0.0,20.0,3.0,10.0,0.0
2022-10-31,23.0,6.0,17.0,1.0,3.0,0.0,3.0,0.0,1.0,13.0,1.0,2.0,8.0,5.0,2.0,113.0,0.0,116.0,4.0,18.0,0.0,15.0,4.0,0.0,8.0,6.0,2.0,16.0,1.0,7.0,0.0
2022-11-04,18.0,4.0,16.0,1.0,4.0,3.0,1.0,1.0,0.0,12.0,1.0,0.0,7.0,1.0,1.0,96.0,1.0,112.0,2.0,19.0,2.0,5.0,4.0,2.0,20.0,4.0,3.0,9.0,4.0,3.0,0.0
2022-11-07,20.0,6.0,23.0,2.0,2.0,1.0,5.0,6.0,4.0,15.0,1.0,1.0,10.0,7.0,2.0,137.0,1.0,199.0,4.0,29.0,1.0,13.0,10.0,2.0,26.0,0.0,7.0,20.0,0.0,2.0,0.0
2022-11-11,34.0,14.0,50.0,2.0,9.0,3.0,5.0,7.0,6.0,9.0,3.0,0.0,10.0,8.0,3.0,206.0,2.0,251.0,2.0,40.0,1.0,27.0,6.0,4.0,34.0,1.0,4.0,24.0,5.0,13.0,0.0
2022-11-14,14.0,11.0,28.0,4.0,2.0,1.0,2.0,2.0,4.0,13.0,1.0,3.0,6.0,2.0,3.0,110.0,0.0,123.0,5.0,23.0,-1.0,23.0,11.0,0.0,20.0,4.0,5.0,8.0,4.0,9.0,0.0
2022-11-18,40.0,25.0,46.0,8.0,9.0,4.0,0.0,8.0,7.0,16.0,1.0,2.0,12.0,10.0,9.0,201.0,0.0,255.0,12.0,27.0,0.0,16.0,8.0,1.0,20.0,2.0,6.0,12.0,7.0,8.0,0.0
2022-11-21,25.0,22.0,29.0,3.0,3.0,3.0,2.0,8.0,2.0,9.0,1.0,3.0,7.0,2.0,5.0,129.0,1.0,134.0,8.0,19.0,1.0,24.0,3.0,0.0,24.0,2.0,3.0,6.0,3.0,1.0,0.0
2022-11-25,27.0,32.0,46.0,3.0,10.0,8.0,5.0,4.0,5.0,12.0,2.0,0.0,19.0,6.0,-2.0,161.0,7.0,284.0,12.0,24.0,5.0,14.0,10.0,2.0,30.0,5.0,5.0,12.0,7.0,6.0,0.0
2022-11-28,13.0,37.0,26.0,4.0,6.0,1.0,5.0,5.0,6.0,9.0,0.0,5.0,10.0,5.0,1.0,99.0,2.0,131.0,4.0,15.0,2.0,21.0,11.0,1.0,22.0,2.0,2.0,8.0,0.0,6.0,0.0
2022-12-02,19.0,27.0,36.0,6.0,9.0,8.0,3.0,2.0,4.0,12.0,0.0,2.0,15.0,8.0,7.0,203.0,5.0,202.0,12.0,17.0,7.0,20.0,4.0,6.0,28.0,8.0,3.0,10.0,6.0,5.0,0.0
2022-12-05,6.0,18.0,24.0,6.0,3.0,7.0,1.0,3.0,3.0,12.0,0.0,2.0,10.0,1.0,-1.0,122.0,0.0,118.0,4.0,12.0,1.0,11.0,6.0,4.0,15.0,0.0,0.0,12.0,6.0,3.0,0.0
2022-12-09,0.0,23.0,44.0,9.0,7.0,8.0,7.0,7.0,4.0,7.0,0.0,4.0,5.0,19.0,6.0,200.0,4.0,174.0,2.0,24.0,9.0,28.0,19.0,3.0,23.0,6.0,5.0,17.0,3.0,10.0,0.0
2022-12-12,9.0,10.0,9.0,4.0,1.0,1.0,1.0,1.0,6.0,5.0,0.0,0.0,4.0,1.0,0.0,86.0,0.0,96.0,5.0,5.0,3.0,12.0,18.0,3.0,5.0,2.0,1.0,9.0,4.0,12.0,0.0
2022-12-16,24.0,16.0,32.0,3.0,5.0,6.0,1.0,3.0,9.0,8.0,1.0,1.0,4.0,2.0,2.0,164.0,1.0,165.0,6.0,25.0,8.0,13.0,17.0,5.0,24.0,7.0,4.0,16.0,8.0,10.0,0.0
2022-12-19,9.0,12.0,18.0,1.0,1.0,1.0,0.0,1.0,5.0,6.0,1.0,1.0,4.0,1.0,5.0,106.0,0.0,103.0,10.0,8.0,2.0,9.0,13.0,4.0,18.0,1.0,2.0,8.0,8.0,9.0,0.0
2022-12-23,24.0,10.0,33.0,6.0,9.0,5.0,0.0,5.0,9.0,7.0,2.0,3.0,8.0,9.0,2.0,161.0,1.0,170.0,11.0,5.0,5.0,10.0,22.0,4.0,15.0,1.0,3.0,9.0,6.0,10.0,0.0
2022-12-26,17.0,5.0,19.0,2.0,4.0,0.0,0.0,2.0,3.0,7.0,1.0,2.0,3.0,5.0,2.0,105.0,2.0,91.0,5.0,8.0,0.0,13.0,13.0,3.0,3.0,1.0,1.0,14.0,7.0,6.0,0.0
2022-12-30,39.0,16.0,34.0,8.0,4.0,1.0,0.0,8.0,9.0,16.0,1.0,3.0,8.0,8.0,6.0,210.0,1.0,192.0,10.0,21.0,1.0,16.0,18.0,3.0,20.0,4.0,1.0,14.0,6.0,15.0,0.0
2023-01-05,35.0,16.0,23.0,7.0,5.0,1.0,1.0,3.0,1.0,12.0,12.0,3.0,8.0,5.0,5.0,144.0,0.0,122.0,4.0,9.0,2.0,16.0,13.0,3.0,12.0,2.0,7.0,13.0,8.0,7.0,0.0
2023-01-09,14.0,5.0,11.0,1.0,-1.0,1.0,1.0,2.0,2.0,4.0,9.0,0.0,4.0,2.0,0.0,93.0,2.0,65.0,2.0,2.0,0.0,16.0,4.0,3.0,3.0,1.0,1.0,3.0,9.0,4.0,0.0
