,Angol,Carahue,Cholchol,Collipulli,Cunco,Curacautin,Curarrehue,Ercilla,Freire,Galvarino,Gorbea,Lautaro,Loncoche,Lonquimay,Los Sauces,Lumaco,Melipeuco,Nueva Imperial,Padre Las Casas,Perquenco,Pitrufquen,Pucon,Puren,Renaico,Saavedra,Temuco,Teodoro Schmidt,Tolten,Traiguen,Victoria,Vilcun,Villarrica,Desconocido Araucania
2020-04-01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,71.0,4.0,0.0,0.0,2.0,1.0,4.0,0.0
2020-04-03,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,11.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,-4.0,4.0,0.0,4.0,6.0,2.0,0.0
2020-04-06,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,4.0,4.0,0.0,0.0,0.0,72.0,0.0,1.0,0.0,1.0,7.0,5.0,0.0
2020-04-08,8.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,42.0,0.0,2.0,0.0,3.0,2.0,4.0,0.0
2020-04-10,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,4.0,12.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,0.0,2.0,2.0,1.0,28.0,1.0,0.0,2.0,0.0,4.0,3.0,0.0
2020-04-15,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,2.0,1.0,0.0,0.0,-1.0,35.0,0.0,-1.0,0.0,-2.0,3.0,1.0,0.0
2020-04-17,2.0,2.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,-1.0,4.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0
2020-04-20,13.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,2.0,2.0,1.0,0.0,1.0,7.0,58.0,0.0,0.0,1.0,15.0,8.0,1.0,0.0
2020-04-24,24.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,7.0,0.0,0.0,1.0,0.0,1.0,7.0,39.0,1.0,0.0,0.0,27.0,2.0,1.0,0.0
2020-04-27,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,8.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2020-05-01,26.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,0.0,3.0,11.0,-1.0,1.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,-1.0,12.0,5.0,1.0,0.0
2020-05-04,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2020-05-08,2.0,1.0,-2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,2.0,5.0,0.0,1.0,0.0,-6.0,1.0,0.0,-2.0,2.0,2.0,7.0,9.0,28.0,-1.0,2.0,0.0,7.0,3.0,1.0,0.0
2020-05-11,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,23.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2020-05-15,4.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2.0,0.0,9.0,0.0,0.0,0.0,8.0,14.0,0.0,0.0,1.0,0.0,2.0,15.0,18.0,0.0,0.0,1.0,2.0,8.0,-1.0,0.0
2020-05-18,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,2.0,7.0,30.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0
2020-05-22,3.0,3.0,1.0,5.0,13.0,0.0,0.0,0.0,3.0,-1.0,2.0,1.0,1.0,24.0,0.0,1.0,0.0,0.0,8.0,0.0,5.0,1.0,0.0,3.0,6.0,11.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0
2020-05-25,11.0,6.0,0.0,8.0,6.0,0.0,0.0,0.0,11.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,3.0,1.0,8.0,0.0,8.0,5.0,0.0,2.0,2.0,19.0,-1.0,6.0,1.0,3.0,7.0,1.0,0.0
2020-05-29,11.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,17.0,4.0,1.0,5.0,14.0,1.0,1.0,0.0,2.0,1.0,8.0,0.0,8.0,3.0,1.0,1.0,2.0,12.0,2.0,1.0,0.0,6.0,13.0,2.0,0.0
2020-06-01,8.0,3.0,1.0,3.0,0.0,1.0,0.0,5.0,9.0,9.0,1.0,12.0,6.0,0.0,0.0,3.0,0.0,1.0,11.0,0.0,6.0,9.0,1.0,3.0,3.0,6.0,2.0,1.0,0.0,3.0,8.0,6.0,0.0
2020-06-05,15.0,10.0,9.0,1.0,2.0,0.0,0.0,0.0,7.0,30.0,0.0,11.0,5.0,1.0,2.0,3.0,3.0,1.0,9.0,6.0,11.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,20.0,1.0,2.0,0.0
2020-06-08,13.0,6.0,6.0,4.0,8.0,0.0,0.0,0.0,8.0,14.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,8.0,2.0,0.0,5.0,2.0,0.0,1.0,4.0,11.0,0.0,0.0,4.0,7.0,4.0,2.0,0.0
2020-06-12,41.0,-1.0,2.0,4.0,6.0,2.0,0.0,0.0,9.0,26.0,5.0,5.0,3.0,2.0,1.0,0.0,0.0,16.0,1.0,4.0,5.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,14.0,4.0,6.0,0.0
2020-06-15,36.0,1.0,0.0,3.0,4.0,8.0,0.0,2.0,5.0,10.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,2.0,5.0,0.0,3.0,3.0,14.0,1.0,0.0,6.0,19.0,2.0,8.0,0.0
2020-06-19,30.0,1.0,1.0,4.0,0.0,5.0,0.0,2.0,9.0,16.0,5.0,6.0,17.0,3.0,1.0,13.0,0.0,11.0,8.0,1.0,4.0,9.0,5.0,3.0,4.0,26.0,13.0,1.0,8.0,12.0,3.0,9.0,14.0
2020-06-23,39.0,10.0,1.0,8.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,3.0,4.0,3.0,1.0,3.0,0.0,9.0,5.0,7.0,7.0,4.0,5.0,6.0,1.0,29.0,10.0,0.0,3.0,-5.0,1.0,13.0,-7.0
2020-06-28,18.0,2.0,-1.0,4.0,5.0,0.0,0.0,-1.0,-1.0,2.0,-2.0,11.0,0.0,-1.0,0.0,11.0,0.0,3.0,-1.0,3.0,11.0,-1.0,2.0,16.0,-2.0,25.0,-1.0,-1.0,5.0,1.0,10.0,19.0,1.0
2020-07-01,11.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,-1.0,7.0,0.0,1.0,-3.0,0.0,5.0,3.0,9.0,6.0,1.0,2.0,6.0,0.0,17.0,1.0,0.0,2.0,0.0,8.0,7.0,0.0
2020-07-05,21.0,0.0,-1.0,5.0,0.0,2.0,0.0,0.0,-1.0,11.0,0.0,4.0,4.0,-1.0,8.0,2.0,1.0,7.0,5.0,4.0,-6.0,-2.0,1.0,-11.0,-2.0,25.0,-5.0,0.0,1.0,10.0,-6.0,1.0,1.0
2020-07-10,27.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,3.0,1.0,-1.0,1.0,0.0,3.0,-1.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,1.0,2.0,2.0,1.0,2.0,0.0,-1.0
2020-07-13,10.0,1.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,19.0,1.0,0.0,0.0,2.0,5.0,2.0,1.0
2020-07-17,15.0,2.0,1.0,0.0,10.0,5.0,0.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,6.0,4.0,1.0,0.0,28.0,0.0,-1.0,0.0,3.0,1.0,3.0,-8.0
2020-07-20,4.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,0.0,-1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0
2020-07-24,14.0,1.0,4.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,15.0,-1.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,2.0,9.0,7.0,-1.0,2.0
2020-07-27,13.0,6.0,0.0,1.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0,29.0,0.0,0.0,2.0,7.0,7.0,2.0,-1.0
2020-07-31,22.0,9.0,2.0,1.0,2.0,2.0,0.0,13.0,2.0,0.0,1.0,10.0,0.0,0.0,14.0,0.0,0.0,2.0,6.0,-1.0,1.0,6.0,4.0,4.0,0.0,32.0,0.0,1.0,4.0,7.0,5.0,2.0,-1.0
2020-08-03,9.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,-1.0,2.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,41.0,0.0,0.0,1.0,2.0,3.0,-1.0,0.0
2020-08-07,13.0,13.0,0.0,12.0,2.0,0.0,0.0,3.0,3.0,-1.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,5.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0
2020-08-10,20.0,2.0,0.0,21.0,3.0,0.0,0.0,3.0,-1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,2.0,1.0,6.0,2.0,-1.0
2020-08-14,9.0,1.0,1.0,27.0,9.0,1.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,11.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,3.0,3.0,15.0,0.0,0.0
2020-08-17,17.0,9.0,0.0,27.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0
2020-08-21,0.0,10.0,0.0,12.0,16.0,5.0,0.0,20.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,7.0,-1.0,4.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,16.0,11.0,0.0,3.0
2020-08-24,11.0,2.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,0.0,-1.0,18.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
2020-08-28,15.0,7.0,1.0,20.0,4.0,2.0,1.0,3.0,3.0,0.0,1.0,10.0,-1.0,1.0,0.0,0.0,4.0,2.0,-1.0,10.0,6.0,1.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,11.0,7.0,0.0,-4.0
2020-08-31,6.0,1.0,0.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,12.0,4.0,7.0,11.0,2.0,0.0,1.0,2.0,26.0,0.0,0.0,1.0,4.0,3.0,0.0,0.0
2020-09-04,23.0,6.0,4.0,53.0,1.0,0.0,1.0,7.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,3.0,7.0,9.0,4.0,2.0,0.0,10.0,10.0,44.0,2.0,0.0,0.0,5.0,4.0,3.0,2.0
2020-09-07,17.0,8.0,-3.0,20.0,0.0,0.0,0.0,14.0,1.0,0.0,-1.0,4.0,6.0,0.0,0.0,0.0,3.0,2.0,18.0,0.0,2.0,1.0,1.0,4.0,0.0,41.0,0.0,0.0,0.0,4.0,1.0,2.0,-1.0
2020-09-11,17.0,27.0,0.0,23.0,5.0,0.0,3.0,10.0,2.0,1.0,1.0,3.0,12.0,7.0,0.0,0.0,9.0,7.0,21.0,5.0,1.0,0.0,2.0,4.0,5.0,57.0,15.0,0.0,0.0,2.0,4.0,21.0,5.0
2020-09-14,24.0,15.0,3.0,16.0,-1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.0,16.0,3.0,1.0,-1.0,22.0,21.0,3.0,0.0,0.0,-1.0,2.0,0.0,55.0,6.0,5.0,1.0,6.0,1.0,12.0,-3.0
2020-09-18,21.0,15.0,2.0,14.0,0.0,0.0,0.0,20.0,0.0,12.0,0.0,5.0,7.0,15.0,0.0,1.0,4.0,14.0,15.0,5.0,-1.0,0.0,0.0,3.0,0.0,80.0,24.0,10.0,0.0,6.0,6.0,27.0,-1.0
2020-09-21,11.0,9.0,5.0,11.0,2.0,0.0,0.0,23.0,1.0,5.0,3.0,5.0,9.0,13.0,0.0,9.0,0.0,5.0,14.0,0.0,3.0,-1.0,1.0,4.0,-4.0,55.0,34.0,-4.0,1.0,6.0,2.0,13.0,0.0
2020-09-25,25.0,20.0,9.0,0.0,12.0,1.0,0.0,37.0,6.0,4.0,3.0,27.0,41.0,4.0,2.0,3.0,1.0,11.0,27.0,3.0,13.0,2.0,1.0,6.0,10.0,139.0,18.0,3.0,1.0,7.0,2.0,30.0,1.0
2020-09-28,27.0,28.0,4.0,6.0,3.0,2.0,0.0,17.0,3.0,3.0,8.0,13.0,19.0,13.0,1.0,3.0,0.0,6.0,11.0,0.0,1.0,1.0,0.0,14.0,6.0,108.0,26.0,0.0,0.0,9.0,3.0,19.0,0.0
2020-10-02,23.0,60.0,5.0,4.0,15.0,1.0,0.0,24.0,1.0,5.0,4.0,13.0,29.0,12.0,2.0,10.0,0.0,10.0,23.0,1.0,6.0,0.0,4.0,7.0,20.0,140.0,32.0,2.0,8.0,10.0,2.0,36.0,2.0
2020-10-05,10.0,46.0,3.0,9.0,0.0,1.0,1.0,17.0,2.0,5.0,3.0,21.0,16.0,6.0,0.0,2.0,2.0,7.0,20.0,1.0,3.0,13.0,0.0,5.0,15.0,151.0,17.0,1.0,3.0,19.0,16.0,54.0,-2.0
2020-10-09,28.0,34.0,6.0,21.0,2.0,1.0,0.0,5.0,15.0,30.0,14.0,24.0,27.0,6.0,6.0,2.0,0.0,15.0,51.0,10.0,16.0,23.0,1.0,13.0,23.0,178.0,8.0,1.0,9.0,8.0,13.0,80.0,1.0
2020-10-12,31.0,39.0,8.0,16.0,5.0,0.0,1.0,11.0,13.0,19.0,0.0,12.0,1.0,4.0,6.0,0.0,2.0,14.0,42.0,5.0,4.0,1.0,0.0,8.0,6.0,142.0,10.0,1.0,3.0,9.0,13.0,24.0,0.0
2020-10-16,28.0,35.0,4.0,10.0,17.0,1.0,0.0,0.0,13.0,32.0,5.0,21.0,4.0,7.0,1.0,4.0,0.0,18.0,48.0,21.0,12.0,17.0,1.0,28.0,9.0,172.0,0.0,3.0,2.0,8.0,14.0,66.0,0.0
2020-10-19,26.0,18.0,4.0,5.0,14.0,0.0,0.0,2.0,18.0,23.0,5.0,13.0,16.0,0.0,0.0,0.0,0.0,8.0,55.0,2.0,3.0,16.0,0.0,5.0,15.0,202.0,4.0,1.0,6.0,12.0,7.0,34.0,2.0
2020-10-24,22.0,27.0,11.0,11.0,4.0,5.0,0.0,6.0,33.0,52.0,3.0,20.0,6.0,1.0,0.0,5.0,1.0,25.0,97.0,3.0,16.0,30.0,2.0,14.0,21.0,324.0,5.0,3.0,8.0,25.0,22.0,85.0,-2.0
2020-10-26,2.0,12.0,2.0,3.0,9.0,0.0,0.0,0.0,18.0,10.0,15.0,16.0,0.0,0.0,1.0,1.0,1.0,14.0,35.0,5.0,17.0,8.0,0.0,1.0,8.0,158.0,0.0,3.0,1.0,5.0,20.0,14.0,3.0
2020-10-30,7.0,34.0,2.0,19.0,16.0,7.0,0.0,0.0,12.0,30.0,27.0,31.0,3.0,0.0,1.0,3.0,8.0,11.0,81.0,14.0,19.0,9.0,7.0,0.0,8.0,283.0,2.0,0.0,2.0,14.0,12.0,35.0,4.0
2020-11-02,23.0,12.0,8.0,16.0,2.0,5.0,0.0,0.0,16.0,20.0,14.0,20.0,0.0,0.0,1.0,1.0,5.0,22.0,42.0,10.0,14.0,4.0,2.0,0.0,5.0,216.0,0.0,0.0,7.0,7.0,21.0,69.0,-1.0
2020-11-06,46.0,9.0,11.0,30.0,4.0,19.0,0.0,0.0,33.0,8.0,12.0,67.0,4.0,0.0,0.0,6.0,11.0,17.0,80.0,8.0,19.0,11.0,4.0,1.0,8.0,302.0,7.0,2.0,24.0,5.0,21.0,23.0,-3.0
2020-11-09,36.0,9.0,20.0,8.0,20.0,10.0,0.0,1.0,21.0,2.0,8.0,36.0,0.0,2.0,2.0,4.0,4.0,9.0,70.0,3.0,4.0,3.0,4.0,3.0,3.0,267.0,4.0,4.0,22.0,20.0,11.0,8.0,2.0
2020-11-13,47.0,3.0,12.0,35.0,5.0,17.0,0.0,4.0,13.0,5.0,5.0,55.0,1.0,1.0,5.0,5.0,6.0,9.0,87.0,3.0,8.0,9.0,15.0,1.0,14.0,263.0,13.0,7.0,28.0,26.0,18.0,18.0,0.0
2020-11-16,28.0,6.0,19.0,9.0,2.0,1.0,3.0,0.0,15.0,4.0,7.0,20.0,3.0,6.0,13.0,4.0,1.0,12.0,59.0,8.0,-1.0,1.0,2.0,2.0,1.0,269.0,3.0,14.0,4.0,8.0,6.0,20.0,0.0
2020-11-20,28.0,6.0,32.0,12.0,5.0,5.0,1.0,0.0,32.0,7.0,4.0,37.0,7.0,2.0,12.0,8.0,1.0,15.0,62.0,9.0,4.0,12.0,5.0,2.0,6.0,286.0,4.0,18.0,3.0,9.0,17.0,17.0,1.0
2020-11-23,14.0,7.0,30.0,14.0,4.0,7.0,21.0,0.0,7.0,7.0,1.0,17.0,9.0,1.0,2.0,27.0,0.0,4.0,68.0,3.0,2.0,8.0,3.0,2.0,2.0,220.0,6.0,5.0,2.0,4.0,15.0,18.0,6.0
2020-11-27,30.0,6.0,12.0,8.0,5.0,4.0,22.0,1.0,24.0,7.0,2.0,45.0,2.0,3.0,7.0,2.0,0.0,11.0,96.0,7.0,7.0,8.0,0.0,5.0,5.0,265.0,6.0,10.0,2.0,16.0,6.0,22.0,-11.0
2020-11-30,56.0,25.0,11.0,11.0,9.0,3.0,21.0,0.0,11.0,7.0,7.0,38.0,3.0,0.0,7.0,11.0,0.0,13.0,52.0,16.0,4.0,11.0,3.0,10.0,5.0,144.0,2.0,17.0,0.0,9.0,2.0,12.0,-1.0
2020-12-04,60.0,25.0,11.0,13.0,6.0,3.0,12.0,0.0,9.0,7.0,4.0,51.0,11.0,2.0,38.0,1.0,0.0,21.0,110.0,0.0,9.0,17.0,8.0,22.0,16.0,223.0,6.0,1.0,5.0,21.0,11.0,28.0,0.0
2020-12-07,59.0,21.0,6.0,7.0,10.0,8.0,4.0,6.0,16.0,29.0,8.0,37.0,4.0,1.0,34.0,7.0,0.0,5.0,50.0,4.0,8.0,9.0,10.0,1.0,1.0,141.0,1.0,2.0,5.0,11.0,14.0,30.0,5.0
2020-12-11,77.0,18.0,4.0,6.0,5.0,1.0,25.0,6.0,9.0,11.0,11.0,51.0,12.0,9.0,9.0,12.0,1.0,10.0,65.0,20.0,11.0,16.0,15.0,8.0,7.0,125.0,0.0,4.0,7.0,17.0,18.0,33.0,-5.0
2020-12-14,77.0,6.0,23.0,4.0,4.0,1.0,2.0,2.0,5.0,18.0,13.0,39.0,10.0,2.0,1.0,8.0,2.0,12.0,49.0,5.0,10.0,13.0,4.0,5.0,3.0,167.0,0.0,1.0,10.0,6.0,20.0,13.0,5.0
2020-12-18,78.0,6.0,2.0,19.0,5.0,5.0,6.0,3.0,7.0,11.0,5.0,46.0,9.0,0.0,4.0,39.0,1.0,37.0,66.0,4.0,28.0,20.0,6.0,4.0,9.0,179.0,1.0,2.0,7.0,13.0,18.0,48.0,-4.0
2020-12-21,53.0,8.0,17.0,25.0,5.0,0.0,3.0,1.0,9.0,17.0,8.0,32.0,16.0,4.0,1.0,12.0,0.0,34.0,54.0,3.0,10.0,14.0,4.0,1.0,4.0,182.0,10.0,3.0,10.0,19.0,54.0,50.0,5.0
2020-12-25,66.0,13.0,13.0,14.0,7.0,11.0,0.0,1.0,18.0,12.0,7.0,42.0,8.0,9.0,13.0,16.0,2.0,7.0,107.0,42.0,13.0,26.0,8.0,13.0,13.0,209.0,2.0,3.0,5.0,23.0,38.0,61.0,-2.0
2020-12-28,57.0,13.0,11.0,18.0,7.0,2.0,7.0,4.0,3.0,19.0,8.0,40.0,9.0,16.0,17.0,26.0,0.0,16.0,37.0,2.0,6.0,15.0,17.0,3.0,4.0,138.0,1.0,4.0,16.0,18.0,11.0,35.0,1.0
2021-01-01,52.0,14.0,12.0,3.0,6.0,7.0,0.0,3.0,23.0,5.0,11.0,38.0,15.0,12.0,2.0,6.0,0.0,25.0,68.0,24.0,17.0,19.0,6.0,17.0,30.0,289.0,6.0,15.0,6.0,11.0,16.0,34.0,1.0
2021-01-04,63.0,15.0,10.0,11.0,4.0,6.0,0.0,0.0,24.0,17.0,10.0,23.0,26.0,21.0,5.0,28.0,0.0,7.0,35.0,10.0,9.0,21.0,5.0,14.0,28.0,219.0,7.0,12.0,16.0,28.0,24.0,42.0,3.0
2021-01-08,35.0,27.0,17.0,1.0,9.0,24.0,3.0,2.0,27.0,27.0,19.0,19.0,13.0,13.0,2.0,11.0,0.0,30.0,88.0,12.0,10.0,34.0,5.0,20.0,28.0,381.0,13.0,18.0,8.0,65.0,7.0,51.0,1.0
2021-01-11,57.0,9.0,7.0,4.0,13.0,17.0,4.0,3.0,22.0,22.0,23.0,20.0,32.0,7.0,2.0,25.0,1.0,28.0,68.0,12.0,25.0,21.0,7.0,14.0,11.0,297.0,5.0,13.0,15.0,67.0,21.0,38.0,-1.0
2021-01-15,46.0,27.0,13.0,9.0,9.0,31.0,4.0,6.0,25.0,21.0,36.0,50.0,32.0,6.0,3.0,28.0,6.0,41.0,92.0,22.0,14.0,43.0,12.0,7.0,31.0,454.0,4.0,17.0,22.0,98.0,19.0,63.0,4.0
2021-01-18,30.0,19.0,11.0,8.0,7.0,36.0,5.0,1.0,20.0,19.0,18.0,27.0,11.0,2.0,4.0,4.0,3.0,35.0,54.0,14.0,7.0,32.0,15.0,11.0,22.0,351.0,7.0,9.0,48.0,39.0,24.0,40.0,2.0
2021-01-22,50.0,10.0,20.0,24.0,15.0,17.0,10.0,1.0,22.0,27.0,21.0,67.0,28.0,0.0,4.0,8.0,1.0,50.0,131.0,12.0,26.0,84.0,21.0,4.0,10.0,463.0,24.0,9.0,18.0,84.0,34.0,61.0,-5.0
2021-01-25,38.0,15.0,12.0,17.0,14.0,14.0,9.0,1.0,12.0,28.0,29.0,57.0,24.0,0.0,0.0,6.0,1.0,40.0,69.0,8.0,19.0,51.0,24.0,7.0,14.0,352.0,13.0,19.0,18.0,48.0,45.0,28.0,13.0
2021-01-29,33.0,32.0,15.0,11.0,47.0,30.0,6.0,2.0,20.0,21.0,11.0,41.0,31.0,0.0,0.0,9.0,5.0,48.0,113.0,10.0,28.0,107.0,17.0,2.0,22.0,335.0,32.0,12.0,26.0,70.0,27.0,65.0,-11.0
2021-02-01,29.0,11.0,16.0,61.0,19.0,5.0,14.0,5.0,27.0,24.0,9.0,59.0,24.0,4.0,9.0,7.0,4.0,39.0,86.0,10.0,19.0,46.0,18.0,8.0,6.0,261.0,24.0,16.0,31.0,40.0,23.0,47.0,15.0
2021-02-05,31.0,18.0,9.0,52.0,16.0,23.0,9.0,9.0,13.0,8.0,21.0,47.0,35.0,0.0,4.0,7.0,10.0,51.0,86.0,6.0,21.0,50.0,26.0,2.0,35.0,307.0,15.0,6.0,47.0,65.0,12.0,58.0,-10.0
2021-02-08,22.0,26.0,28.0,31.0,12.0,7.0,4.0,7.0,12.0,7.0,3.0,46.0,36.0,1.0,10.0,7.0,12.0,25.0,67.0,4.0,12.0,42.0,9.0,5.0,19.0,217.0,11.0,4.0,21.0,22.0,21.0,46.0,17.0
2021-02-12,38.0,16.0,18.0,29.0,27.0,8.0,9.0,14.0,26.0,8.0,18.0,52.0,33.0,3.0,3.0,8.0,12.0,55.0,127.0,7.0,16.0,50.0,18.0,25.0,26.0,361.0,8.0,12.0,29.0,55.0,31.0,54.0,-9.0
2021-02-15,35.0,38.0,12.0,44.0,17.0,6.0,5.0,8.0,22.0,9.0,23.0,39.0,34.0,4.0,7.0,29.0,8.0,45.0,117.0,6.0,22.0,40.0,15.0,9.0,19.0,274.0,13.0,10.0,20.0,54.0,23.0,56.0,16.0
2021-02-19,42.0,30.0,7.0,63.0,33.0,11.0,2.0,6.0,28.0,21.0,13.0,45.0,40.0,1.0,0.0,2.0,12.0,79.0,91.0,4.0,18.0,38.0,27.0,8.0,25.0,325.0,2.0,18.0,21.0,75.0,32.0,43.0,-18.0
2021-02-22,30.0,20.0,16.0,75.0,25.0,3.0,5.0,10.0,30.0,5.0,10.0,24.0,37.0,14.0,7.0,15.0,12.0,42.0,116.0,4.0,13.0,23.0,21.0,8.0,23.0,215.0,7.0,23.0,47.0,41.0,40.0,48.0,-1.0
2021-02-26,75.0,29.0,10.0,63.0,57.0,7.0,9.0,34.0,60.0,16.0,16.0,21.0,46.0,11.0,6.0,14.0,12.0,45.0,179.0,8.0,58.0,29.0,11.0,15.0,37.0,446.0,18.0,39.0,37.0,63.0,60.0,76.0,-7.0
2021-03-01,80.0,38.0,15.0,66.0,35.0,11.0,3.0,17.0,44.0,9.0,13.0,26.0,20.0,12.0,11.0,17.0,0.0,66.0,127.0,9.0,57.0,12.0,22.0,29.0,24.0,393.0,22.0,23.0,39.0,30.0,52.0,80.0,36.0
