,Angol,Carahue,Cholchol,Collipulli,Cunco,Curacautin,Curarrehue,Ercilla,Freire,Galvarino,Gorbea,Lautaro,Loncoche,Lonquimay,Los Sauces,Lumaco,Melipeuco,Nueva Imperial,Padre Las Casas,Perquenco,Pitrufquen,Pucon,Puren,Renaico,Saavedra,Temuco,Teodoro Schmidt,Tolten,Traiguen,Victoria,Vilcun,Villarrica,Desconocido Araucania
2022-08-01,104.0,32.0,16.0,32.0,14.0,35.0,11.0,11.0,16.0,10.0,12.0,50.0,36.0,33.0,11.0,10.0,6.0,69.0,84.0,3.0,45.0,38.0,4.0,15.0,13.0,583.0,11.0,13.0,19.0,37.0,32.0,62.0,0.0
2022-08-05,141.0,34.0,19.0,31.0,30.0,47.0,20.0,9.0,16.0,11.0,18.0,68.0,71.0,13.0,28.0,17.0,7.0,79.0,136.0,4.0,63.0,91.0,22.0,28.0,7.0,886.0,31.0,23.0,19.0,31.0,53.0,109.0,0.0
2022-08-08,115.0,43.0,19.0,39.0,35.0,27.0,10.0,1.0,20.0,7.0,37.0,34.0,40.0,13.0,35.0,6.0,2.0,68.0,104.0,24.0,48.0,64.0,39.0,32.0,9.0,780.0,20.0,12.0,30.0,56.0,53.0,124.0,0.0
2022-08-12,155.0,43.0,18.0,51.0,57.0,46.0,11.0,29.0,49.0,36.0,87.0,106.0,64.0,34.0,32.0,10.0,11.0,73.0,193.0,21.0,88.0,124.0,40.0,32.0,10.0,1168.0,22.0,15.0,48.0,81.0,92.0,165.0,0.0
2022-08-15,177.0,47.0,20.0,53.0,36.0,46.0,12.0,17.0,49.0,28.0,48.0,61.0,55.0,24.0,12.0,12.0,19.0,66.0,163.0,27.0,72.0,81.0,45.0,29.0,24.0,905.0,12.0,22.0,34.0,74.0,66.0,143.0,1.0
2022-08-19,121.0,30.0,15.0,58.0,43.0,25.0,13.0,22.0,20.0,35.0,46.0,77.0,77.0,35.0,17.0,9.0,9.0,63.0,183.0,15.0,110.0,79.0,47.0,29.0,19.0,957.0,19.0,25.0,28.0,79.0,90.0,140.0,-1.0
2022-08-22,109.0,35.0,20.0,37.0,53.0,44.0,13.0,18.0,32.0,20.0,40.0,67.0,47.0,28.0,13.0,11.0,8.0,49.0,130.0,11.0,89.0,43.0,30.0,27.0,14.0,966.0,18.0,22.0,20.0,85.0,63.0,100.0,0.0
2022-08-26,127.0,39.0,26.0,43.0,75.0,25.0,8.0,20.0,41.0,14.0,40.0,72.0,64.0,22.0,25.0,13.0,9.0,56.0,113.0,26.0,66.0,60.0,17.0,34.0,10.0,824.0,21.0,21.0,38.0,46.0,60.0,117.0,0.0
2022-08-29,92.0,27.0,15.0,42.0,25.0,19.0,2.0,9.0,40.0,9.0,32.0,76.0,27.0,23.0,10.0,7.0,4.0,46.0,97.0,5.0,55.0,29.0,9.0,18.0,3.0,635.0,21.0,14.0,24.0,39.0,40.0,48.0,0.0
2022-09-02,110.0,27.0,11.0,26.0,24.0,13.0,6.0,12.0,39.0,18.0,24.0,82.0,53.0,7.0,22.0,10.0,5.0,46.0,125.0,8.0,50.0,36.0,12.0,19.0,4.0,561.0,13.0,21.0,16.0,45.0,43.0,70.0,0.0
2022-09-05,58.0,18.0,11.0,33.0,20.0,12.0,2.0,6.0,20.0,9.0,17.0,49.0,18.0,9.0,18.0,3.0,6.0,26.0,63.0,3.0,23.0,17.0,1.0,9.0,7.0,393.0,17.0,12.0,13.0,33.0,22.0,41.0,0.0
2022-09-09,57.0,21.0,8.0,23.0,20.0,16.0,10.0,3.0,30.0,5.0,16.0,52.0,41.0,21.0,14.0,2.0,7.0,32.0,90.0,0.0,19.0,19.0,4.0,16.0,6.0,483.0,12.0,9.0,10.0,27.0,23.0,44.0,0.0
2022-09-12,46.0,23.0,6.0,11.0,0.0,11.0,5.0,0.0,16.0,4.0,15.0,45.0,15.0,14.0,0.0,1.0,4.0,18.0,42.0,1.0,11.0,16.0,14.0,10.0,5.0,310.0,4.0,11.0,11.0,16.0,11.0,38.0,0.0
2022-09-19,80.0,24.0,13.0,29.0,17.0,13.0,1.0,2.0,20.0,14.0,15.0,59.0,20.0,20.0,8.0,2.0,20.0,38.0,79.0,11.0,35.0,30.0,17.0,21.0,12.0,510.0,13.0,15.0,19.0,33.0,25.0,51.0,0.0
2022-09-23,53.0,12.0,2.0,16.0,11.0,8.0,1.0,4.0,8.0,-1.0,9.0,29.0,8.0,6.0,1.0,1.0,4.0,15.0,38.0,3.0,11.0,23.0,7.0,4.0,12.0,241.0,10.0,0.0,6.0,11.0,19.0,27.0,0.0
2022-09-26,53.0,18.0,6.0,7.0,12.0,9.0,1.0,1.0,22.0,0.0,11.0,38.0,15.0,17.0,0.0,5.0,1.0,14.0,42.0,5.0,12.0,18.0,8.0,4.0,5.0,263.0,9.0,14.0,9.0,18.0,22.0,35.0,0.0
2022-10-03,74.0,20.0,8.0,21.0,36.0,18.0,2.0,9.0,21.0,9.0,21.0,51.0,21.0,18.0,10.0,4.0,14.0,22.0,65.0,14.0,28.0,24.0,8.0,10.0,17.0,513.0,11.0,18.0,18.0,21.0,35.0,58.0,0.0
2022-10-10,64.0,14.0,2.0,28.0,27.0,18.0,7.0,1.0,10.0,6.0,12.0,39.0,46.0,21.0,19.0,3.0,11.0,16.0,56.0,9.0,45.0,28.0,11.0,8.0,12.0,526.0,7.0,9.0,19.0,27.0,45.0,44.0,0.0
2022-10-14,31.0,9.0,6.0,12.0,15.0,6.0,4.0,1.0,11.0,2.0,10.0,13.0,18.0,4.0,8.0,1.0,4.0,21.0,48.0,9.0,19.0,12.0,12.0,6.0,5.0,317.0,5.0,11.0,6.0,13.0,29.0,26.0,0.0
2022-10-17,28.0,3.0,1.0,13.0,15.0,5.0,4.0,1.0,11.0,9.0,6.0,19.0,14.0,4.0,3.0,1.0,3.0,14.0,30.0,4.0,11.0,27.0,12.0,12.0,5.0,275.0,4.0,10.0,10.0,28.0,17.0,20.0,0.0
2022-10-21,59.0,21.0,5.0,23.0,24.0,7.0,3.0,3.0,21.0,11.0,12.0,47.0,28.0,5.0,22.0,1.0,3.0,37.0,71.0,6.0,17.0,36.0,16.0,8.0,17.0,452.0,14.0,25.0,15.0,20.0,54.0,35.0,0.0
2022-10-24,99.0,22.0,12.0,53.0,31.0,2.0,7.0,7.0,27.0,19.0,16.0,48.0,21.0,8.0,12.0,5.0,4.0,35.0,80.0,25.0,27.0,24.0,11.0,10.0,13.0,629.0,10.0,23.0,17.0,45.0,53.0,57.0,0.0
2022-10-28,134.0,40.0,25.0,43.0,45.0,19.0,13.0,18.0,28.0,41.0,19.0,76.0,49.0,8.0,21.0,9.0,4.0,65.0,160.0,13.0,58.0,57.0,15.0,41.0,21.0,1003.0,17.0,32.0,20.0,46.0,79.0,78.0,0.0
2022-10-31,46.0,7.0,3.0,10.0,14.0,4.0,8.0,2.0,15.0,10.0,15.0,41.0,11.0,2.0,8.0,2.0,2.0,33.0,59.0,12.0,15.0,15.0,11.0,23.0,3.0,421.0,6.0,12.0,13.0,18.0,38.0,30.0,0.0
2022-11-04,60.0,13.0,2.0,10.0,18.0,8.0,11.0,1.0,8.0,15.0,8.0,26.0,13.0,0.0,2.0,2.0,1.0,19.0,33.0,6.0,16.0,33.0,12.0,11.0,3.0,389.0,7.0,16.0,15.0,9.0,22.0,31.0,0.0
2022-11-07,40.0,17.0,12.0,24.0,22.0,4.0,18.0,8.0,21.0,11.0,10.0,36.0,18.0,2.0,4.0,2.0,2.0,29.0,98.0,3.0,26.0,23.0,9.0,13.0,8.0,509.0,15.0,19.0,18.0,27.0,37.0,50.0,0.0
2022-11-11,80.0,9.0,28.0,28.0,32.0,9.0,16.0,11.0,11.0,21.0,17.0,25.0,24.0,1.0,16.0,6.0,6.0,32.0,103.0,8.0,42.0,25.0,10.0,8.0,4.0,586.0,6.0,6.0,17.0,20.0,32.0,59.0,0.0
2022-11-14,21.0,2.0,22.0,16.0,25.0,1.0,9.0,8.0,12.0,3.0,13.0,25.0,16.0,1.0,5.0,2.0,14.0,23.0,63.0,6.0,12.0,19.0,8.0,11.0,4.0,382.0,2.0,8.0,8.0,24.0,30.0,24.0,0.0
2022-11-18,57.0,17.0,5.0,15.0,15.0,6.0,6.0,9.0,12.0,16.0,18.0,37.0,28.0,2.0,3.0,1.0,19.0,47.0,49.0,9.0,39.0,34.0,8.0,9.0,6.0,370.0,3.0,11.0,24.0,26.0,21.0,40.0,0.0
2022-11-21,34.0,4.0,6.0,19.0,13.0,2.0,6.0,4.0,7.0,10.0,7.0,20.0,10.0,5.0,-1.0,4.0,1.0,15.0,35.0,2.0,12.0,20.0,7.0,4.0,3.0,332.0,3.0,9.0,20.0,9.0,12.0,30.0,0.0
2022-11-25,48.0,14.0,8.0,14.0,14.0,4.0,13.0,7.0,5.0,12.0,6.0,24.0,19.0,5.0,2.0,3.0,7.0,28.0,51.0,3.0,29.0,27.0,7.0,11.0,1.0,373.0,3.0,6.0,27.0,15.0,22.0,46.0,0.0
2022-11-28,30.0,6.0,2.0,12.0,16.0,1.0,10.0,4.0,11.0,10.0,3.0,13.0,13.0,2.0,5.0,4.0,2.0,16.0,34.0,5.0,5.0,20.0,4.0,9.0,3.0,278.0,3.0,3.0,7.0,4.0,5.0,40.0,0.0
2022-12-02,38.0,12.0,12.0,9.0,11.0,9.0,13.0,3.0,10.0,9.0,5.0,16.0,15.0,1.0,2.0,3.0,5.0,17.0,29.0,4.0,29.0,26.0,4.0,15.0,2.0,291.0,11.0,12.0,31.0,9.0,16.0,39.0,0.0
2022-12-05,21.0,3.0,6.0,5.0,10.0,0.0,3.0,1.0,5.0,4.0,1.0,10.0,13.0,4.0,0.0,1.0,2.0,9.0,41.0,4.0,6.0,7.0,0.0,6.0,1.0,208.0,1.0,5.0,10.0,7.0,5.0,21.0,1.0
2022-12-09,45.0,4.0,9.0,22.0,13.0,10.0,6.0,1.0,16.0,5.0,6.0,13.0,14.0,1.0,5.0,3.0,4.0,14.0,21.0,2.0,12.0,16.0,3.0,10.0,2.0,235.0,10.0,11.0,20.0,10.0,15.0,35.0,0.0
2022-12-12,22.0,5.0,2.0,15.0,6.0,0.0,1.0,1.0,5.0,5.0,1.0,14.0,4.0,1.0,1.0,1.0,3.0,8.0,25.0,1.0,7.0,10.0,1.0,6.0,0.0,124.0,4.0,10.0,5.0,5.0,2.0,30.0,0.0
2022-12-16,53.0,2.0,3.0,18.0,6.0,7.0,2.0,2.0,3.0,3.0,5.0,14.0,11.0,2.0,2.0,4.0,5.0,15.0,37.0,7.0,11.0,22.0,4.0,8.0,8.0,258.0,4.0,5.0,7.0,17.0,14.0,53.0,0.0
2022-12-19,21.0,4.0,6.0,15.0,8.0,2.0,9.0,3.0,3.0,3.0,4.0,9.0,10.0,0.0,4.0,1.0,5.0,12.0,23.0,4.0,5.0,9.0,1.0,8.0,6.0,181.0,6.0,3.0,5.0,9.0,13.0,33.0,0.0
2022-12-23,48.0,4.0,3.0,26.0,13.0,6.0,10.0,6.0,9.0,5.0,5.0,10.0,17.0,9.0,1.0,2.0,7.0,24.0,27.0,5.0,18.0,23.0,3.0,8.0,6.0,267.0,4.0,9.0,5.0,9.0,22.0,35.0,0.0
2022-12-26,27.0,3.0,0.0,9.0,8.0,3.0,10.0,1.0,3.0,1.0,0.0,13.0,10.0,0.0,6.0,1.0,3.0,6.0,18.0,1.0,9.0,9.0,2.0,5.0,4.0,198.0,7.0,6.0,7.0,10.0,11.0,28.0,0.0
2022-12-30,55.0,4.0,3.0,26.0,13.0,12.0,17.0,5.0,9.0,9.0,4.0,19.0,25.0,5.0,9.0,3.0,21.0,20.0,27.0,5.0,11.0,28.0,6.0,11.0,5.0,323.0,7.0,9.0,23.0,23.0,27.0,49.0,0.0
2023-01-05,77.0,17.0,12.0,32.0,12.0,3.0,7.0,8.0,9.0,13.0,14.0,6.0,40.0,3.0,2.0,4.0,11.0,26.0,33.0,5.0,23.0,22.0,2.0,3.0,5.0,298.0,4.0,9.0,18.0,17.0,25.0,65.0,0.0
2023-01-09,38.0,15.0,4.0,12.0,7.0,4.0,4.0,6.0,6.0,3.0,6.0,11.0,31.0,6.0,0.0,2.0,3.0,20.0,20.0,3.0,18.0,14.0,2.0,2.0,5.0,195.0,5.0,14.0,5.0,5.0,14.0,37.0,0.0
