,Corral,Futrono,La Union,Lago Ranco,Lanco,Los Lagos,Mafil,Mariquina,Paillaco,Panguipulli,Rio Bueno,Valdivia,Desconocido Los Rios
2022-09-19,3.0,21.0,39.0,31.0,29.0,16.0,15.0,43.0,17.0,64.0,37.0,324.0,0.0
2022-09-23,1.0,17.0,30.0,5.0,9.0,5.0,11.0,17.0,11.0,46.0,20.0,130.0,0.0
2022-09-26,2.0,11.0,14.0,13.0,26.0,10.0,7.0,22.0,13.0,33.0,20.0,151.0,0.0
2022-10-03,10.0,25.0,49.0,20.0,39.0,11.0,9.0,34.0,14.0,58.0,46.0,267.0,0.0
2022-10-10,3.0,16.0,20.0,15.0,17.0,23.0,17.0,33.0,13.0,51.0,48.0,284.0,0.0
2022-10-14,1.0,8.0,21.0,4.0,29.0,16.0,15.0,14.0,11.0,27.0,24.0,200.0,0.0
2022-10-17,2.0,5.0,28.0,5.0,17.0,7.0,2.0,6.0,8.0,22.0,18.0,176.0,0.0
2022-10-21,6.0,13.0,39.0,7.0,20.0,21.0,18.0,29.0,14.0,56.0,32.0,321.0,0.0
2022-10-24,4.0,9.0,18.0,4.0,14.0,13.0,6.0,24.0,18.0,35.0,21.0,312.0,0.0
2022-10-28,8.0,12.0,32.0,5.0,42.0,17.0,28.0,43.0,24.0,78.0,35.0,515.0,1.0
2022-10-31,3.0,5.0,22.0,2.0,18.0,18.0,12.0,24.0,16.0,44.0,20.0,311.0,-1.0
2022-11-04,5.0,7.0,25.0,5.0,32.0,14.0,14.0,23.0,6.0,58.0,28.0,320.0,0.0
2022-11-07,6.0,11.0,24.0,7.0,35.0,9.0,7.0,33.0,16.0,54.0,30.0,433.0,0.0
2022-11-11,10.0,19.0,26.0,5.0,29.0,29.0,26.0,44.0,9.0,72.0,46.0,501.0,0.0
2022-11-14,8.0,17.0,27.0,4.0,32.0,30.0,15.0,15.0,12.0,33.0,16.0,232.0,0.0
2022-11-18,13.0,30.0,42.0,11.0,60.0,24.0,19.0,34.0,15.0,64.0,33.0,414.0,0.0
2022-11-21,4.0,12.0,42.0,-1.0,18.0,11.0,7.0,29.0,11.0,27.0,14.0,247.0,0.0
2022-11-25,4.0,28.0,50.0,6.0,57.0,30.0,13.0,51.0,7.0,59.0,35.0,394.0,0.0
2022-11-28,3.0,18.0,32.0,9.0,24.0,7.0,10.0,37.0,14.0,32.0,27.0,197.0,1.0
2022-12-02,7.0,21.0,43.0,6.0,33.0,26.0,12.0,37.0,9.0,55.0,23.0,338.0,-1.0
2022-12-05,0.0,13.0,28.0,7.0,15.0,9.0,1.0,19.0,7.0,41.0,17.0,160.0,0.0
2022-12-09,4.0,24.0,42.0,9.0,30.0,10.0,9.0,23.0,1.0,42.0,28.0,288.0,0.0
2022-12-12,2.0,13.0,26.0,4.0,12.0,6.0,5.0,15.0,1.0,27.0,32.0,136.0,0.0
2022-12-16,3.0,20.0,49.0,7.0,21.0,26.0,10.0,28.0,4.0,42.0,48.0,276.0,0.0
2022-12-19,0.0,11.0,26.0,2.0,29.0,5.0,3.0,16.0,8.0,41.0,29.0,129.0,0.0
2022-12-23,2.0,27.0,47.0,7.0,29.0,9.0,13.0,21.0,21.0,70.0,46.0,231.0,1.0
2022-12-26,4.0,12.0,33.0,5.0,4.0,8.0,3.0,13.0,11.0,33.0,24.0,107.0,0.0
2022-12-30,7.0,69.0,70.0,26.0,37.0,26.0,8.0,34.0,19.0,63.0,50.0,272.0,0.0
2023-01-05,4.0,60.0,61.0,14.0,23.0,15.0,14.0,27.0,17.0,42.0,38.0,207.0,0.0
2023-01-09,5.0,34.0,26.0,0.0,13.0,13.0,10.0,11.0,3.0,37.0,19.0,80.0,0.0
