,Chepica,Chimbarongo,Codegua,Coinco,Coltauco,Donihue,Graneros,La Estrella,Las Cabras,Litueche,Lolol,Machali,Malloa,Marchihue,Mostazal,Nancagua,Navidad,Olivar,Palmilla,Paredones,Peralillo,Peumo,Pichidegua,Pichilemu,Placilla,Pumanque,Quinta de Tilcoco,Rancagua,Rengo,Requinoa,San Fernando,San Vicente,Santa Cruz,Desconocido O’Higgins
2022-06-03,14.0,19.0,7.0,8.0,19.0,17.0,40.0,14.0,13.0,29.0,6.0,192.0,5.0,7.0,32.0,9.0,12.0,20.0,14.0,1.0,15.0,27.0,3.0,13.0,6.0,1.0,3.0,490.0,46.0,19.0,57.0,60.0,71.0,-1.0
2022-06-06,6.0,22.0,15.0,5.0,10.0,19.0,13.0,7.0,8.0,10.0,16.0,98.0,7.0,6.0,23.0,12.0,14.0,17.0,10.0,5.0,18.0,18.0,8.0,16.0,10.0,7.0,10.0,339.0,21.0,41.0,75.0,43.0,79.0,0.0
2022-06-10,22.0,21.0,20.0,7.0,17.0,24.0,49.0,7.0,26.0,13.0,15.0,197.0,12.0,5.0,49.0,26.0,15.0,19.0,21.0,7.0,25.0,20.0,11.0,27.0,16.0,9.0,14.0,660.0,83.0,59.0,128.0,88.0,126.0,-1.0
2022-06-13,14.0,46.0,8.0,9.0,9.0,20.0,37.0,8.0,10.0,7.0,11.0,116.0,12.0,10.0,23.0,18.0,7.0,14.0,19.0,7.0,32.0,21.0,5.0,34.0,17.0,2.0,10.0,494.0,65.0,34.0,129.0,66.0,102.0,0.0
2022-06-17,21.0,29.0,13.0,10.0,30.0,36.0,70.0,6.0,14.0,14.0,18.0,158.0,10.0,7.0,48.0,23.0,12.0,44.0,31.0,12.0,38.0,24.0,12.0,21.0,10.0,4.0,19.0,762.0,93.0,47.0,146.0,108.0,144.0,0.0
2022-06-20,22.0,22.0,18.0,13.0,7.0,26.0,33.0,9.0,10.0,18.0,16.0,139.0,10.0,12.0,25.0,10.0,4.0,35.0,25.0,6.0,33.0,20.0,26.0,27.0,13.0,10.0,14.0,513.0,68.0,26.0,116.0,92.0,77.0,4.0
2022-06-24,29.0,24.0,19.0,10.0,25.0,33.0,24.0,18.0,27.0,13.0,21.0,156.0,16.0,15.0,42.0,8.0,15.0,34.0,25.0,6.0,19.0,24.0,27.0,20.0,12.0,10.0,11.0,674.0,59.0,41.0,112.0,99.0,117.0,-1.0
2022-06-27,30.0,17.0,21.0,13.0,12.0,38.0,36.0,8.0,14.0,11.0,17.0,138.0,17.0,16.0,35.0,14.0,8.0,24.0,30.0,8.0,26.0,22.0,15.0,47.0,10.0,30.0,17.0,576.0,56.0,54.0,119.0,65.0,96.0,0.0
2022-07-01,29.0,27.0,31.0,22.0,31.0,38.0,40.0,5.0,35.0,22.0,18.0,176.0,8.0,12.0,61.0,19.0,15.0,22.0,25.0,14.0,25.0,24.0,21.0,33.0,19.0,12.0,2.0,753.0,89.0,57.0,113.0,98.0,130.0,0.0
2022-07-04,18.0,17.0,22.0,9.0,8.0,23.0,27.0,9.0,25.0,17.0,16.0,118.0,16.0,9.0,45.0,12.0,11.0,25.0,22.0,10.0,15.0,23.0,14.0,14.0,9.0,20.0,15.0,498.0,54.0,36.0,77.0,67.0,88.0,0.0
2022-07-08,17.0,31.0,20.0,17.0,20.0,31.0,41.0,4.0,34.0,20.0,17.0,159.0,18.0,8.0,75.0,9.0,16.0,32.0,22.0,20.0,11.0,27.0,20.0,21.0,7.0,8.0,16.0,680.0,91.0,47.0,62.0,83.0,117.0,1.0
2022-07-11,13.0,18.0,15.0,5.0,14.0,24.0,18.0,5.0,27.0,8.0,10.0,109.0,12.0,10.0,38.0,16.0,9.0,10.0,14.0,9.0,12.0,18.0,16.0,19.0,13.0,11.0,9.0,423.0,70.0,40.0,51.0,49.0,63.0,1.0
2022-07-15,14.0,15.0,12.0,10.0,29.0,40.0,45.0,7.0,17.0,19.0,12.0,131.0,16.0,13.0,47.0,25.0,11.0,27.0,29.0,6.0,10.0,13.0,9.0,20.0,18.0,5.0,13.0,567.0,78.0,55.0,68.0,67.0,118.0,0.0
2022-07-18,17.0,16.0,6.0,7.0,6.0,15.0,18.0,5.0,8.0,9.0,9.0,84.0,8.0,6.0,16.0,16.0,13.0,16.0,15.0,5.0,12.0,8.0,5.0,18.0,9.0,11.0,8.0,322.0,49.0,29.0,39.0,38.0,73.0,1.0
2022-07-22,16.0,19.0,9.0,6.0,15.0,29.0,22.0,10.0,12.0,15.0,5.0,128.0,9.0,18.0,35.0,19.0,14.0,17.0,26.0,6.0,18.0,14.0,11.0,16.0,9.0,5.0,8.0,445.0,69.0,50.0,76.0,80.0,118.0,1.0
2022-07-25,15.0,19.0,14.0,7.0,14.0,32.0,11.0,6.0,10.0,15.0,3.0,84.0,18.0,5.0,10.0,8.0,7.0,10.0,24.0,1.0,5.0,13.0,7.0,15.0,6.0,15.0,3.0,291.0,43.0,32.0,68.0,57.0,83.0,0.0
2022-07-29,18.0,27.0,25.0,4.0,20.0,36.0,37.0,12.0,22.0,11.0,10.0,180.0,8.0,13.0,36.0,18.0,7.0,22.0,34.0,9.0,16.0,18.0,20.0,16.0,11.0,2.0,1.0,496.0,60.0,45.0,93.0,83.0,133.0,0.0
2022-08-01,14.0,22.0,15.0,6.0,9.0,11.0,34.0,8.0,21.0,19.0,6.0,90.0,19.0,9.0,30.0,19.0,8.0,13.0,25.0,8.0,10.0,17.0,14.0,16.0,4.0,3.0,2.0,376.0,60.0,31.0,62.0,72.0,49.0,0.0
2022-08-05,25.0,23.0,35.0,10.0,31.0,28.0,40.0,14.0,37.0,42.0,10.0,195.0,16.0,7.0,60.0,29.0,10.0,28.0,22.0,17.0,18.0,22.0,12.0,35.0,11.0,12.0,7.0,556.0,109.0,53.0,87.0,103.0,106.0,1.0
2022-08-08,29.0,28.0,17.0,9.0,12.0,18.0,38.0,4.0,55.0,22.0,13.0,126.0,10.0,5.0,40.0,10.0,7.0,17.0,10.0,6.0,15.0,17.0,17.0,28.0,14.0,4.0,8.0,399.0,55.0,76.0,86.0,73.0,68.0,0.0
2022-08-12,26.0,33.0,26.0,7.0,44.0,54.0,63.0,6.0,62.0,29.0,22.0,219.0,23.0,11.0,70.0,24.0,17.0,16.0,27.0,13.0,7.0,50.0,14.0,41.0,21.0,6.0,9.0,602.0,105.0,72.0,116.0,108.0,129.0,0.0
2022-08-15,26.0,25.0,21.0,7.0,23.0,29.0,33.0,7.0,36.0,17.0,7.0,125.0,15.0,7.0,29.0,35.0,2.0,30.0,23.0,16.0,8.0,27.0,11.0,30.0,33.0,6.0,4.0,388.0,81.0,35.0,64.0,76.0,74.0,0.0
2022-08-19,22.0,43.0,14.0,6.0,17.0,29.0,47.0,2.0,37.0,15.0,5.0,163.0,10.0,7.0,56.0,32.0,11.0,17.0,20.0,16.0,16.0,24.0,8.0,21.0,40.0,0.0,0.0,494.0,72.0,47.0,113.0,66.0,84.0,1.0
2022-08-22,19.0,43.0,27.0,4.0,19.0,19.0,37.0,10.0,32.0,5.0,10.0,112.0,10.0,6.0,38.0,36.0,5.0,10.0,10.0,6.0,22.0,13.0,4.0,19.0,19.0,7.0,3.0,378.0,43.0,22.0,81.0,56.0,74.0,0.0
2022-08-26,13.0,27.0,25.0,5.0,40.0,33.0,28.0,5.0,22.0,16.0,13.0,142.0,9.0,7.0,37.0,37.0,6.0,24.0,12.0,9.0,25.0,23.0,5.0,25.0,27.0,4.0,10.0,481.0,80.0,42.0,118.0,69.0,102.0,0.0
2022-08-29,10.0,27.0,11.0,10.0,16.0,30.0,22.0,3.0,14.0,10.0,7.0,65.0,8.0,6.0,29.0,22.0,8.0,9.0,9.0,2.0,11.0,12.0,5.0,13.0,19.0,6.0,4.0,236.0,33.0,20.0,65.0,46.0,32.0,0.0
2022-09-02,37.0,27.0,20.0,8.0,15.0,26.0,30.0,1.0,29.0,22.0,10.0,81.0,9.0,7.0,24.0,26.0,3.0,21.0,3.0,2.0,7.0,16.0,16.0,21.0,29.0,5.0,3.0,318.0,38.0,45.0,70.0,54.0,64.0,0.0
2022-09-05,20.0,27.0,14.0,0.0,11.0,13.0,20.0,3.0,18.0,12.0,2.0,34.0,5.0,0.0,20.0,16.0,2.0,6.0,6.0,3.0,5.0,19.0,3.0,20.0,13.0,7.0,4.0,225.0,34.0,24.0,54.0,20.0,52.0,0.0
2022-09-09,6.0,14.0,11.0,3.0,15.0,9.0,30.0,2.0,25.0,7.0,2.0,77.0,5.0,1.0,20.0,11.0,2.0,11.0,6.0,7.0,5.0,10.0,6.0,15.0,12.0,3.0,0.0,273.0,35.0,36.0,67.0,33.0,40.0,0.0
2022-09-12,12.0,12.0,14.0,6.0,12.0,13.0,16.0,2.0,13.0,9.0,1.0,38.0,2.0,1.0,9.0,7.0,3.0,12.0,8.0,1.0,17.0,8.0,3.0,13.0,11.0,1.0,1.0,155.0,27.0,20.0,62.0,31.0,19.0,0.0
2022-09-19,12.0,28.0,14.0,4.0,15.0,5.0,19.0,5.0,20.0,9.0,4.0,78.0,4.0,9.0,16.0,10.0,16.0,20.0,8.0,4.0,23.0,9.0,6.0,16.0,15.0,5.0,4.0,343.0,53.0,16.0,56.0,30.0,45.0,0.0
2022-09-23,5.0,6.0,3.0,2.0,2.0,13.0,11.0,4.0,11.0,13.0,4.0,48.0,3.0,1.0,20.0,7.0,17.0,14.0,7.0,5.0,6.0,8.0,5.0,4.0,9.0,2.0,2.0,185.0,28.0,17.0,50.0,31.0,39.0,0.0
2022-09-26,8.0,23.0,5.0,7.0,11.0,14.0,20.0,11.0,4.0,10.0,4.0,33.0,4.0,1.0,26.0,15.0,5.0,10.0,26.0,0.0,13.0,12.0,3.0,9.0,4.0,2.0,1.0,196.0,24.0,21.0,38.0,25.0,41.0,0.0
2022-10-03,17.0,41.0,8.0,14.0,19.0,23.0,38.0,15.0,11.0,10.0,6.0,84.0,9.0,8.0,45.0,19.0,16.0,20.0,21.0,6.0,16.0,14.0,10.0,26.0,19.0,4.0,4.0,367.0,42.0,57.0,88.0,41.0,34.0,0.0
2022-10-10,35.0,30.0,7.0,5.0,8.0,11.0,26.0,14.0,6.0,14.0,6.0,97.0,4.0,3.0,22.0,20.0,12.0,11.0,5.0,3.0,18.0,9.0,3.0,30.0,22.0,0.0,6.0,349.0,41.0,29.0,77.0,17.0,53.0,0.0
2022-10-14,5.0,11.0,1.0,2.0,0.0,7.0,10.0,3.0,6.0,11.0,0.0,51.0,6.0,7.0,13.0,2.0,7.0,10.0,6.0,1.0,5.0,2.0,1.0,9.0,13.0,0.0,2.0,218.0,43.0,14.0,55.0,14.0,35.0,0.0
2022-10-17,16.0,17.0,14.0,3.0,3.0,6.0,13.0,1.0,5.0,6.0,1.0,49.0,2.0,3.0,16.0,8.0,5.0,3.0,10.0,1.0,4.0,10.0,3.0,7.0,10.0,13.0,0.0,192.0,23.0,18.0,42.0,15.0,28.0,0.0
2022-10-21,10.0,22.0,8.0,6.0,7.0,11.0,21.0,2.0,14.0,10.0,3.0,86.0,10.0,7.0,35.0,6.0,18.0,16.0,12.0,3.0,6.0,11.0,6.0,17.0,16.0,4.0,4.0,222.0,57.0,31.0,59.0,17.0,47.0,-1.0
2022-10-24,19.0,15.0,7.0,3.0,1.0,4.0,10.0,3.0,9.0,2.0,1.0,63.0,10.0,1.0,12.0,13.0,6.0,4.0,21.0,3.0,7.0,11.0,5.0,19.0,6.0,8.0,2.0,158.0,33.0,10.0,42.0,5.0,37.0,0.0
2022-10-28,19.0,16.0,16.0,2.0,2.0,3.0,11.0,7.0,17.0,2.0,3.0,97.0,11.0,3.0,34.0,9.0,8.0,8.0,14.0,4.0,16.0,13.0,4.0,21.0,9.0,4.0,3.0,289.0,38.0,19.0,57.0,30.0,67.0,0.0
2022-10-31,9.0,13.0,9.0,1.0,4.0,7.0,12.0,3.0,4.0,1.0,6.0,58.0,1.0,4.0,14.0,11.0,2.0,2.0,8.0,0.0,12.0,3.0,2.0,23.0,12.0,5.0,2.0,195.0,27.0,15.0,58.0,25.0,26.0,-2.0
2022-11-04,14.0,15.0,9.0,3.0,6.0,8.0,13.0,2.0,3.0,10.0,1.0,53.0,14.0,3.0,14.0,11.0,3.0,7.0,10.0,3.0,10.0,6.0,2.0,9.0,13.0,5.0,2.0,252.0,46.0,16.0,49.0,15.0,45.0,0.0
2022-11-07,52.0,16.0,3.0,2.0,9.0,4.0,23.0,8.0,12.0,4.0,11.0,72.0,10.0,8.0,22.0,10.0,13.0,6.0,12.0,11.0,17.0,5.0,3.0,10.0,12.0,7.0,2.0,280.0,54.0,22.0,63.0,21.0,48.0,0.0
2022-11-11,22.0,25.0,20.0,7.0,27.0,12.0,29.0,5.0,15.0,8.0,9.0,111.0,9.0,7.0,38.0,25.0,10.0,10.0,23.0,10.0,34.0,11.0,10.0,22.0,12.0,5.0,6.0,444.0,72.0,32.0,68.0,29.0,76.0,0.0
2022-11-14,9.0,14.0,13.0,5.0,11.0,8.0,10.0,1.0,9.0,3.0,2.0,63.0,10.0,2.0,16.0,16.0,7.0,9.0,12.0,7.0,11.0,6.0,2.0,9.0,5.0,2.0,6.0,263.0,50.0,16.0,64.0,20.0,46.0,1.0
2022-11-18,11.0,19.0,16.0,13.0,17.0,19.0,28.0,5.0,19.0,5.0,6.0,104.0,6.0,4.0,41.0,22.0,14.0,15.0,9.0,9.0,13.0,13.0,2.0,8.0,10.0,4.0,5.0,412.0,57.0,30.0,97.0,33.0,64.0,-1.0
2022-11-21,15.0,18.0,7.0,14.0,12.0,22.0,17.0,9.0,10.0,14.0,5.0,64.0,0.0,5.0,18.0,16.0,8.0,3.0,14.0,8.0,13.0,10.0,4.0,18.0,11.0,0.0,6.0,289.0,38.0,26.0,55.0,30.0,58.0,2.0
2022-11-25,10.0,25.0,12.0,5.0,12.0,10.0,30.0,9.0,12.0,3.0,12.0,96.0,9.0,9.0,30.0,16.0,10.0,9.0,23.0,4.0,13.0,24.0,8.0,18.0,7.0,4.0,6.0,309.0,71.0,27.0,80.0,81.0,64.0,0.0
2022-11-28,8.0,11.0,9.0,8.0,10.0,7.0,11.0,6.0,2.0,5.0,3.0,44.0,4.0,2.0,8.0,4.0,2.0,8.0,3.0,3.0,11.0,18.0,3.0,14.0,6.0,3.0,5.0,154.0,30.0,11.0,49.0,21.0,53.0,0.0
2022-12-02,10.0,23.0,11.0,3.0,22.0,14.0,10.0,2.0,8.0,1.0,3.0,55.0,12.0,5.0,11.0,13.0,6.0,7.0,5.0,6.0,9.0,20.0,1.0,8.0,7.0,3.0,0.0,271.0,52.0,20.0,64.0,50.0,42.0,0.0
2022-12-05,6.0,17.0,6.0,2.0,7.0,4.0,13.0,1.0,6.0,1.0,2.0,34.0,4.0,1.0,6.0,17.0,3.0,6.0,8.0,0.0,3.0,9.0,2.0,8.0,3.0,3.0,1.0,137.0,28.0,8.0,35.0,27.0,26.0,0.0
2022-12-09,5.0,11.0,18.0,10.0,22.0,11.0,12.0,2.0,14.0,3.0,1.0,55.0,10.0,0.0,18.0,17.0,5.0,5.0,10.0,1.0,9.0,13.0,4.0,6.0,5.0,1.0,3.0,205.0,48.0,31.0,46.0,48.0,22.0,1.0
2022-12-12,1.0,7.0,7.0,1.0,6.0,5.0,10.0,1.0,2.0,0.0,1.0,38.0,6.0,1.0,6.0,8.0,7.0,4.0,6.0,3.0,3.0,6.0,0.0,2.0,3.0,3.0,1.0,144.0,23.0,13.0,27.0,25.0,16.0,0.0
2022-12-16,11.0,14.0,12.0,8.0,12.0,14.0,23.0,6.0,5.0,4.0,0.0,76.0,9.0,4.0,23.0,18.0,10.0,11.0,2.0,2.0,8.0,10.0,3.0,9.0,1.0,4.0,3.0,230.0,49.0,32.0,62.0,53.0,29.0,0.0
2022-12-19,3.0,10.0,8.0,1.0,3.0,3.0,10.0,2.0,8.0,1.0,2.0,31.0,4.0,3.0,11.0,8.0,4.0,9.0,7.0,1.0,10.0,4.0,4.0,6.0,4.0,0.0,3.0,140.0,21.0,15.0,36.0,22.0,16.0,0.0
2022-12-23,4.0,14.0,7.0,3.0,8.0,9.0,26.0,6.0,14.0,1.0,0.0,47.0,12.0,3.0,15.0,13.0,6.0,16.0,5.0,8.0,9.0,2.0,5.0,16.0,4.0,4.0,3.0,240.0,48.0,18.0,47.0,48.0,53.0,-1.0
2022-12-26,9.0,10.0,5.0,1.0,6.0,7.0,2.0,4.0,4.0,3.0,3.0,25.0,4.0,1.0,14.0,11.0,6.0,6.0,7.0,7.0,10.0,2.0,1.0,12.0,5.0,1.0,0.0,139.0,43.0,11.0,34.0,23.0,17.0,0.0
2022-12-30,14.0,18.0,6.0,5.0,14.0,18.0,24.0,5.0,8.0,6.0,7.0,59.0,18.0,5.0,21.0,15.0,11.0,11.0,20.0,5.0,12.0,9.0,2.0,14.0,14.0,1.0,7.0,323.0,53.0,37.0,68.0,46.0,71.0,0.0
2023-01-05,10.0,20.0,9.0,3.0,14.0,9.0,21.0,3.0,13.0,3.0,4.0,62.0,8.0,2.0,15.0,28.0,16.0,8.0,20.0,6.0,13.0,9.0,9.0,3.0,11.0,1.0,6.0,231.0,42.0,22.0,68.0,35.0,52.0,0.0
2023-01-09,2.0,8.0,6.0,0.0,6.0,7.0,17.0,0.0,9.0,4.0,3.0,35.0,2.0,1.0,19.0,9.0,9.0,4.0,11.0,8.0,12.0,-1.0,7.0,2.0,12.0,0.0,4.0,117.0,41.0,13.0,32.0,13.0,33.0,0.0
