,Cauquenes,Chanco,Colbun,Constitucion,Curepto,Curico,Empedrado,Hualane,Licanten,Linares,Longavi,Maule,Molina,Parral,Pelarco,Pelluhue,Pencahue,Rauco,Retiro,Rio Claro,Romeral,Sagrada Familia,San Clemente,San Javier,San Rafael,Talca,Teno,Vichuquen,Villa Alegre,Yerbas Buenas,Desconocido Maule
2021-07-02,54.0,2.0,25.0,79.0,3.0,50.0,5.0,10.0,11.0,80.0,9.0,30.0,61.0,56.0,1.0,9.0,0.0,8.0,32.0,23.0,12.0,4.0,47.0,21.0,25.0,188.0,10.0,3.0,21.0,15.0,6.0
2021-07-05,31.0,1.0,18.0,71.0,1.0,52.0,8.0,10.0,6.0,96.0,15.0,37.0,14.0,42.0,-1.0,12.0,2.0,6.0,36.0,18.0,8.0,4.0,29.0,20.0,11.0,148.0,12.0,1.0,12.0,10.0,-2.0
2021-07-09,46.0,4.0,24.0,49.0,2.0,84.0,0.0,28.0,4.0,80.0,14.0,39.0,21.0,31.0,2.0,8.0,1.0,0.0,23.0,8.0,13.0,11.0,14.0,20.0,7.0,132.0,14.0,1.0,2.0,19.0,1.0
2021-07-12,20.0,4.0,15.0,26.0,3.0,72.0,1.0,8.0,6.0,59.0,8.0,19.0,19.0,29.0,1.0,4.0,0.0,1.0,17.0,22.0,15.0,7.0,14.0,27.0,16.0,76.0,26.0,0.0,14.0,0.0,5.0
2021-07-16,28.0,2.0,12.0,21.0,0.0,30.0,1.0,4.0,6.0,74.0,7.0,13.0,7.0,22.0,-1.0,3.0,2.0,9.0,12.0,12.0,-3.0,13.0,24.0,19.0,11.0,76.0,21.0,0.0,13.0,8.0,-6.0
2021-07-19,17.0,1.0,7.0,7.0,1.0,19.0,0.0,4.0,1.0,164.0,5.0,2.0,7.0,17.0,0.0,1.0,0.0,8.0,3.0,8.0,3.0,6.0,6.0,22.0,5.0,45.0,12.0,1.0,7.0,2.0,1.0
2021-07-23,28.0,1.0,8.0,23.0,2.0,32.0,0.0,1.0,1.0,53.0,10.0,11.0,9.0,19.0,1.0,3.0,0.0,8.0,5.0,7.0,1.0,6.0,10.0,6.0,4.0,83.0,21.0,0.0,12.0,7.0,0.0
2021-07-26,35.0,3.0,1.0,11.0,0.0,18.0,1.0,4.0,1.0,27.0,6.0,16.0,6.0,10.0,4.0,3.0,1.0,1.0,2.0,3.0,0.0,4.0,21.0,14.0,2.0,77.0,12.0,0.0,6.0,4.0,0.0
2021-07-30,36.0,1.0,0.0,12.0,6.0,28.0,1.0,3.0,5.0,28.0,9.0,7.0,9.0,19.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,7.0,13.0,18.0,3.0,93.0,7.0,0.0,-1.0,5.0,1.0
2021-08-02,24.0,1.0,0.0,9.0,1.0,20.0,0.0,4.0,12.0,23.0,0.0,8.0,6.0,6.0,4.0,0.0,2.0,0.0,1.0,4.0,2.0,12.0,21.0,12.0,4.0,61.0,8.0,0.0,1.0,1.0,-1.0
2021-08-06,17.0,0.0,1.0,2.0,5.0,23.0,4.0,2.0,5.0,15.0,2.0,8.0,13.0,6.0,6.0,2.0,1.0,1.0,2.0,10.0,5.0,3.0,11.0,22.0,1.0,47.0,4.0,1.0,4.0,5.0,0.0
2021-08-09,17.0,0.0,2.0,10.0,2.0,22.0,0.0,7.0,6.0,5.0,7.0,4.0,5.0,1.0,14.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,12.0,-1.0,57.0,2.0,6.0,3.0,0.0,0.0
2021-08-13,26.0,0.0,1.0,8.0,0.0,20.0,1.0,18.0,8.0,6.0,7.0,13.0,5.0,4.0,11.0,7.0,0.0,0.0,0.0,2.0,5.0,1.0,11.0,15.0,0.0,59.0,1.0,6.0,2.0,2.0,-3.0
2021-08-16,7.0,2.0,7.0,12.0,0.0,9.0,0.0,10.0,9.0,9.0,13.0,2.0,4.0,7.0,4.0,0.0,1.0,3.0,0.0,3.0,-3.0,2.0,4.0,9.0,0.0,40.0,6.0,8.0,0.0,1.0,0.0
2021-08-20,11.0,0.0,2.0,4.0,0.0,25.0,0.0,9.0,6.0,2.0,18.0,9.0,9.0,0.0,1.0,4.0,8.0,1.0,0.0,1.0,1.0,0.0,4.0,12.0,1.0,80.0,1.0,0.0,2.0,7.0,-3.0
2021-08-23,22.0,0.0,0.0,2.0,0.0,14.0,0.0,1.0,6.0,5.0,4.0,6.0,4.0,5.0,2.0,12.0,1.0,5.0,3.0,0.0,1.0,1.0,2.0,5.0,1.0,34.0,2.0,4.0,-1.0,8.0,2.0
2021-08-27,31.0,0.0,0.0,6.0,1.0,18.0,0.0,1.0,0.0,8.0,6.0,3.0,3.0,1.0,0.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,30.0,3.0,0.0,0.0,8.0,-4.0
2021-08-30,10.0,1.0,4.0,2.0,0.0,8.0,0.0,0.0,0.0,4.0,5.0,12.0,5.0,3.0,0.0,6.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,4.0,0.0,19.0,3.0,0.0,0.0,2.0,-1.0
2021-09-03,21.0,0.0,0.0,2.0,1.0,10.0,0.0,2.0,1.0,2.0,4.0,7.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,27.0,2.0,4.0,0.0,6.0,-6.0
2021-09-06,13.0,0.0,2.0,0.0,-1.0,8.0,0.0,0.0,1.0,11.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,14.0,1.0,0.0,20.0,1.0,2.0,0.0,3.0,0.0
2021-09-10,25.0,3.0,0.0,0.0,0.0,11.0,0.0,1.0,-1.0,4.0,1.0,4.0,5.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,11.0,0.0,1.0,0.0,4.0,-1.0
2021-09-13,39.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,-1.0,3.0,1.0,5.0,0.0,1.0,12.0,1.0,-1.0,0.0,1.0,2.0
2021-09-17,42.0,-2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,16.0,3.0,1.0,6.0,3.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,23.0,3.0,0.0,0.0,0.0,-2.0
2021-09-20,17.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,1.0
2021-09-24,17.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,6.0,3.0,2.0,1.0,23.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,18.0,-1.0,0.0,0.0,5.0,-1.0
2021-09-27,15.0,1.0,0.0,2.0,1.0,21.0,1.0,0.0,0.0,10.0,5.0,6.0,1.0,29.0,0.0,3.0,0.0,0.0,1.0,3.0,8.0,0.0,2.0,5.0,0.0,30.0,1.0,0.0,2.0,5.0,0.0
2021-10-01,17.0,0.0,7.0,8.0,1.0,10.0,0.0,0.0,0.0,8.0,3.0,4.0,3.0,33.0,0.0,2.0,0.0,0.0,5.0,4.0,11.0,0.0,7.0,1.0,1.0,21.0,3.0,1.0,3.0,3.0,2.0
2021-10-04,10.0,1.0,0.0,3.0,0.0,12.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,35.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,7.0,0.0,8.0,2.0,0.0,1.0,0.0,-1.0
2021-10-08,5.0,2.0,1.0,3.0,0.0,8.0,0.0,1.0,0.0,15.0,0.0,3.0,3.0,48.0,0.0,4.0,0.0,1.0,12.0,2.0,8.0,0.0,0.0,7.0,0.0,22.0,0.0,0.0,4.0,0.0,1.0
2021-10-11,6.0,-1.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,25.0,1.0,13.0,2.0,20.0,1.0,3.0,0.0,0.0,16.0,3.0,6.0,1.0,6.0,6.0,0.0,46.0,1.0,0.0,1.0,3.0,-2.0
2021-10-15,5.0,0.0,1.0,7.0,1.0,20.0,0.0,2.0,0.0,37.0,9.0,17.0,10.0,46.0,-1.0,2.0,3.0,0.0,23.0,2.0,5.0,0.0,12.0,7.0,0.0,45.0,6.0,0.0,2.0,6.0,0.0
2021-10-18,15.0,0.0,2.0,3.0,-1.0,21.0,0.0,4.0,0.0,50.0,5.0,11.0,10.0,29.0,0.0,13.0,1.0,3.0,32.0,1.0,8.0,1.0,5.0,17.0,2.0,46.0,2.0,0.0,0.0,3.0,1.0
2021-10-22,22.0,1.0,9.0,1.0,0.0,42.0,1.0,8.0,0.0,69.0,9.0,26.0,8.0,37.0,0.0,6.0,1.0,3.0,62.0,2.0,5.0,1.0,6.0,14.0,1.0,65.0,5.0,1.0,3.0,5.0,2.0
2021-10-25,9.0,1.0,4.0,1.0,0.0,28.0,0.0,3.0,0.0,56.0,11.0,14.0,1.0,40.0,1.0,9.0,3.0,1.0,31.0,5.0,-3.0,4.0,8.0,18.0,2.0,68.0,5.0,0.0,2.0,1.0,1.0
2021-10-29,21.0,1.0,3.0,8.0,0.0,52.0,-1.0,8.0,1.0,59.0,18.0,22.0,3.0,36.0,1.0,1.0,7.0,1.0,36.0,0.0,3.0,0.0,16.0,14.0,2.0,74.0,3.0,0.0,9.0,6.0,1.0
2021-11-01,6.0,2.0,16.0,7.0,0.0,22.0,1.0,7.0,0.0,62.0,5.0,6.0,4.0,47.0,0.0,2.0,4.0,0.0,11.0,2.0,5.0,4.0,13.0,15.0,0.0,52.0,17.0,4.0,6.0,1.0,1.0
2021-11-05,4.0,0.0,5.0,19.0,2.0,50.0,0.0,-2.0,1.0,47.0,9.0,33.0,11.0,54.0,1.0,2.0,-3.0,1.0,15.0,3.0,3.0,4.0,10.0,16.0,0.0,72.0,15.0,0.0,7.0,10.0,-1.0
2021-11-08,6.0,5.0,7.0,7.0,3.0,59.0,5.0,4.0,2.0,51.0,13.0,35.0,14.0,31.0,0.0,4.0,0.0,2.0,8.0,2.0,8.0,3.0,24.0,18.0,1.0,80.0,12.0,0.0,4.0,0.0,1.0
2021-11-12,11.0,3.0,12.0,14.0,3.0,98.0,1.0,16.0,3.0,39.0,16.0,24.0,18.0,38.0,2.0,7.0,0.0,10.0,15.0,9.0,22.0,4.0,27.0,30.0,0.0,105.0,11.0,0.0,8.0,4.0,0.0
2021-11-15,9.0,2.0,6.0,10.0,0.0,107.0,2.0,9.0,1.0,42.0,12.0,12.0,10.0,42.0,5.0,1.0,0.0,2.0,10.0,0.0,11.0,7.0,15.0,25.0,0.0,79.0,10.0,0.0,11.0,6.0,1.0
2021-11-19,24.0,0.0,10.0,23.0,11.0,154.0,1.0,16.0,1.0,39.0,7.0,18.0,18.0,32.0,3.0,3.0,0.0,7.0,13.0,2.0,18.0,13.0,13.0,32.0,2.0,90.0,36.0,4.0,9.0,6.0,1.0
2021-11-22,12.0,0.0,3.0,13.0,6.0,143.0,0.0,15.0,2.0,28.0,17.0,19.0,19.0,25.0,0.0,2.0,8.0,3.0,9.0,12.0,13.0,14.0,19.0,28.0,1.0,74.0,23.0,4.0,12.0,3.0,0.0
2021-11-26,28.0,2.0,5.0,23.0,6.0,162.0,0.0,1.0,1.0,28.0,20.0,15.0,13.0,19.0,0.0,3.0,4.0,7.0,11.0,16.0,15.0,14.0,15.0,22.0,5.0,106.0,17.0,0.0,13.0,2.0,2.0
2021-11-29,24.0,0.0,2.0,14.0,3.0,61.0,0.0,1.0,3.0,10.0,7.0,9.0,7.0,15.0,4.0,1.0,3.0,4.0,7.0,8.0,7.0,4.0,21.0,33.0,5.0,70.0,9.0,0.0,13.0,5.0,2.0
2021-12-03,28.0,1.0,3.0,14.0,2.0,102.0,0.0,-1.0,1.0,12.0,6.0,19.0,12.0,10.0,0.0,2.0,3.0,17.0,0.0,3.0,7.0,6.0,19.0,9.0,0.0,72.0,12.0,0.0,5.0,1.0,5.0
2021-12-06,23.0,0.0,1.0,12.0,3.0,73.0,0.0,1.0,2.0,8.0,11.0,9.0,11.0,5.0,0.0,0.0,2.0,5.0,3.0,4.0,1.0,4.0,12.0,18.0,0.0,54.0,6.0,2.0,9.0,3.0,1.0
2021-12-10,24.0,0.0,-1.0,13.0,4.0,55.0,0.0,7.0,0.0,26.0,11.0,16.0,8.0,6.0,1.0,0.0,3.0,4.0,3.0,12.0,0.0,4.0,8.0,10.0,3.0,53.0,5.0,0.0,7.0,2.0,0.0
2021-12-13,15.0,-1.0,1.0,4.0,-2.0,40.0,0.0,4.0,1.0,10.0,9.0,9.0,7.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,15.0,1.0,48.0,4.0,0.0,2.0,2.0,-1.0
2021-12-17,31.0,0.0,1.0,5.0,0.0,31.0,1.0,0.0,5.0,11.0,8.0,11.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,8.0,1.0,42.0,8.0,2.0,0.0,4.0,1.0
2021-12-20,28.0,0.0,4.0,9.0,1.0,38.0,0.0,2.0,2.0,17.0,5.0,14.0,7.0,1.0,2.0,2.0,0.0,6.0,0.0,3.0,5.0,0.0,10.0,4.0,1.0,31.0,7.0,0.0,1.0,1.0,3.0
2021-12-24,44.0,1.0,2.0,9.0,0.0,5.0,2.0,3.0,3.0,7.0,2.0,15.0,9.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,6.0,1.0,13.0,4.0,4.0,39.0,5.0,0.0,1.0,2.0,1.0
2021-12-27,18.0,0.0,0.0,7.0,1.0,22.0,2.0,1.0,1.0,6.0,0.0,7.0,6.0,2.0,0.0,7.0,0.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,26.0,0.0,0.0,0.0,0.0,2.0
2021-12-31,20.0,0.0,5.0,4.0,0.0,37.0,2.0,1.0,0.0,10.0,4.0,8.0,10.0,3.0,3.0,8.0,1.0,4.0,1.0,1.0,4.0,5.0,7.0,7.0,-1.0,56.0,5.0,0.0,9.0,1.0,2.0
2022-01-03,12.0,1.0,3.0,8.0,0.0,28.0,4.0,2.0,0.0,5.0,1.0,9.0,10.0,1.0,3.0,4.0,5.0,5.0,1.0,0.0,4.0,1.0,3.0,2.0,0.0,18.0,4.0,0.0,2.0,1.0,0.0
2022-01-07,16.0,0.0,1.0,9.0,1.0,43.0,0.0,0.0,3.0,13.0,6.0,9.0,13.0,11.0,3.0,3.0,3.0,1.0,5.0,3.0,0.0,3.0,3.0,10.0,0.0,46.0,6.0,2.0,2.0,0.0,8.0
2022-01-10,13.0,1.0,8.0,5.0,1.0,42.0,0.0,2.0,2.0,22.0,6.0,11.0,25.0,4.0,4.0,6.0,15.0,0.0,0.0,1.0,3.0,2.0,12.0,13.0,0.0,57.0,8.0,5.0,5.0,2.0,-3.0
2022-01-14,32.0,1.0,7.0,18.0,8.0,102.0,1.0,2.0,3.0,32.0,7.0,27.0,28.0,7.0,4.0,9.0,5.0,6.0,5.0,4.0,8.0,4.0,14.0,12.0,7.0,151.0,2.0,6.0,5.0,2.0,11.0
2022-01-17,17.0,0.0,7.0,19.0,5.0,127.0,1.0,3.0,4.0,51.0,8.0,23.0,36.0,12.0,7.0,8.0,2.0,6.0,6.0,18.0,7.0,6.0,36.0,24.0,9.0,160.0,7.0,6.0,11.0,3.0,-3.0
2022-01-21,31.0,1.0,29.0,23.0,7.0,197.0,9.0,2.0,2.0,107.0,23.0,44.0,79.0,17.0,9.0,18.0,10.0,15.0,9.0,13.0,18.0,19.0,30.0,44.0,5.0,270.0,23.0,2.0,19.0,8.0,73.0
2022-01-24,66.0,5.0,36.0,42.0,10.0,264.0,10.0,5.0,0.0,186.0,46.0,79.0,72.0,46.0,11.0,13.0,10.0,9.0,19.0,4.0,23.0,23.0,57.0,67.0,14.0,319.0,33.0,10.0,10.0,14.0,114.0
2022-01-28,153.0,22.0,68.0,112.0,17.0,623.0,27.0,14.0,13.0,386.0,106.0,159.0,202.0,88.0,33.0,36.0,24.0,34.0,48.0,37.0,80.0,39.0,133.0,145.0,45.0,971.0,83.0,3.0,60.0,57.0,-213.0
2022-01-31,170.0,39.0,104.0,88.0,21.0,547.0,38.0,32.0,18.0,427.0,104.0,133.0,136.0,119.0,30.0,44.0,13.0,11.0,36.0,40.0,53.0,43.0,83.0,131.0,22.0,962.0,64.0,9.0,50.0,53.0,2.0
2022-02-04,264.0,61.0,163.0,217.0,27.0,1206.0,36.0,37.0,35.0,748.0,193.0,295.0,368.0,182.0,84.0,74.0,26.0,47.0,113.0,82.0,125.0,93.0,210.0,305.0,62.0,1930.0,103.0,8.0,98.0,88.0,1.0
2022-02-07,286.0,40.0,124.0,218.0,33.0,925.0,25.0,41.0,24.0,436.0,159.0,266.0,212.0,189.0,60.0,53.0,41.0,47.0,97.0,105.0,87.0,83.0,252.0,241.0,58.0,1723.0,143.0,10.0,104.0,67.0,1.0
2022-02-11,335.0,54.0,242.0,345.0,51.0,1407.0,45.0,71.0,48.0,892.0,264.0,335.0,326.0,399.0,79.0,77.0,87.0,36.0,135.0,131.0,140.0,88.0,439.0,404.0,122.0,2407.0,139.0,10.0,137.0,144.0,3.0
2022-02-14,326.0,39.0,175.0,273.0,50.0,1212.0,28.0,59.0,20.0,851.0,244.0,312.0,316.0,342.0,83.0,96.0,17.0,88.0,96.0,67.0,113.0,118.0,212.0,327.0,57.0,2211.0,163.0,7.0,140.0,114.0,-1.0
2022-02-18,490.0,76.0,392.0,265.0,87.0,1502.0,62.0,84.0,60.0,1134.0,454.0,418.0,526.0,453.0,62.0,103.0,64.0,105.0,175.0,106.0,153.0,161.0,230.0,468.0,98.0,3013.0,332.0,17.0,168.0,147.0,-2.0
2022-02-21,440.0,29.0,249.0,438.0,64.0,1058.0,53.0,72.0,40.0,744.0,193.0,482.0,409.0,294.0,125.0,58.0,73.0,67.0,144.0,150.0,115.0,124.0,487.0,428.0,143.0,2831.0,209.0,18.0,149.0,179.0,0.0
2022-02-25,445.0,58.0,220.0,523.0,86.0,1210.0,82.0,71.0,48.0,889.0,349.0,497.0,391.0,393.0,87.0,112.0,98.0,85.0,157.0,184.0,137.0,160.0,485.0,368.0,169.0,2794.0,284.0,26.0,190.0,121.0,0.0
2022-02-28,450.0,64.0,192.0,346.0,43.0,943.0,36.0,51.0,37.0,1000.0,147.0,375.0,295.0,344.0,115.0,100.0,50.0,64.0,195.0,123.0,100.0,103.0,348.0,413.0,98.0,1744.0,225.0,11.0,169.0,125.0,1.0
2022-03-04,446.0,47.0,203.0,417.0,68.0,972.0,49.0,58.0,53.0,1081.0,251.0,371.0,298.0,633.0,92.0,109.0,82.0,98.0,233.0,87.0,97.0,129.0,429.0,502.0,111.0,2218.0,187.0,21.0,194.0,200.0,1.0
2022-03-07,296.0,20.0,135.0,279.0,43.0,649.0,29.0,47.0,39.0,622.0,212.0,252.0,227.0,281.0,72.0,44.0,59.0,55.0,158.0,79.0,61.0,120.0,233.0,290.0,98.0,1383.0,137.0,9.0,104.0,125.0,0.0
2022-03-11,307.0,40.0,189.0,424.0,52.0,818.0,31.0,66.0,57.0,745.0,143.0,323.0,234.0,289.0,76.0,41.0,78.0,69.0,135.0,70.0,55.0,101.0,314.0,316.0,90.0,1469.0,145.0,23.0,107.0,141.0,0.0
2022-03-14,184.0,26.0,150.0,222.0,54.0,541.0,29.0,37.0,37.0,501.0,102.0,230.0,165.0,187.0,55.0,33.0,37.0,55.0,111.0,54.0,61.0,88.0,159.0,215.0,69.0,1025.0,91.0,15.0,80.0,79.0,0.0
2022-03-18,242.0,39.0,213.0,310.0,50.0,642.0,38.0,55.0,49.0,672.0,103.0,230.0,165.0,296.0,74.0,55.0,52.0,63.0,125.0,62.0,72.0,101.0,226.0,242.0,50.0,1319.0,106.0,12.0,118.0,100.0,0.0
2022-03-21,87.0,26.0,91.0,188.0,14.0,424.0,18.0,35.0,19.0,339.0,64.0,152.0,119.0,192.0,36.0,18.0,17.0,28.0,71.0,30.0,39.0,32.0,119.0,177.0,33.0,586.0,70.0,4.0,65.0,64.0,0.0
2022-03-25,194.0,39.0,71.0,117.0,17.0,355.0,16.0,24.0,21.0,313.0,84.0,147.0,98.0,142.0,34.0,17.0,20.0,19.0,78.0,34.0,36.0,36.0,134.0,170.0,34.0,655.0,39.0,6.0,66.0,54.0,0.0
2022-03-28,104.0,19.0,53.0,46.0,13.0,217.0,2.0,16.0,22.0,207.0,26.0,81.0,51.0,65.0,6.0,11.0,8.0,13.0,25.0,28.0,20.0,25.0,81.0,83.0,12.0,355.0,31.0,4.0,19.0,26.0,0.0
2022-04-01,77.0,10.0,53.0,47.0,10.0,178.0,7.0,6.0,13.0,201.0,35.0,104.0,50.0,95.0,7.0,4.0,7.0,20.0,29.0,14.0,19.0,14.0,63.0,68.0,16.0,437.0,33.0,0.0,23.0,25.0,0.0
2022-04-04,42.0,4.0,9.0,28.0,11.0,105.0,1.0,1.0,6.0,107.0,35.0,45.0,35.0,52.0,10.0,17.0,14.0,8.0,19.0,15.0,12.0,12.0,31.0,42.0,10.0,257.0,9.0,0.0,27.0,15.0,0.0
2022-04-08,29.0,4.0,21.0,34.0,5.0,147.0,5.0,4.0,2.0,144.0,14.0,46.0,41.0,83.0,9.0,7.0,8.0,10.0,47.0,9.0,9.0,6.0,42.0,50.0,13.0,292.0,19.0,0.0,10.0,9.0,0.0
2022-04-11,22.0,4.0,11.0,23.0,2.0,62.0,4.0,0.0,1.0,60.0,11.0,35.0,18.0,21.0,10.0,2.0,7.0,4.0,4.0,9.0,1.0,8.0,35.0,29.0,7.0,205.0,15.0,0.0,7.0,2.0,0.0
2022-04-15,21.0,4.0,16.0,17.0,1.0,67.0,10.0,5.0,1.0,58.0,6.0,31.0,30.0,14.0,15.0,4.0,7.0,10.0,5.0,11.0,7.0,7.0,35.0,29.0,13.0,196.0,4.0,3.0,12.0,2.0,0.0
2022-04-18,7.0,0.0,8.0,11.0,0.0,24.0,2.0,1.0,2.0,21.0,12.0,17.0,20.0,4.0,9.0,2.0,5.0,1.0,3.0,14.0,11.0,9.0,31.0,18.0,5.0,118.0,5.0,0.0,4.0,3.0,0.0
2022-04-22,11.0,2.0,15.0,6.0,1.0,59.0,4.0,4.0,1.0,50.0,15.0,49.0,13.0,14.0,7.0,2.0,11.0,1.0,5.0,14.0,14.0,13.0,22.0,27.0,7.0,224.0,21.0,0.0,16.0,10.0,0.0
2022-04-25,11.0,3.0,8.0,7.0,6.0,52.0,3.0,3.0,6.0,28.0,4.0,24.0,12.0,10.0,4.0,3.0,4.0,0.0,4.0,5.0,7.0,10.0,13.0,35.0,2.0,128.0,11.0,2.0,1.0,4.0,0.0
2022-04-29,18.0,1.0,8.0,6.0,1.0,48.0,0.0,2.0,1.0,23.0,11.0,29.0,15.0,7.0,11.0,0.0,8.0,2.0,3.0,2.0,5.0,5.0,13.0,16.0,7.0,158.0,5.0,0.0,6.0,6.0,0.0
2022-05-02,5.0,0.0,5.0,3.0,0.0,50.0,0.0,2.0,1.0,27.0,5.0,26.0,11.0,7.0,1.0,1.0,8.0,1.0,2.0,7.0,4.0,7.0,10.0,15.0,3.0,102.0,9.0,0.0,3.0,4.0,0.0
2022-05-06,13.0,0.0,6.0,11.0,3.0,55.0,0.0,5.0,0.0,49.0,7.0,28.0,16.0,18.0,14.0,0.0,5.0,5.0,13.0,4.0,13.0,8.0,20.0,17.0,20.0,148.0,16.0,0.0,17.0,3.0,0.0
2022-05-09,4.0,0.0,5.0,5.0,1.0,57.0,1.0,2.0,6.0,34.0,5.0,20.0,11.0,15.0,5.0,0.0,2.0,4.0,9.0,13.0,6.0,17.0,21.0,23.0,10.0,122.0,3.0,1.0,6.0,4.0,0.0
2022-05-13,12.0,1.0,10.0,9.0,6.0,93.0,0.0,3.0,6.0,54.0,10.0,37.0,17.0,8.0,2.0,0.0,8.0,3.0,3.0,13.0,22.0,12.0,31.0,21.0,21.0,253.0,7.0,1.0,10.0,9.0,-1.0
2022-05-16,13.0,0.0,13.0,18.0,6.0,81.0,0.0,2.0,10.0,50.0,8.0,61.0,21.0,9.0,6.0,1.0,14.0,3.0,4.0,14.0,15.0,25.0,21.0,26.0,20.0,248.0,5.0,6.0,4.0,4.0,0.0
2022-05-20,24.0,6.0,30.0,19.0,3.0,142.0,0.0,4.0,7.0,75.0,9.0,82.0,44.0,9.0,14.0,1.0,22.0,3.0,11.0,19.0,12.0,27.0,39.0,50.0,17.0,355.0,12.0,13.0,21.0,9.0,0.0
2022-05-23,19.0,2.0,23.0,18.0,6.0,134.0,2.0,4.0,4.0,91.0,15.0,72.0,36.0,14.0,13.0,2.0,12.0,8.0,8.0,11.0,7.0,27.0,35.0,52.0,5.0,310.0,14.0,11.0,19.0,6.0,0.0
2022-05-27,36.0,6.0,34.0,30.0,5.0,251.0,3.0,6.0,11.0,108.0,16.0,89.0,36.0,20.0,25.0,4.0,14.0,20.0,15.0,12.0,25.0,23.0,45.0,90.0,14.0,458.0,14.0,3.0,26.0,11.0,0.0
2022-05-30,24.0,1.0,21.0,18.0,7.0,188.0,5.0,0.0,5.0,61.0,14.0,70.0,36.0,22.0,13.0,1.0,12.0,12.0,14.0,7.0,22.0,15.0,33.0,66.0,20.0,429.0,19.0,2.0,19.0,11.0,0.0
2022-06-03,25.0,13.0,18.0,15.0,7.0,251.0,0.0,8.0,0.0,121.0,7.0,103.0,57.0,36.0,17.0,2.0,15.0,20.0,14.0,12.0,24.0,36.0,53.0,59.0,21.0,403.0,25.0,4.0,20.0,11.0,0.0
2022-06-06,33.0,6.0,39.0,24.0,8.0,214.0,1.0,14.0,4.0,154.0,20.0,92.0,51.0,30.0,16.0,6.0,11.0,7.0,14.0,4.0,26.0,25.0,40.0,74.0,12.0,394.0,27.0,2.0,13.0,24.0,0.0
2022-06-10,35.0,13.0,37.0,40.0,18.0,348.0,2.0,21.0,9.0,270.0,34.0,149.0,89.0,56.0,25.0,15.0,24.0,17.0,19.0,19.0,31.0,30.0,74.0,107.0,9.0,709.0,48.0,3.0,28.0,15.0,0.0
2022-06-13,17.0,4.0,21.0,28.0,6.0,205.0,2.0,20.0,-1.0,122.0,25.0,109.0,53.0,34.0,11.0,3.0,12.0,16.0,9.0,14.0,23.0,27.0,43.0,71.0,12.0,471.0,22.0,0.0,8.0,15.0,0.0
2022-06-17,50.0,11.0,29.0,44.0,15.0,290.0,6.0,29.0,1.0,242.0,40.0,113.0,68.0,49.0,21.0,17.0,12.0,24.0,14.0,12.0,20.0,37.0,65.0,94.0,23.0,585.0,30.0,9.0,25.0,14.0,0.0
2022-06-20,37.0,4.0,23.0,34.0,7.0,134.0,4.0,25.0,6.0,150.0,24.0,90.0,145.0,50.0,11.0,18.0,16.0,16.0,16.0,5.0,18.0,36.0,49.0,80.0,13.0,468.0,46.0,1.0,13.0,13.0,1.0
2022-06-24,108.0,7.0,38.0,31.0,9.0,215.0,1.0,19.0,6.0,164.0,24.0,96.0,81.0,50.0,25.0,10.0,10.0,18.0,20.0,24.0,21.0,23.0,47.0,78.0,36.0,467.0,39.0,2.0,37.0,29.0,0.0
2022-06-27,83.0,9.0,28.0,38.0,8.0,174.0,8.0,19.0,4.0,95.0,30.0,100.0,77.0,62.0,22.0,17.0,23.0,14.0,12.0,35.0,9.0,24.0,72.0,56.0,28.0,441.0,60.0,2.0,18.0,32.0,1.0
