,Cauquenes,Chanco,Colbun,Constitucion,Curepto,Curico,Empedrado,Hualane,Licanten,Linares,Longavi,Maule,Molina,Parral,Pelarco,Pelluhue,Pencahue,Rauco,Retiro,Rio Claro,Romeral,Sagrada Familia,San Clemente,San Javier,San Rafael,Talca,Teno,Vichuquen,Villa Alegre,Yerbas Buenas,Desconocido Maule
2022-07-01,88.0,7.0,38.0,40.0,12.0,197.0,10.0,27.0,4.0,156.0,18.0,90.0,54.0,49.0,18.0,17.0,23.0,14.0,17.0,40.0,18.0,25.0,29.0,73.0,16.0,422.0,42.0,2.0,36.0,26.0,0.0
2022-07-04,57.0,7.0,25.0,41.0,11.0,192.0,6.0,20.0,8.0,99.0,23.0,62.0,68.0,38.0,20.0,10.0,7.0,12.0,25.0,33.0,8.0,28.0,58.0,38.0,11.0,419.0,31.0,7.0,31.0,12.0,0.0
2022-07-08,88.0,9.0,47.0,36.0,21.0,237.0,2.0,19.0,9.0,176.0,25.0,92.0,64.0,47.0,17.0,10.0,21.0,6.0,25.0,26.0,21.0,35.0,86.0,88.0,5.0,521.0,39.0,3.0,44.0,26.0,0.0
2022-07-11,56.0,7.0,21.0,56.0,18.0,160.0,2.0,13.0,5.0,84.0,18.0,82.0,66.0,70.0,14.0,7.0,19.0,5.0,20.0,33.0,16.0,38.0,43.0,49.0,8.0,318.0,20.0,0.0,22.0,16.0,1.0
2022-07-15,80.0,7.0,37.0,64.0,46.0,265.0,5.0,14.0,5.0,89.0,35.0,97.0,49.0,84.0,5.0,11.0,30.0,25.0,42.0,34.0,15.0,15.0,61.0,79.0,19.0,471.0,49.0,4.0,18.0,15.0,-1.0
2022-07-18,37.0,9.0,38.0,30.0,22.0,161.0,2.0,8.0,4.0,91.0,18.0,88.0,45.0,64.0,10.0,11.0,7.0,20.0,32.0,13.0,26.0,18.0,52.0,48.0,12.0,292.0,16.0,3.0,19.0,6.0,0.0
2022-07-22,79.0,4.0,57.0,41.0,20.0,237.0,0.0,15.0,6.0,129.0,22.0,91.0,66.0,65.0,15.0,12.0,10.0,22.0,33.0,14.0,22.0,21.0,75.0,80.0,24.0,435.0,42.0,2.0,43.0,23.0,0.0
2022-07-25,46.0,5.0,26.0,46.0,18.0,232.0,3.0,10.0,15.0,111.0,12.0,80.0,60.0,36.0,18.0,12.0,5.0,22.0,10.0,17.0,27.0,32.0,54.0,51.0,16.0,316.0,32.0,4.0,24.0,20.0,0.0
2022-07-29,62.0,13.0,67.0,53.0,21.0,332.0,8.0,14.0,20.0,190.0,53.0,90.0,81.0,60.0,17.0,19.0,3.0,36.0,33.0,20.0,28.0,36.0,64.0,103.0,16.0,409.0,81.0,5.0,59.0,18.0,1.0
2022-08-01,68.0,4.0,51.0,32.0,21.0,255.0,9.0,15.0,12.0,116.0,40.0,99.0,62.0,76.0,17.0,15.0,6.0,32.0,11.0,23.0,28.0,30.0,62.0,90.0,10.0,378.0,39.0,8.0,44.0,23.0,-1.0
2022-08-05,113.0,31.0,94.0,74.0,34.0,453.0,9.0,20.0,6.0,289.0,66.0,173.0,177.0,104.0,32.0,21.0,22.0,37.0,25.0,37.0,64.0,46.0,110.0,106.0,46.0,747.0,89.0,14.0,70.0,31.0,0.0
2022-08-08,77.0,24.0,58.0,90.0,24.0,325.0,5.0,35.0,16.0,182.0,56.0,108.0,157.0,80.0,17.0,10.0,20.0,21.0,19.0,30.0,48.0,28.0,77.0,99.0,20.0,494.0,44.0,2.0,42.0,20.0,0.0
2022-08-12,136.0,16.0,123.0,119.0,20.0,598.0,3.0,29.0,16.0,327.0,103.0,224.0,227.0,155.0,52.0,17.0,59.0,71.0,65.0,32.0,101.0,87.0,114.0,171.0,52.0,881.0,74.0,7.0,58.0,47.0,0.0
2022-08-15,98.0,11.0,78.0,82.0,32.0,442.0,16.0,24.0,20.0,184.0,61.0,137.0,166.0,146.0,31.0,12.0,30.0,39.0,59.0,44.0,72.0,78.0,67.0,123.0,28.0,620.0,55.0,9.0,41.0,47.0,0.0
2022-08-19,76.0,17.0,100.0,99.0,34.0,478.0,21.0,29.0,9.0,271.0,98.0,212.0,141.0,83.0,45.0,19.0,27.0,23.0,67.0,37.0,57.0,91.0,70.0,143.0,26.0,687.0,93.0,9.0,62.0,48.0,0.0
2022-08-22,77.0,9.0,83.0,137.0,19.0,382.0,7.0,22.0,25.0,240.0,54.0,140.0,160.0,98.0,38.0,10.0,10.0,29.0,80.0,30.0,45.0,69.0,42.0,150.0,20.0,585.0,78.0,4.0,40.0,64.0,0.0
2022-08-26,82.0,12.0,81.0,105.0,18.0,428.0,7.0,33.0,17.0,226.0,60.0,173.0,140.0,108.0,32.0,6.0,19.0,28.0,77.0,32.0,49.0,66.0,90.0,127.0,31.0,789.0,78.0,6.0,37.0,60.0,0.0
2022-08-29,54.0,6.0,33.0,78.0,12.0,288.0,3.0,17.0,8.0,109.0,40.0,153.0,108.0,73.0,19.0,9.0,19.0,23.0,53.0,26.0,31.0,36.0,41.0,107.0,23.0,513.0,41.0,3.0,32.0,53.0,0.0
2022-09-02,71.0,16.0,59.0,78.0,8.0,279.0,1.0,25.0,9.0,158.0,50.0,132.0,89.0,88.0,27.0,9.0,18.0,17.0,45.0,36.0,35.0,44.0,66.0,121.0,25.0,551.0,58.0,6.0,21.0,53.0,0.0
2022-09-05,56.0,7.0,33.0,57.0,19.0,190.0,3.0,18.0,4.0,84.0,36.0,70.0,57.0,65.0,31.0,6.0,14.0,17.0,40.0,16.0,21.0,36.0,27.0,83.0,15.0,284.0,24.0,2.0,11.0,30.0,0.0
2022-09-09,68.0,15.0,43.0,59.0,9.0,193.0,3.0,11.0,4.0,138.0,48.0,91.0,85.0,100.0,22.0,7.0,11.0,20.0,54.0,33.0,23.0,62.0,46.0,74.0,17.0,437.0,23.0,0.0,25.0,23.0,0.0
2022-09-12,46.0,5.0,30.0,31.0,10.0,171.0,2.0,11.0,2.0,54.0,29.0,52.0,74.0,52.0,10.0,5.0,6.0,21.0,27.0,7.0,16.0,49.0,38.0,54.0,14.0,200.0,17.0,3.0,7.0,20.0,0.0
2022-09-19,100.0,16.0,48.0,40.0,19.0,227.0,7.0,28.0,7.0,144.0,27.0,112.0,86.0,88.0,29.0,9.0,12.0,16.0,40.0,23.0,28.0,64.0,64.0,91.0,23.0,442.0,40.0,0.0,29.0,18.0,0.0
2022-09-23,86.0,0.0,23.0,30.0,19.0,83.0,8.0,17.0,5.0,103.0,31.0,82.0,44.0,58.0,39.0,4.0,5.0,6.0,33.0,17.0,23.0,15.0,68.0,60.0,14.0,251.0,13.0,1.0,14.0,13.0,0.0
2022-09-26,80.0,3.0,43.0,25.0,14.0,90.0,7.0,20.0,7.0,104.0,18.0,64.0,65.0,71.0,25.0,15.0,4.0,7.0,19.0,11.0,22.0,21.0,47.0,64.0,24.0,224.0,15.0,1.0,26.0,19.0,0.0
2022-10-03,111.0,3.0,75.0,80.0,20.0,182.0,19.0,15.0,12.0,208.0,49.0,105.0,108.0,102.0,33.0,11.0,14.0,8.0,47.0,36.0,35.0,42.0,83.0,90.0,35.0,457.0,40.0,3.0,51.0,21.0,0.0
2022-10-10,119.0,4.0,63.0,72.0,13.0,141.0,15.0,11.0,26.0,196.0,39.0,80.0,72.0,88.0,23.0,27.0,11.0,9.0,34.0,29.0,23.0,22.0,41.0,101.0,31.0,449.0,26.0,6.0,29.0,16.0,0.0
2022-10-14,56.0,3.0,42.0,49.0,14.0,79.0,9.0,6.0,16.0,139.0,15.0,87.0,64.0,27.0,15.0,5.0,13.0,10.0,35.0,4.0,8.0,18.0,26.0,41.0,21.0,324.0,17.0,1.0,22.0,2.0,0.0
2022-10-17,40.0,3.0,25.0,65.0,8.0,69.0,5.0,6.0,9.0,103.0,18.0,53.0,50.0,50.0,10.0,13.0,2.0,2.0,25.0,14.0,8.0,23.0,36.0,39.0,10.0,310.0,19.0,2.0,21.0,9.0,0.0
2022-10-21,63.0,3.0,49.0,66.0,10.0,106.0,4.0,11.0,10.0,234.0,32.0,115.0,70.0,60.0,37.0,8.0,22.0,1.0,51.0,10.0,9.0,29.0,79.0,84.0,12.0,500.0,22.0,0.0,23.0,14.0,1.0
2022-10-24,64.0,3.0,24.0,36.0,14.0,66.0,6.0,10.0,6.0,110.0,20.0,91.0,67.0,49.0,25.0,5.0,12.0,6.0,37.0,8.0,16.0,21.0,49.0,85.0,6.0,332.0,9.0,1.0,15.0,7.0,0.0
2022-10-28,114.0,4.0,42.0,70.0,13.0,99.0,6.0,18.0,14.0,169.0,41.0,114.0,68.0,58.0,33.0,22.0,19.0,7.0,35.0,4.0,9.0,41.0,80.0,136.0,22.0,451.0,22.0,1.0,28.0,9.0,0.0
2022-10-31,66.0,3.0,28.0,74.0,15.0,69.0,3.0,6.0,4.0,107.0,21.0,55.0,60.0,56.0,11.0,7.0,6.0,6.0,30.0,11.0,7.0,10.0,36.0,52.0,15.0,253.0,25.0,0.0,9.0,10.0,0.0
2022-11-04,88.0,2.0,57.0,39.0,19.0,76.0,1.0,11.0,3.0,64.0,37.0,59.0,53.0,41.0,16.0,4.0,20.0,5.0,20.0,8.0,14.0,25.0,22.0,37.0,25.0,246.0,24.0,0.0,23.0,5.0,0.0
2022-11-07,101.0,1.0,54.0,59.0,20.0,96.0,8.0,21.0,7.0,138.0,39.0,95.0,103.0,99.0,21.0,9.0,13.0,4.0,31.0,19.0,14.0,20.0,51.0,94.0,15.0,504.0,20.0,0.0,24.0,18.0,0.0
2022-11-11,92.0,5.0,45.0,57.0,19.0,126.0,13.0,31.0,8.0,168.0,49.0,91.0,109.0,65.0,28.0,7.0,27.0,11.0,49.0,12.0,25.0,44.0,57.0,146.0,20.0,564.0,26.0,2.0,27.0,21.0,0.0
2022-11-14,62.0,2.0,29.0,37.0,14.0,81.0,5.0,24.0,6.0,63.0,27.0,62.0,99.0,69.0,9.0,2.0,14.0,7.0,35.0,5.0,17.0,28.0,58.0,50.0,19.0,383.0,26.0,1.0,13.0,16.0,0.0
2022-11-18,97.0,4.0,44.0,54.0,13.0,111.0,3.0,20.0,7.0,129.0,60.0,72.0,114.0,81.0,24.0,13.0,23.0,9.0,43.0,13.0,28.0,26.0,46.0,71.0,25.0,470.0,49.0,5.0,24.0,11.0,0.0
2022-11-21,51.0,4.0,24.0,22.0,15.0,74.0,3.0,10.0,5.0,71.0,31.0,46.0,71.0,53.0,3.0,1.0,13.0,8.0,34.0,4.0,20.0,21.0,25.0,59.0,11.0,308.0,28.0,0.0,9.0,7.0,0.0
2022-11-25,65.0,3.0,35.0,44.0,12.0,100.0,6.0,6.0,5.0,115.0,43.0,68.0,76.0,84.0,12.0,6.0,22.0,14.0,38.0,7.0,21.0,19.0,24.0,73.0,12.0,333.0,29.0,1.0,12.0,17.0,0.0
2022-11-28,42.0,2.0,20.0,11.0,8.0,60.0,15.0,4.0,7.0,94.0,17.0,32.0,47.0,72.0,4.0,0.0,19.0,5.0,22.0,7.0,14.0,13.0,17.0,55.0,9.0,192.0,30.0,0.0,13.0,9.0,0.0
2022-12-02,62.0,1.0,23.0,17.0,3.0,74.0,12.0,15.0,3.0,128.0,24.0,58.0,55.0,90.0,10.0,9.0,7.0,9.0,27.0,10.0,4.0,15.0,20.0,45.0,13.0,235.0,26.0,1.0,21.0,13.0,0.0
2022-12-05,37.0,0.0,20.0,14.0,9.0,50.0,5.0,12.0,2.0,56.0,18.0,29.0,59.0,45.0,1.0,4.0,5.0,3.0,32.0,2.0,5.0,10.0,4.0,22.0,13.0,113.0,19.0,0.0,8.0,17.0,0.0
2022-12-09,69.0,7.0,8.0,23.0,3.0,76.0,4.0,7.0,2.0,96.0,28.0,30.0,73.0,58.0,11.0,2.0,7.0,4.0,17.0,8.0,11.0,20.0,7.0,39.0,14.0,191.0,17.0,0.0,17.0,9.0,0.0
2022-12-12,18.0,0.0,11.0,3.0,2.0,59.0,1.0,6.0,2.0,29.0,18.0,31.0,49.0,47.0,6.0,1.0,3.0,8.0,11.0,8.0,5.0,10.0,6.0,34.0,6.0,103.0,11.0,0.0,9.0,5.0,0.0
2022-12-16,34.0,0.0,18.0,18.0,8.0,81.0,0.0,14.0,2.0,101.0,27.0,37.0,52.0,64.0,4.0,6.0,3.0,11.0,23.0,9.0,7.0,10.0,21.0,45.0,17.0,222.0,21.0,2.0,12.0,24.0,0.0
2022-12-19,19.0,1.0,7.0,14.0,4.0,39.0,2.0,3.0,0.0,63.0,33.0,25.0,45.0,38.0,3.0,2.0,4.0,1.0,12.0,4.0,7.0,9.0,9.0,19.0,14.0,129.0,21.0,-1.0,17.0,13.0,0.0
2022-12-23,22.0,0.0,14.0,14.0,11.0,63.0,1.0,8.0,1.0,80.0,32.0,32.0,44.0,53.0,4.0,4.0,7.0,4.0,15.0,3.0,7.0,8.0,13.0,46.0,9.0,174.0,26.0,1.0,15.0,14.0,0.0
2022-12-26,19.0,0.0,16.0,9.0,4.0,52.0,0.0,2.0,1.0,37.0,12.0,27.0,39.0,42.0,7.0,3.0,14.0,0.0,21.0,2.0,8.0,12.0,8.0,23.0,9.0,159.0,20.0,1.0,21.0,16.0,0.0
2022-12-30,42.0,0.0,45.0,24.0,10.0,102.0,2.0,11.0,0.0,148.0,51.0,86.0,66.0,94.0,11.0,4.0,15.0,12.0,27.0,12.0,21.0,18.0,21.0,59.0,36.0,346.0,38.0,0.0,19.0,30.0,0.0
2023-01-05,50.0,4.0,40.0,36.0,29.0,110.0,2.0,12.0,3.0,101.0,30.0,63.0,58.0,85.0,6.0,4.0,18.0,5.0,23.0,7.0,16.0,19.0,22.0,74.0,16.0,205.0,18.0,0.0,19.0,14.0,0.0
2023-01-09,23.0,1.0,25.0,18.0,14.0,74.0,2.0,4.0,5.0,29.0,19.0,54.0,43.0,34.0,11.0,6.0,7.0,0.0,9.0,8.0,5.0,9.0,30.0,55.0,20.0,122.0,24.0,0.0,8.0,6.0,0.0
