"dates","Algarrobo","Cabildo","Calera","Calle_Larga","Cartagena","Casablanca","Catemu","Concon","El_Quisco","El_Tabo","Hijuelas","Isla_de_Pascua","Juan_Fernandez","La_Cruz","La_Ligua","Limache","Llaillay","Los_Andes","Nogales","Olmue","Panquehue","Papudo","Petorca","Puchuncavi","Putaendo","Quillota","Quilpue","Quintero","Rinconada","San_Antonio","San_Esteban","San_Felipe","Santa_Maria","Santo_Domingo","Valparaiso","Villa_Alemana","Vina_del_Mar","Zapallar"
"20-04-11","2.82438004857934","0","0.799707840069095","0.288915469112047","0.187794485227147","0.163246649362522","0","0.726390493001227","0.268397292408114","0","0","3.4519063152626","0","0.188061481059388","0.126179940165472","0.667587938021136","0.179471027094741","0.419594210439084","0","0","0","0","2.25511686015569","0","0","0.683256125391164","0.541497982920014","0.65890476849381","0.422791863793373","0.738195878800048","0","0.342197386296363","0.290945485544374","1.99510003431572","0.618366510958963","0.410184890839546","0.922413069486299","0"
"20-04-12","2.82438004857934","0","0.799707840069095","0.288915469112047","0.187794485227147","0.326493298725044","0","0.726390493001227","0.536794584816228","0.332117782250297","0","3.4519063152626","0","0.752245924237552","0.126179940165472","0.667587938021136","0.179471027094741","0.419594210439084","0","0.247166239069073","0","0","2.70614023218683","0","0.269872754996019","0.732060134347676","0.541497982920014","0.65890476849381","0.422791863793373","0.787408937386718","0","0.342197386296363","0.290945485544374","1.99510003431572","0.648530731005741","0.410184890839546","0.935590399050389","0"
"20-04-13","2.82438004857934","0","0.799707840069095","0.577830938224094","0.375588970454294","0.489739948087565","0","0.726390493001227","0.805191877224342","0.664235564500594","0","3.4519063152626","0","0.94030740529694","0.252359880330945","0.762957643452727","0.358942054189482","0.419594210439084","0","0.247166239069073","0","0","2.70614023218683","0","0.269872754996019","0.780864143304188","0.569997876757909","0.65890476849381","0.845583727586746","0.836621995973387","0","0.342197386296363","0.581890971088747","1.99510003431572","0.663612841029131","0.410184890839546","0.948767728614479","0"
"20-04-14","2.82438004857934","0","0.888564266743439","0.577830938224094","0.375588970454294","0.489739948087565","0","0.726390493001227","1.07358916963246","0.664235564500594","0","3.4519063152626","0","0.94030740529694","0.252359880330945","0.953697054315908","0.358942054189482","0.419594210439084","0","0.247166239069073","0","0","2.70614023218683","0","0.539745509992039","0.829668152260699","0.598497770595805","0.65890476849381","0.845583727586746","0.885835054560057","0","0.342197386296363","0.581890971088747","2.79314004804201","0.663612841029131","0.410184890839546","0.961945058178569","0"
"20-04-15","2.82438004857934","0","0.977420693417782","0.577830938224094","0.375588970454294","0.489739948087565","0","0.726390493001227","1.07358916963246","0.996353346750892","0","3.4519063152626","0","0.94030740529694","0.252359880330945","1.23980617061068","0.358942054189482","0.489526578845598","0","0.247166239069073","0","0","2.70614023218683","0","0.539745509992039","0.878472161217211","0.598497770595805","0.65890476849381","0.845583727586746","0.935048113146727","0","0.342197386296363","0.581890971088747","3.99020006863144","0.67869495105252","0.410184890839546","0.988299717306749","0"
"20-04-16","2.82438004857934","0","1.06627712009213","0.866746407336142","0.375588970454294","0.489739948087565","0","0.726390493001227","1.34198646204057","1.66058891125149","0","3.4519063152626","0","0.94030740529694","0.252359880330945","1.62128499233704","0.358942054189482","0.559458947252112","0","0.494332478138146","0","0","2.70614023218683","0","0.539745509992039","0.927276170173723","0.598497770595805","0.65890476849381","0.845583727586746","1.13190034749341","0","0.342197386296363","0.581890971088747","4.38922007549459","0.723941281122688","0.410184890839546","1.04100903556311","0"
"20-04-17","2.82438004857934","0","1.15513354676647","1.15566187644819","0.375588970454294","0.489739948087565","0","0.726390493001227","1.61038375444868","1.99270669350178","0","3.4519063152626","0","0.94030740529694","0.252359880330945","1.90739410863182","0.358942054189482","0.629391315658626","0","0.494332478138146","0","0","2.70614023218683","0","0.539745509992039","0.927276170173723","0.6269976644337","0.65890476849381","0.845583727586746","1.37796564042676","0","0.342197386296363","0.581890971088747","4.38922007549459","0.769187611192856","0.444366965076175","1.10689568338356","0"
"20-04-18","2.82438004857934","0","1.24398997344081","1.15566187644819","0.375588970454294","0.489739948087565","0","0.726390493001227","1.8787810468568","1.99270669350178","0","3.4519063152626","0","0.94030740529694","0.252359880330945","1.90739410863182","0.358942054189482","0.629391315658626","0","0.494332478138146","0","0","2.70614023218683","0","0.809618264988058","0.927276170173723","0.683997452109491","0.65890476849381","0.845583727586746","1.4763917576001","0","0.342197386296363","0.581890971088747","4.38922007549459","0.814433941263024","0.444366965076175","1.15960500163992","0"
"20-04-19","2.82438004857934","0.230455633833653","1.33284640011516","1.44457734556024","0.375588970454294","0.489739948087565","0","0.726390493001227","1.8787810468568","1.99270669350178","0.24932743923267","3.4519063152626","0","1.12836888635633","0.252359880330945","1.90739410863182","0.358942054189482","0.629391315658626","0","0.494332478138146","0","0","2.70614023218683","0","1.07949101998408","0.976080179130234","0.712497345947386","0.65890476849381","0.845583727586746","1.57481787477344","0.230678911103268","0.342197386296363","0.581890971088747","4.38922007549459","0.859680271333192","0.444366965076175","1.19913699033219","0"
"20-04-20","0.627640010795408","0.230455633833653","0.888564266743439","1.44457734556024","0.375588970454294","0.489739948087565","0","0.726390493001227","2.14717833926491","1.99270669350178","0.24932743923267","3.4519063152626","0","1.31643036741572","0.252359880330945","1.90739410863182","0.358942054189482","0.629391315658626","0","0.494332478138146","0","0","2.70614023218683","0","1.3493637749801","0.683256125391164","0.455998301406327","0.65890476849381","0.845583727586746","1.67324399194677","0.230678911103268","0.342197386296363","0.581890971088747","4.78824008235773","0.648530731005741","0.239274519656402","0.856526421665849","0"
"20-04-21","0.627640010795408","0.230455633833653","1.06627712009213","1.44457734556024","0.56338345568144","0.489739948087565","0","0.830160563429974","2.41557563167303","1.99270669350178","0.24932743923267","1.7259531576313","0","1.31643036741572","0.252359880330945","1.90739410863182","0.358942054189482","0.629391315658626","0","0.494332478138146","0","0","2.70614023218683","0","1.3493637749801","0.732060134347676","0.484498195244223","0.65890476849381","0.845583727586746","1.72245705053345","0.230678911103268","0.342197386296363","0.581890971088747","5.18726008922087","0.603284400935573","0.205092445419773","0.830171762537669","0"
"20-04-22","0.627640010795408","0.460911267667305","1.24398997344081","1.73349281467228","0.751177940908587","0.489739948087565","0","1.03770070428747","2.68397292408114","2.65694225800238","0.24932743923267","0.575317719210434","0","1.5044918484751","0.252359880330945","2.098133519495","0.358942054189482","0.629391315658626","0","0.494332478138146","0","0","2.70614023218683","0","1.3493637749801","0.683256125391164","0.512998089082118","0.790685722192571","0.845583727586746","1.77167010912011","0.230678911103268","0.342197386296363","0.581890971088747","5.98530010294716","0.573120180888795","0.170910371183144","0.803817103409489","0"
"20-04-23","0.313820005397704","0.460911267667305","1.33284640011516","1.73349281467228","0.938972426135734","0.489739948087565","0","0.830160563429974","2.95237021648926","2.98906004025268","0.24932743923267","0.575317719210434","0","1.5044918484751","0.252359880330945","2.19350322492659","0.358942054189482","0.629391315658626","0","0.494332478138146","0","0","2.70614023218683","0","1.3493637749801","0.683256125391164","0.541497982920014","0.790685722192571","0.845583727586746","1.82088316770678","0.230678911103268","0.228131590864242","0.581890971088747","6.38432010981031","0.603284400935573","0.136728296946515","0.764285114717219","0"
"20-04-24","0","0.460911267667305","1.33284640011516","1.73349281467228","1.12676691136288","0.489739948087565","0","0.622620422572481","2.95237021648926","2.98906004025268","0.24932743923267","0.575317719210434","0","1.5044918484751","0.252359880330945","2.19350322492659","0.358942054189482","0.629391315658626","0","0.494332478138146","0","0","2.70614023218683","0","1.3493637749801","0.634452116434652","0.541497982920014","0.790685722192571","0.845583727586746","1.87009622629345","0.230678911103268","0.0570328977160606","0.581890971088747","6.78334011667345","0.618366510958963","0.102546222709886","0.737930455589039","0"
