,Bulnes,Chillan,Chillan Viejo,Cobquecura,Coelemu,Coihueco,El Carmen,Ninhue,Niquen,Pemuco,Pinto,Portezuelo,Quillon,Quirihue,Ranquil,San Carlos,San Fabian,San Ignacio,San Nicolas,Treguaco,Yungay,Desconocido Nuble
2021-09-17,1.0,22.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-09-20,0.0,14.0,1.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
2021-09-24,10.0,19.0,5.0,-1.0,0.0,5.0,7.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,1.0
2021-09-27,6.0,15.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,7.0,12.0,1.0,3.0,0.0,0.0,4.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,0.0,7.0,1.0,3.0,0.0,0.0
2021-10-04,14.0,17.0,6.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,2.0,0.0
2021-10-08,13.0,22.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,11.0,0.0,0.0,11.0,1.0,5.0,3.0,0.0,4.0,0.0
2021-10-11,14.0,26.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,3.0,0.0,0.0,1.0,0.0
2021-10-15,15.0,48.0,7.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,25.0,0.0,3.0,3.0,0.0,0.0,1.0
2021-10-18,19.0,40.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,-1.0,0.0,4.0,2.0,0.0,13.0,0.0,1.0,0.0,0.0,6.0,0.0
2021-10-22,18.0,51.0,6.0,0.0,1.0,10.0,5.0,1.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,13.0,0.0,1.0,4.0,1.0,3.0,0.0
2021-10-25,12.0,69.0,8.0,1.0,5.0,0.0,1.0,1.0,5.0,0.0,3.0,0.0,7.0,8.0,0.0,15.0,0.0,1.0,-1.0,0.0,2.0,0.0
2021-10-29,6.0,89.0,7.0,1.0,0.0,-2.0,1.0,1.0,5.0,5.0,0.0,1.0,5.0,4.0,1.0,31.0,2.0,0.0,1.0,1.0,1.0,1.0
2021-11-01,6.0,59.0,8.0,0.0,2.0,8.0,3.0,-1.0,7.0,0.0,1.0,3.0,3.0,0.0,1.0,8.0,1.0,1.0,7.0,1.0,0.0,3.0
2021-11-05,0.0,77.0,8.0,1.0,3.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,33.0,1.0,2.0,4.0,3.0,0.0,1.0
2021-11-08,2.0,59.0,3.0,0.0,5.0,3.0,0.0,-1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,28.0,1.0,2.0,2.0,3.0,2.0,-1.0
2021-11-12,4.0,149.0,15.0,1.0,1.0,14.0,2.0,1.0,6.0,1.0,1.0,3.0,5.0,0.0,6.0,23.0,0.0,4.0,4.0,0.0,8.0,1.0
2021-11-15,3.0,95.0,13.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,18.0,1.0,3.0,4.0,0.0,2.0,-1.0
2021-11-19,4.0,130.0,22.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,3.0,1.0,11.0,0.0,-1.0,26.0,0.0,5.0,10.0,3.0,5.0,1.0
2021-11-22,3.0,92.0,18.0,0.0,1.0,12.0,4.0,1.0,1.0,1.0,4.0,2.0,7.0,1.0,0.0,14.0,1.0,3.0,11.0,0.0,5.0,-1.0
2021-11-26,5.0,228.0,18.0,3.0,7.0,9.0,8.0,0.0,11.0,2.0,6.0,0.0,8.0,2.0,3.0,41.0,1.0,6.0,11.0,2.0,7.0,1.0
2021-11-29,12.0,141.0,17.0,0.0,2.0,10.0,2.0,0.0,-1.0,3.0,6.0,1.0,7.0,0.0,1.0,4.0,-1.0,4.0,11.0,0.0,5.0,1.0
2021-12-03,10.0,148.0,21.0,6.0,6.0,17.0,4.0,0.0,1.0,1.0,2.0,0.0,7.0,0.0,0.0,13.0,1.0,13.0,6.0,2.0,5.0,1.0
2021-12-06,3.0,118.0,11.0,3.0,6.0,13.0,5.0,0.0,1.0,6.0,4.0,0.0,6.0,0.0,0.0,8.0,1.0,3.0,1.0,1.0,4.0,0.0
2021-12-10,5.0,103.0,13.0,1.0,0.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,1.0,12.0,1.0,3.0,6.0,0.0,5.0,1.0
2021-12-13,1.0,62.0,5.0,1.0,3.0,3.0,5.0,0.0,3.0,-1.0,2.0,1.0,3.0,0.0,-2.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0
2021-12-17,3.0,73.0,9.0,2.0,4.0,9.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,-1.0,14.0,-1.0,2.0,3.0,0.0,1.0,1.0
2021-12-20,1.0,68.0,10.0,2.0,6.0,4.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,7.0,0.0,7.0,4.0,0.0,2.0,-1.0
2021-12-24,1.0,65.0,13.0,4.0,0.0,5.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,8.0,4.0,4.0,1.0,0.0,2.0,3.0
2021-12-27,3.0,40.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0
2021-12-31,2.0,56.0,9.0,2.0,-1.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,13.0,1.0,0.0,2.0,0.0,2.0,1.0
2022-01-03,4.0,46.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,-1.0,-1.0
2022-01-07,2.0,87.0,8.0,0.0,1.0,8.0,1.0,4.0,3.0,0.0,4.0,1.0,6.0,0.0,0.0,7.0,0.0,0.0,3.0,2.0,4.0,8.0
2022-01-10,15.0,109.0,10.0,3.0,5.0,3.0,4.0,2.0,0.0,4.0,4.0,0.0,7.0,2.0,1.0,6.0,3.0,1.0,5.0,3.0,5.0,11.0
2022-01-14,26.0,205.0,18.0,6.0,4.0,14.0,13.0,1.0,1.0,4.0,9.0,0.0,7.0,7.0,0.0,21.0,0.0,6.0,3.0,0.0,16.0,11.0
2022-01-17,13.0,224.0,18.0,2.0,3.0,11.0,7.0,1.0,4.0,4.0,5.0,2.0,7.0,7.0,4.0,26.0,5.0,5.0,2.0,0.0,18.0,3.0
2022-01-21,28.0,459.0,26.0,2.0,6.0,31.0,14.0,2.0,2.0,2.0,11.0,9.0,12.0,6.0,5.0,41.0,8.0,6.0,22.0,0.0,24.0,11.0
2022-01-24,24.0,556.0,29.0,4.0,13.0,26.0,11.0,8.0,2.0,4.0,25.0,11.0,18.0,7.0,6.0,55.0,8.0,16.0,13.0,1.0,24.0,5.0
2022-01-28,99.0,1429.0,116.0,11.0,32.0,66.0,74.0,19.0,37.0,20.0,39.0,19.0,52.0,12.0,21.0,132.0,15.0,81.0,65.0,2.0,78.0,-51.0
2022-01-31,93.0,1175.0,79.0,9.0,19.0,56.0,18.0,15.0,24.0,10.0,81.0,13.0,66.0,14.0,21.0,173.0,8.0,44.0,30.0,4.0,49.0,0.0
2022-02-04,173.0,2133.0,206.0,19.0,59.0,110.0,90.0,41.0,31.0,48.0,77.0,24.0,84.0,24.0,35.0,250.0,30.0,97.0,76.0,8.0,90.0,0.0
2022-02-07,134.0,1895.0,181.0,9.0,63.0,61.0,37.0,18.0,57.0,32.0,68.0,27.0,79.0,23.0,26.0,330.0,26.0,105.0,64.0,17.0,156.0,1.0
2022-02-11,170.0,2786.0,296.0,28.0,160.0,167.0,118.0,30.0,64.0,45.0,94.0,37.0,107.0,40.0,48.0,541.0,39.0,129.0,139.0,19.0,210.0,-1.0
2022-02-14,225.0,1981.0,222.0,36.0,251.0,212.0,113.0,75.0,78.0,105.0,133.0,39.0,219.0,115.0,67.0,429.0,47.0,239.0,120.0,65.0,158.0,1.0
2022-02-18,161.0,2296.0,221.0,47.0,188.0,165.0,88.0,78.0,103.0,58.0,95.0,51.0,123.0,95.0,58.0,466.0,32.0,165.0,90.0,77.0,205.0,-1.0
2022-02-21,180.0,1209.0,144.0,25.0,120.0,162.0,88.0,68.0,72.0,58.0,77.0,25.0,152.0,67.0,29.0,301.0,59.0,133.0,57.0,32.0,165.0,1.0
2022-02-25,233.0,2441.0,283.0,53.0,178.0,234.0,146.0,46.0,107.0,105.0,143.0,47.0,284.0,102.0,83.0,766.0,80.0,166.0,134.0,73.0,210.0,0.0
2022-02-28,173.0,1422.0,131.0,28.0,77.0,162.0,102.0,24.0,62.0,56.0,64.0,32.0,176.0,79.0,45.0,359.0,38.0,101.0,56.0,29.0,193.0,0.0
2022-03-04,193.0,1498.0,182.0,19.0,166.0,140.0,76.0,28.0,99.0,57.0,55.0,23.0,163.0,84.0,55.0,437.0,39.0,133.0,76.0,41.0,148.0,0.0
2022-03-07,96.0,1028.0,88.0,20.0,115.0,170.0,89.0,11.0,41.0,50.0,40.0,26.0,128.0,63.0,38.0,289.0,29.0,75.0,52.0,42.0,168.0,0.0
2022-03-11,130.0,1046.0,112.0,24.0,126.0,109.0,74.0,24.0,65.0,39.0,56.0,34.0,94.0,53.0,23.0,362.0,31.0,79.0,60.0,23.0,135.0,0.0
2022-03-14,96.0,693.0,71.0,26.0,53.0,95.0,82.0,14.0,48.0,30.0,58.0,25.0,98.0,68.0,25.0,196.0,16.0,54.0,33.0,21.0,142.0,0.0
2022-03-18,84.0,829.0,93.0,13.0,76.0,109.0,93.0,25.0,40.0,23.0,47.0,24.0,72.0,53.0,29.0,289.0,14.0,49.0,45.0,38.0,136.0,0.0
2022-03-21,44.0,521.0,47.0,3.0,91.0,54.0,44.0,18.0,40.0,21.0,33.0,10.0,48.0,29.0,10.0,149.0,14.0,35.0,19.0,35.0,86.0,0.0
2022-03-25,56.0,526.0,56.0,8.0,59.0,30.0,29.0,14.0,19.0,14.0,25.0,21.0,48.0,27.0,9.0,116.0,6.0,20.0,41.0,19.0,66.0,0.0
2022-03-28,19.0,295.0,32.0,9.0,41.0,28.0,16.0,6.0,16.0,7.0,14.0,8.0,30.0,17.0,1.0,72.0,4.0,21.0,16.0,18.0,35.0,0.0
2022-04-01,14.0,307.0,27.0,9.0,42.0,38.0,19.0,8.0,7.0,17.0,16.0,18.0,28.0,28.0,4.0,95.0,11.0,18.0,29.0,16.0,59.0,0.0
2022-04-04,10.0,168.0,25.0,3.0,24.0,23.0,13.0,2.0,6.0,4.0,3.0,18.0,12.0,7.0,1.0,49.0,12.0,7.0,15.0,12.0,21.0,0.0
2022-04-08,21.0,230.0,20.0,5.0,23.0,12.0,8.0,-1.0,4.0,9.0,4.0,8.0,11.0,7.0,3.0,62.0,1.0,15.0,24.0,16.0,15.0,0.0
2022-04-11,11.0,133.0,11.0,-4.0,20.0,2.0,8.0,0.0,4.0,0.0,4.0,2.0,13.0,4.0,-1.0,31.0,0.0,-10.0,11.0,5.0,38.0,0.0
2022-04-15,21.0,143.0,20.0,4.0,10.0,7.0,3.0,3.0,9.0,3.0,4.0,1.0,8.0,1.0,9.0,45.0,1.0,1.0,9.0,9.0,10.0,0.0
2022-04-18,9.0,65.0,10.0,0.0,7.0,2.0,4.0,1.0,1.0,5.0,8.0,0.0,3.0,4.0,3.0,23.0,0.0,0.0,1.0,1.0,11.0,0.0
2022-04-22,6.0,100.0,6.0,-1.0,7.0,10.0,6.0,5.0,11.0,14.0,8.0,3.0,5.0,6.0,27.0,56.0,5.0,4.0,9.0,4.0,11.0,0.0
2022-04-25,2.0,82.0,9.0,0.0,6.0,14.0,8.0,0.0,1.0,6.0,3.0,1.0,4.0,2.0,7.0,25.0,-2.0,3.0,3.0,4.0,4.0,0.0
2022-04-29,2.0,91.0,14.0,1.0,4.0,13.0,1.0,2.0,4.0,4.0,2.0,2.0,7.0,3.0,10.0,44.0,1.0,8.0,7.0,6.0,8.0,0.0
2022-05-02,6.0,65.0,5.0,0.0,0.0,2.0,3.0,1.0,3.0,4.0,3.0,-1.0,2.0,5.0,9.0,32.0,1.0,-1.0,1.0,3.0,2.0,0.0
2022-05-06,7.0,119.0,11.0,1.0,4.0,9.0,7.0,3.0,4.0,1.0,10.0,-1.0,4.0,-1.0,11.0,59.0,5.0,1.0,13.0,2.0,12.0,0.0
2022-05-09,5.0,93.0,12.0,0.0,4.0,13.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,8.0,49.0,7.0,2.0,2.0,0.0,8.0,0.0
2022-05-13,22.0,147.0,22.0,1.0,4.0,7.0,4.0,2.0,4.0,8.0,2.0,0.0,6.0,1.0,13.0,52.0,11.0,20.0,5.0,0.0,11.0,0.0
2022-05-16,14.0,149.0,21.0,0.0,6.0,10.0,10.0,2.0,3.0,16.0,14.0,1.0,2.0,0.0,3.0,35.0,4.0,10.0,6.0,0.0,8.0,0.0
2022-05-20,18.0,214.0,20.0,1.0,7.0,13.0,9.0,2.0,7.0,16.0,8.0,2.0,10.0,4.0,8.0,73.0,8.0,16.0,15.0,0.0,6.0,0.0
2022-05-23,7.0,157.0,21.0,1.0,5.0,15.0,13.0,4.0,7.0,5.0,9.0,2.0,3.0,0.0,8.0,38.0,7.0,15.0,9.0,0.0,7.0,0.0
2022-05-27,13.0,299.0,30.0,4.0,11.0,13.0,14.0,6.0,11.0,15.0,30.0,4.0,5.0,11.0,5.0,90.0,13.0,43.0,12.0,2.0,6.0,0.0
2022-05-30,5.0,229.0,28.0,1.0,-1.0,9.0,8.0,3.0,5.0,4.0,15.0,3.0,4.0,4.0,0.0,32.0,5.0,18.0,13.0,1.0,8.0,0.0
2022-06-03,12.0,313.0,29.0,-1.0,3.0,22.0,15.0,10.0,9.0,10.0,19.0,3.0,12.0,8.0,4.0,77.0,20.0,26.0,21.0,5.0,9.0,0.0
2022-06-06,28.0,331.0,33.0,0.0,6.0,18.0,9.0,13.0,8.0,12.0,21.0,6.0,11.0,10.0,7.0,65.0,10.0,24.0,26.0,3.0,14.0,0.0
2022-06-10,50.0,464.0,52.0,4.0,10.0,35.0,20.0,6.0,6.0,11.0,24.0,2.0,27.0,13.0,6.0,83.0,14.0,36.0,37.0,11.0,27.0,0.0
2022-06-13,27.0,369.0,43.0,3.0,9.0,22.0,12.0,6.0,7.0,11.0,11.0,6.0,24.0,18.0,5.0,52.0,8.0,20.0,22.0,3.0,23.0,0.0
2022-06-17,32.0,491.0,57.0,15.0,12.0,36.0,12.0,13.0,20.0,3.0,10.0,6.0,19.0,33.0,10.0,96.0,5.0,35.0,12.0,0.0,24.0,0.0
2022-06-20,27.0,402.0,44.0,3.0,16.0,25.0,12.0,23.0,9.0,6.0,10.0,9.0,26.0,23.0,3.0,56.0,2.0,11.0,24.0,-1.0,42.0,0.0
2022-06-24,47.0,494.0,49.0,13.0,11.0,33.0,18.0,9.0,17.0,10.0,5.0,6.0,28.0,10.0,4.0,78.0,2.0,20.0,10.0,10.0,32.0,0.0
2022-06-27,45.0,484.0,55.0,5.0,15.0,25.0,32.0,9.0,13.0,12.0,12.0,3.0,56.0,13.0,11.0,53.0,4.0,17.0,16.0,9.0,81.0,0.0
2022-07-01,54.0,550.0,47.0,7.0,21.0,38.0,11.0,7.0,7.0,12.0,21.0,6.0,35.0,19.0,4.0,62.0,12.0,24.0,22.0,17.0,45.0,0.0
2022-07-04,30.0,439.0,35.0,15.0,24.0,32.0,8.0,9.0,19.0,8.0,23.0,8.0,42.0,9.0,9.0,57.0,8.0,20.0,12.0,5.0,43.0,0.0
2022-07-08,63.0,585.0,50.0,11.0,17.0,33.0,30.0,2.0,20.0,9.0,20.0,17.0,55.0,10.0,1.0,87.0,5.0,37.0,18.0,15.0,42.0,1.0
2022-07-11,32.0,333.0,33.0,8.0,19.0,19.0,13.0,6.0,19.0,8.0,17.0,6.0,26.0,6.0,5.0,65.0,8.0,22.0,9.0,15.0,20.0,0.0
2022-07-15,36.0,480.0,53.0,4.0,23.0,30.0,7.0,1.0,5.0,11.0,14.0,6.0,35.0,10.0,7.0,105.0,9.0,23.0,18.0,19.0,25.0,0.0
2022-07-18,30.0,321.0,30.0,14.0,22.0,31.0,5.0,4.0,5.0,8.0,19.0,0.0,40.0,12.0,4.0,46.0,12.0,8.0,18.0,9.0,28.0,0.0
2022-07-22,42.0,360.0,33.0,7.0,32.0,20.0,14.0,5.0,6.0,11.0,26.0,1.0,28.0,12.0,4.0,109.0,4.0,13.0,16.0,8.0,23.0,0.0
2022-07-25,34.0,366.0,47.0,14.0,9.0,36.0,10.0,4.0,10.0,10.0,15.0,7.0,19.0,13.0,2.0,95.0,9.0,15.0,16.0,7.0,36.0,0.0
2022-07-29,62.0,467.0,42.0,27.0,19.0,35.0,12.0,4.0,16.0,11.0,32.0,5.0,18.0,10.0,13.0,142.0,10.0,27.0,20.0,13.0,22.0,0.0
2022-08-01,30.0,321.0,35.0,13.0,20.0,55.0,6.0,4.0,20.0,17.0,24.0,7.0,16.0,18.0,12.0,107.0,5.0,15.0,26.0,5.0,18.0,0.0
2022-08-05,82.0,603.0,71.0,13.0,44.0,63.0,35.0,4.0,44.0,13.0,50.0,8.0,16.0,24.0,15.0,259.0,11.0,43.0,32.0,13.0,18.0,0.0
2022-08-08,52.0,435.0,39.0,11.0,26.0,41.0,27.0,3.0,31.0,7.0,29.0,11.0,22.0,4.0,12.0,169.0,16.0,27.0,32.0,4.0,29.0,0.0
2022-08-12,96.0,780.0,85.0,31.0,40.0,60.0,82.0,3.0,29.0,17.0,39.0,22.0,41.0,29.0,17.0,300.0,14.0,49.0,43.0,19.0,19.0,-1.0
2022-08-15,50.0,540.0,58.0,11.0,20.0,56.0,33.0,7.0,35.0,12.0,28.0,16.0,38.0,11.0,8.0,157.0,15.0,37.0,35.0,5.0,45.0,0.0
2022-08-19,75.0,595.0,70.0,12.0,14.0,59.0,29.0,3.0,26.0,10.0,33.0,17.0,35.0,5.0,6.0,202.0,29.0,32.0,40.0,5.0,25.0,0.0
2022-08-22,78.0,561.0,64.0,3.0,24.0,75.0,30.0,14.0,14.0,16.0,22.0,10.0,71.0,13.0,8.0,126.0,19.0,21.0,37.0,2.0,47.0,0.0
2022-08-26,52.0,588.0,56.0,6.0,14.0,57.0,28.0,14.0,31.0,35.0,13.0,10.0,45.0,7.0,20.0,142.0,18.0,24.0,27.0,10.0,41.0,0.0
2022-08-29,41.0,398.0,61.0,3.0,20.0,38.0,39.0,3.0,12.0,21.0,17.0,10.0,29.0,16.0,17.0,65.0,11.0,13.0,31.0,4.0,32.0,0.0
2022-09-02,45.0,516.0,56.0,8.0,24.0,42.0,23.0,11.0,25.0,5.0,15.0,19.0,57.0,11.0,4.0,120.0,7.0,18.0,27.0,16.0,25.0,0.0
2022-09-05,19.0,255.0,23.0,10.0,17.0,27.0,14.0,6.0,20.0,2.0,10.0,7.0,28.0,10.0,6.0,71.0,3.0,9.0,30.0,3.0,33.0,0.0
2022-09-09,22.0,314.0,55.0,10.0,35.0,27.0,12.0,16.0,21.0,10.0,24.0,13.0,40.0,8.0,7.0,118.0,6.0,13.0,16.0,18.0,24.0,0.0
2022-09-12,13.0,191.0,24.0,2.0,16.0,18.0,8.0,8.0,1.0,6.0,27.0,10.0,18.0,28.0,9.0,45.0,5.0,9.0,9.0,4.0,24.0,0.0
2022-09-19,39.0,411.0,46.0,9.0,35.0,29.0,23.0,8.0,13.0,10.0,32.0,6.0,25.0,10.0,7.0,115.0,11.0,34.0,27.0,5.0,32.0,0.0
2022-09-23,19.0,333.0,37.0,8.0,22.0,17.0,12.0,8.0,6.0,5.0,21.0,3.0,14.0,8.0,9.0,55.0,6.0,20.0,14.0,14.0,27.0,0.0
2022-09-26,15.0,246.0,31.0,9.0,22.0,27.0,11.0,15.0,11.0,2.0,28.0,6.0,20.0,17.0,12.0,39.0,12.0,25.0,15.0,7.0,33.0,1.0
2022-10-03,46.0,443.0,68.0,13.0,30.0,30.0,26.0,15.0,20.0,17.0,22.0,12.0,27.0,18.0,10.0,101.0,19.0,31.0,20.0,7.0,97.0,0.0
2022-10-10,36.0,527.0,69.0,5.0,34.0,25.0,11.0,7.0,12.0,22.0,15.0,13.0,27.0,16.0,8.0,145.0,8.0,32.0,24.0,11.0,31.0,0.0
2022-10-14,22.0,331.0,56.0,6.0,24.0,26.0,6.0,2.0,8.0,6.0,13.0,7.0,14.0,6.0,2.0,93.0,7.0,20.0,10.0,4.0,19.0,0.0
2022-10-17,21.0,228.0,52.0,6.0,14.0,27.0,6.0,2.0,8.0,5.0,9.0,7.0,24.0,7.0,4.0,79.0,11.0,12.0,10.0,3.0,20.0,0.0
2022-10-21,23.0,422.0,76.0,5.0,18.0,37.0,19.0,11.0,27.0,12.0,45.0,8.0,21.0,4.0,5.0,112.0,15.0,19.0,20.0,5.0,24.0,1.0
2022-10-24,19.0,269.0,49.0,1.0,13.0,35.0,16.0,5.0,10.0,13.0,20.0,13.0,30.0,6.0,10.0,94.0,2.0,22.0,12.0,3.0,42.0,0.0
2022-10-28,20.0,530.0,76.0,6.0,21.0,39.0,45.0,16.0,12.0,10.0,41.0,32.0,31.0,12.0,9.0,139.0,12.0,34.0,79.0,8.0,38.0,0.0
2022-10-31,22.0,348.0,53.0,2.0,4.0,20.0,14.0,5.0,7.0,9.0,18.0,5.0,18.0,8.0,9.0,132.0,9.0,24.0,32.0,2.0,28.0,0.0
2022-11-04,41.0,422.0,65.0,-1.0,15.0,29.0,22.0,5.0,12.0,5.0,9.0,14.0,18.0,7.0,16.0,176.0,11.0,28.0,16.0,3.0,33.0,0.0
2022-11-07,43.0,516.0,62.0,8.0,13.0,36.0,21.0,18.0,22.0,10.0,29.0,2.0,35.0,10.0,14.0,174.0,10.0,43.0,33.0,4.0,46.0,0.0
2022-11-11,60.0,622.0,84.0,13.0,24.0,65.0,28.0,9.0,21.0,14.0,39.0,17.0,33.0,8.0,7.0,197.0,19.0,56.0,26.0,13.0,34.0,0.0
2022-11-14,32.0,384.0,51.0,5.0,9.0,35.0,23.0,1.0,12.0,12.0,19.0,1.0,20.0,8.0,10.0,108.0,6.0,27.0,22.0,3.0,34.0,0.0
2022-11-18,72.0,545.0,75.0,6.0,24.0,47.0,36.0,6.0,18.0,7.0,16.0,11.0,40.0,12.0,8.0,143.0,12.0,42.0,25.0,9.0,19.0,0.0
2022-11-21,34.0,365.0,71.0,5.0,17.0,32.0,21.0,4.0,8.0,6.0,29.0,7.0,15.0,2.0,7.0,97.0,1.0,32.0,40.0,3.0,8.0,1.0
2022-11-25,37.0,487.0,87.0,9.0,9.0,39.0,26.0,9.0,24.0,10.0,46.0,7.0,20.0,8.0,4.0,122.0,12.0,44.0,27.0,10.0,17.0,0.0
2022-11-28,17.0,243.0,41.0,8.0,10.0,19.0,12.0,2.0,5.0,4.0,23.0,8.0,21.0,8.0,1.0,66.0,3.0,19.0,19.0,5.0,11.0,0.0
2022-12-02,38.0,345.0,37.0,7.0,6.0,35.0,14.0,3.0,15.0,17.0,23.0,10.0,18.0,6.0,12.0,90.0,7.0,50.0,20.0,4.0,9.0,0.0
2022-12-05,31.0,213.0,26.0,2.0,9.0,20.0,15.0,5.0,4.0,9.0,11.0,6.0,18.0,6.0,7.0,43.0,5.0,19.0,2.0,4.0,13.0,0.0
2022-12-09,28.0,209.0,42.0,3.0,7.0,23.0,18.0,1.0,10.0,5.0,19.0,7.0,19.0,5.0,7.0,79.0,13.0,35.0,12.0,3.0,17.0,0.0
2022-12-12,12.0,163.0,21.0,3.0,3.0,23.0,5.0,2.0,6.0,10.0,4.0,5.0,1.0,6.0,0.0,45.0,1.0,13.0,9.0,0.0,5.0,0.0
2022-12-16,25.0,220.0,34.0,1.0,6.0,19.0,5.0,3.0,18.0,8.0,15.0,3.0,13.0,5.0,2.0,56.0,4.0,18.0,12.0,0.0,15.0,0.0
2022-12-19,10.0,175.0,29.0,4.0,6.0,9.0,13.0,4.0,5.0,1.0,10.0,2.0,9.0,8.0,5.0,43.0,1.0,6.0,8.0,4.0,19.0,0.0
2022-12-23,13.0,206.0,26.0,2.0,14.0,13.0,8.0,4.0,2.0,5.0,16.0,2.0,20.0,2.0,5.0,43.0,4.0,13.0,17.0,2.0,14.0,0.0
2022-12-26,7.0,146.0,7.0,5.0,5.0,18.0,9.0,8.0,6.0,5.0,2.0,1.0,9.0,2.0,1.0,37.0,2.0,15.0,6.0,4.0,8.0,0.0
2022-12-30,29.0,332.0,37.0,5.0,22.0,18.0,17.0,3.0,15.0,11.0,18.0,14.0,38.0,0.0,12.0,80.0,4.0,24.0,16.0,5.0,25.0,0.0
2023-01-05,43.0,267.0,43.0,5.0,5.0,17.0,39.0,3.0,15.0,16.0,21.0,8.0,18.0,5.0,2.0,88.0,8.0,31.0,16.0,2.0,18.0,0.0
2023-01-09,22.0,129.0,15.0,1.0,9.0,11.0,9.0,2.0,10.0,4.0,3.0,5.0,12.0,2.0,0.0,40.0,2.0,11.0,4.0,1.0,9.0,0.0
