dates,Alto_Biobio,Antuco,Arauco,Cabrero,Canete,Chiguayante,Concepcion,Contulmo,Coronel,Curanilahue,Florida,Hualpen,Hualqui,Laja,Lebu,Los_Alamos,Los_Angeles,Lota,Mulchen,Nacimiento,Negrete,Penco,Quilaco,Quilleco,San_Pedro_de_la_Paz,San_Rosendo,Santa_Barbara,Santa_Juana,Talcahuano,Tirua,Tome,Tucapel,Yumbel
2020-04-13,0,0,0.738680642504423,1.0848928668294,0,2.14123815790848,1.84002502434033,0,0.681196589929871,0.140502323908437,0.804307872967615,4.55272421799619,1.45396122648899,1.19680930638917,0,0,0.479426605779488,0.104085349986989,0.767034689910886,1.53367960410617,0.91320448018118,0.85946340834539,0,0,2.61094390191206,0,0.652673350041771,0,1.68408643573631,1.72861594043189,3.000059190357,0.313180188221293,1.07579630442454
2020-04-14,0,0,0.738680642504423,1.23987756209074,0,2.14123815790848,2.22003019241062,0,0.681196589929871,0.140502323908437,1.20646180945142,4.65063226569503,1.45396122648899,1.39627752412069,0,0,0.50121872422401,0.104085349986989,0.767034689910886,1.70408844900686,0.91320448018118,0.954959342605989,0,0,2.64358070068596,0,0.979010025062657,0,2.10510804467039,1.72861594043189,3.000059190357,0.313180188221293,1.07579630442454
2020-04-15,0.702864171498858,0,0.738680642504423,1.23987756209074,0,2.14123815790848,2.6000353604809,0,0.681196589929871,0.140502323908437,1.60861574593523,4.74854031339387,1.63570637980012,1.39627752412069,0,0,0.544802961113054,0.104085349986989,0.767034689910886,1.70408844900686,0.91320448018118,1.05045527686659,0,0,2.67621749945986,0,0.979010025062657,0,2.46598370947103,1.72861594043189,3.000059190357,0.313180188221293,1.07579630442454
2020-04-16,0.702864171498858,0,0.738680642504423,1.39486225735209,0,2.14123815790848,2.7600375365105,0,0.681196589929871,0.140502323908437,1.60861574593523,4.79749433724329,1.99919668642236,1.39627752412069,0,0,0.566595079557576,0.104085349986989,0.767034689910886,1.70408844900686,0.91320448018118,1.14595121112719,0,0,2.67621749945986,0,0.979010025062657,0,2.52612965360447,1.72861594043189,3.000059190357,0.313180188221293,1.07579630442454
2020-04-17,0.702864171498858,0,0.738680642504423,1.39486225735209,0,2.14123815790848,2.84003862452529,0,0.681196589929871,0.140502323908437,1.60861574593523,4.84644836109271,2.36268699304461,1.39627752412069,0,0,0.566595079557576,0.104085349986989,0.767034689910886,1.70408844900686,0.91320448018118,1.14595121112719,0,0,2.67621749945986,0,0.979010025062657,0,2.55620262567119,1.72861594043189,3.000059190357,0.313180188221293,1.07579630442454
2020-04-18,0.702864171498858,0,0.738680642504423,1.39486225735209,0,2.14123815790848,2.90003944053639,0,0.681196589929871,0.140502323908437,1.60861574593523,4.89540238494213,2.54443214635574,1.39627752412069,0,0,0.588387198002099,0.104085349986989,0.767034689910886,1.70408844900686,0.91320448018118,1.24144714538779,0,0,2.67621749945986,0,0.979010025062657,0,2.67649451393807,1.72861594043189,3.08114187117746,0.313180188221293,1.07579630442454
2020-04-19,0.702864171498858,0,0.738680642504423,1.39486225735209,0,2.14123815790848,2.96004025654749,0,0.681196589929871,0.140502323908437,1.60861574593523,4.89540238494213,2.54443214635574,1.39627752412069,0,0,0.631971434891143,0.104085349986989,0.767034689910886,1.70408844900686,0.91320448018118,1.33694307964838,0,0.474671527303106,2.70885429823376,0,0.979010025062657,0.322207508079353,2.82685937427167,1.72861594043189,3.16222455199792,0.313180188221293,1.29095556530944
2020-04-20,0.702864171498858,0,0.738680642504423,1.39486225735209,0,1.8278862323609,2.42003291244761,0,0.681196589929871,0.140502323908437,1.60861574593523,4.94435640879156,2.72617729966686,1.39627752412069,0,0,0.414050250445921,0.104085349986989,0.767034689910886,1.70408844900686,0.91320448018118,1.43243901390898,0,0.474671527303106,2.18666551785135,0,0.979010025062657,0.322207508079353,2.91707829047183,1.72861594043189,3.000059190357,0.313180188221293,0.215159260884907
2020-04-21,0.702864171498858,0,0.369340321252211,1.39486225735209,0,1.61898494866251,2.24003046441432,0,0.416286804957143,0.140502323908437,1.60861574593523,3.91632190795371,2.90792245297799,1.39627752412069,0,0,0.392258132001399,0.104085349986989,0.306813875964354,1.70408844900686,0.91320448018118,1.52793494816958,0,0.474671527303106,1.69711353624284,0,0.979010025062657,0.322207508079353,2.55620262567119,1.72861594043189,3.08114187117746,0.313180188221293,0.215159260884907
2020-04-22,0.702864171498858,0,0.123113440417404,1.70483164787477,0,1.61898494866251,2.06002801638102,0,0.264909784972727,0.281004647816875,1.60861574593523,3.08410350251354,3.08966760628911,1.59574574185222,0,0,0.348673895112355,0.104085349986989,0,1.70408844900686,0.91320448018118,1.52793494816958,0,0.474671527303106,1.40338234727773,0,0.979010025062657,0.644415016158706,2.28554587707071,1.72861594043189,3.24330723281838,0.313180188221293,0.215159260884907
2020-04-23,0.702864171498858,0,0,1.85981634313612,0,1.67121026958711,2.02002747237362,0,0.227065529976624,0.281004647816875,1.60861574593523,2.74142533556759,3.45315791291136,1.79521395958375,0,0.211414702624079,0.326881776667833,0.104085349986989,0,1.70408844900686,0.91320448018118,1.62343088243018,0,0.474671527303106,1.37074554850383,0,0.979010025062657,0.644415016158706,2.19532696087055,1.72861594043189,3.4054725944593,0.313180188221293,0.215159260884907
2020-04-24,0.702864171498858,0,0,2.01480103839746,0,1.61898494866251,1.96002665636253,0,0.227065529976624,0.281004647816875,1.60861574593523,2.59456326401933,3.45315791291136,1.99468217731528,0,0.211414702624079,0.326881776667833,0.104085349986989,0,1.70408844900686,0.91320448018118,1.62343088243018,0,0.474671527303106,1.40338234727773,0,0.979010025062657,0.644415016158706,2.13518101673711,1.72861594043189,3.32438991363884,0.313180188221293,0.215159260884907
2020-04-25,0.702864171498858,0,0,2.1697857336588,0,1.56675962773791,1.86002529634403,0,0.227065529976624,0.281004647816875,1.60861574593523,2.3008391209228,3.08966760628911,1.99468217731528,0,0.211414702624079,0.326881776667833,0.104085349986989,0,1.70408844900686,0.91320448018118,1.52793494816958,0,0.474671527303106,1.33810874972993,0,0.979010025062657,0.644415016158706,2.10510804467039,1.29646195532392,2.91897650953654,0.313180188221293,0.215159260884907
2020-04-26,0.702864171498858,0,0,2.1697857336588,0,1.46230898588872,1.74002366432183,0,0.227065529976624,0.281004647816875,1.60861574593523,2.00711497782627,2.54443214635574,1.59574574185222,0,0.211414702624079,0.326881776667833,0.104085349986989,0,1.70408844900686,0.91320448018118,1.33694307964838,0,0.474671527303106,1.27283515218213,0,0.979010025062657,0.644415016158706,2.04496210053695,0.432153985107974,2.43248042461378,0.313180188221293,0.215159260884907
